id,integral_strain_stress,x,y,z
0,-15.826898693706,0.00025,0.00025,0
1,-76.921322888142,0.00075,0.00025,0
2,-504.36230128299,0.00125,0.00025,0
3,-1961.0216694896,0.00175,0.00025,0
4,-4798.9948957834,0.00225,0.00025,0
5,-9030.7540378266,0.00275,0.00025,0
6,-14002.919424233,0.00325,0.00025,0
7,-18666.045069246,0.00375,0.00025,0
8,-21865.566800941,0.00425,0.00025,0
9,-22744.568701501,0.00475,0.00025,0
10,-20978.382717185,0.00525,0.00025,0
11,-16898.808263604,0.00575,0.00025,0
12,-11352.23769406,0.00625,0.00025,0
13,-5497.1245141456,0.00675,0.00025,0
14,-476.30228674549,0.00725,0.00025,0
15,2797.6285606039,0.00775,0.00025,0
16,3798.295186672,0.00825,0.00025,0
17,2380.7552919908,0.00875,0.00025,0
18,-1323.9402864613,0.00925,0.00025,0
19,-7042.0255182328,0.00975,0.00025,0
20,-14533.51916368,0.01025,0.00025,0
21,-23656.807909355,0.01075,0.00025,0
22,-34465.326877305,0.01125,0.00025,0
23,-47183.034286003,0.01175,0.00025,0
24,-62238.895516342,0.01225,0.00025,0
25,-80131.939351714,0.01275,0.00025,0
26,-101439.97739764,0.01325,0.00025,0
27,-125836.69956775,0.01375,0.00025,0
28,-151118.95442172,0.01425,0.00025,0
29,-172069.45253246,0.01475,0.00025,0
30,-172069.45253246,0.01525,0.00025,0
31,-151118.9544217,0.01575,0.00025,0
32,-125836.69956773,0.01625,0.00025,0
33,-101439.9773976,0.01675,0.00025,0
34,-80131.93935168,0.01725,0.00025,0
35,-62238.89551632,0.01775,0.00025,0
36,-47183.034285992,0.01825,0.00025,0
37,-34465.326877308,0.01875,0.00025,0
38,-23656.807909373,0.01925,0.00025,0
39,-14533.519163705,0.01975,0.00025,0
40,-7042.0255182603,0.02025,0.00025,0
41,-1323.9402864881,0.02075,0.00025,0
42,2380.7552919701,0.02125,0.00025,0
43,3798.2951866604,0.02175,0.00025,0
44,2797.6285606055,0.02225,0.00025,0
45,-476.30228672992,0.02275,0.00025,0
46,-5497.1245141159,0.02325,0.00025,0
47,-11352.237694016,0.02375,0.00025,0
48,-16898.808263552,0.02425,0.00025,0
49,-20978.382717129,0.02475,0.00025,0
50,-22744.568701447,0.02525,0.00025,0
51,-21865.566800893,0.02575,0.00025,0
52,-18666.045069206,0.02625,0.00025,0
53,-14002.919424204,0.02675,0.00025,0
54,-9030.7540378081,0.02725,0.00025,0
55,-4798.9948957736,0.02775,0.00025,0
56,-1961.021669486,0.02825,0.00025,0
57,-504.36230128218,0.02875,0.00025,0
58,-76.92132288798,0.02925,0.00025,0
59,-15.826898693457,0.02975,0.00025,0
60,-64.0390350547,0.00025,0.00075,0
61,-787.04068178626,0.00075,0.00075,0
62,-2817.7871257015,0.00125,0.00075,0
63,-5448.0076398817,0.00175,0.00075,0
64,-8249.00479267,0.00225,0.00075,0
65,-10631.67933636,0.00275,0.00075,0
66,-12390.575422043,0.00325,0.00075,0
67,-13404.146485039,0.00375,0.00075,0
68,-13677.439492938,0.00425,0.00075,0
69,-13240.017195777,0.00475,0.00075,0
70,-12199.05171342,0.00525,0.00075,0
71,-10691.798454938,0.00575,0.00075,0
72,-8953.1323905798,0.00625,0.00075,0
73,-7258.7245733342,0.00675,0.00075,0
74,-5960.8971207344,0.00725,0.00075,0
