id,uzi,x,y,z
60,0.21519086562141,0.015,0,0
61,-0.20146246603716,0.015,0.001,0
62,-0.014454815335875,0.015,0,0.001
63,-0.71301095288338,0.015,0.001,0.001
154,-0.64498042189254,0.015,0.002,0
155,-1.0194691634848,0.015,0.002,0.001
216,-0.76898772809221,0.015,0.003,0
217,-0.79485259075493,0.015,0.003,0.001
278,-0.4594726779264,0.015,0.004,0
279,-0.10412417432684,0.015,0.004,0.001
340,0.13444629051366,0.015,0.005,0
341,0.68757408386014,0.015,0.005,0.001
402,0.72958788091961,0.015,0.006,0
403,1.136185486609,0.015,0.006,0.001
464,0.94124107764906,0.015,0.007,0
465,0.9546052623604,0.015,0.007,0.001
526,0.63964005881939,0.015,0.008,0
527,0.21666851651834,0.015,0.008,0.001
588,-0.10971929966189,0.015,0.009,0
589,-0.68385229623639,0.015,0.009,0.001
650,-0.89768447526403,0.015,0.01,0
651,-1.232116061797,0.015,0.01,0.001
712,-1.3648992459655,0.015,0.011,0
713,-1.1017866356536,0.015,0.011,0.001
774,-1.1947361990459,0.015,0.012,0
775,-0.32057432213269,0.015,0.012,0.001
836,-0.48963658234251,0.015,0.013,0
837,0.73283956072105,0.015,0.013,0.001
898,0.50720623830211,0.015,0.014,0
899,1.556240230247,0.015,0.014,0.001
960,1.3112500363543,0.015,0.015,0
961,1.7699790595073,0.015,0.015,0.001
1022,1.6559068540404,0.015,0.016,0
1023,1.3054051286154,0.015,0.016,0.001
1084,1.3894391814931,0.015,0.017,0
1085,0.39080811248897,0.015,0.017,0.001
1146,0.69865282854274,0.015,0.018,0
1147,-0.58533988434929,0.015,0.018,0.001
1208,-0.15630948498154,0.015,0.019,0
1209,-1.2802702883006,0.015,0.019,0.001
1270,-0.88355331070997,0.015,0.02,0
1271,-1.5369913051753,0.015,0.02,0.001
1332,-1.307681708878,0.015,0.021,0
1333,-1.4045361412588,0.015,0.021,0.001
1394,-1.4471724956953,0.015,0.022,0
1395,-1.0767372235239,0.015,0.022,0.001
1952,-0.51812230365954,0.015,0,0.002
1953,-1.0279273357704,0.015,0.001,0.002
1999,-0.88195447242147,0.015,0.002,0.002
2030,-0.2141632598915,0.015,0.003,0.002
2061,0.6247528178916,0.015,0.004,0.002
2092,1.1575651150353,0.015,0.005,0.002
2123,1.047228947775,0.015,0.006,0.002
2154,0.33650936055107,0.015,0.007,0.002
2185,-0.55810893399788,0.015,0.008,0.002
2216,-1.0720081540463,0.015,0.009,0.002
2247,-0.85085197342864,0.015,0.01,0.002
2278,0.028669703358081,0.015,0.011,0.002
2309,1.0858307933432,0.015,0.012,0.002
2340,1.7170866130123,0.015,0.013,0.002
2371,1.5445859053792,0.015,0.014,0.002
2402,0.61309552093398,0.015,0.015,0.002
2433,-0.64534998967445,0.015,0.016,0.002
2464,-1.6751340176043,0.015,0.017,0.002
2495,-2.0689897022648,0.015,0.018,0.002
2526,-1.7536469297859,0.015,0.019,0.002
2557,-0.95009870130335,0.015,0.02,0.002
2588,-0.032528873917935,0.015,0.021,0.002
2619,0.67990022496548,0.015,0.022,0.002
2913,-0.94275333699935,0.015,0,0.003
2914,-0.96390330017093,0.015,0.001,0.003
2960,-0.37102648883435,0.015,0.002,0.003
2991,0.52976097247894,0.015,0.003,0.003
3022,1.2177470614591,0.015,0.004,0.003
3053,1.2687549638037,0.015,0.005,0.003
3084,0.60710198294278,0.015,0.006,0.003
3115,-0.38901426150005,0.015,0.007,0.003
3146,-1.0882466770817,0.015,0.008,0.003
3177,-0.99043015279439,0.015,0.009,0.003
3208,-0.080282384740452,0.015,0.01,0.003
3239,1.1308651946499,0.015,0.011,0.003
3270,1.8711105562757,0.015,0.012,0.003
3301,1.6024252838092,0.015,0.013,0.003
3332,0.31503471400132,0.015,0.014,0.003
3363,-1.4106010698633,0.015,0.015,0.003
3394,-2.7849145888915,0.015,0.016,0.003
3425,-3.1768241656845,0.015,0.017,0.003
3456,-2.4703552132117,0.015,0.018,0.003
3487,-1.0107295286022,0.015,0.019,0.003
3518,0.58779734397307,0.015,0.02,0.003
3549,1.8052955727805,0.015,0.021,0.003
3580,2.4089284954067,0.015,0.022,0.003
3874,-1.0966763270951,0.015,0,0.004
3875,-0.58779364223355,0.015,0.001,0.004
3921,0.2726428676636,0.015,0.002,0.004
3952,1.0838507974127,0.015,0.003,0.004
3983,1.4042975758441,0.015,0.004,0.004
4014,1.0049035078377,0.015,0.005,0.004
4045,0.08632896999566,0.015,0.006,0.004
4076,-0.81336545801474,0.015,0.007,0.004
4107,-1.0998195719652,0.015,0.008,0.004
4138,-0.54137219867192,0.015,0.009,0.004
4169,0.5515705996941,0.015,0.01,0.004
4200,1.4370069882678,0.015,0.011,0.004
4231,1.4386489402582,0.015,0.012,0.004
4262,0.33205436357241,0.015,0.013,0.004
4293,-1.4037335345883,0.015,0.014,0.004
4324,-2.9405780016127,0.015,0.015,0.004
4355,-3.46949238874,0.015,0.016,0.004
4386,-2.7482489007667,0.015,0.017,0.004
4417,-1.0910463241089,0.015,0.018,0.004
4448,0.76055660659564,0.015,0.019,0.004
4479,2.136112438672,0.015,0.02,0.004
4510,2.6939440397356,0.015,0.021,0.004
4541,2.5353545372028,0.015,0.022,0.004
4835,-0.91469361451439,0.015,0,0.005
4836,-0.053565665681254,0.015,0.001,0.005
4882,0.77064233472178,0.015,0.002,0.005
4913,1.242115925329,0.015,0.003,0.005
4944,1.1350761606284,0.015,0.004,0.005
4975,0.52140503062546,0.015,0.005,0.005
5006,-0.26929786393356,0.015,0.006,0.005
5037,-0.75749909790469,0.015,0.007,0.005
5068,-0.64000802287011,0.015,0.008,0.005
5099,0.011043873109018,0.015,0.009,0.005
5130,0.69259819194412,0.015,0.01,0.005
5161,0.81653109736189,0.015,0.011,0.005
5192,0.057643175371948,0.015,0.012,0.005
5223,-1.2778880057793,0.015,0.013,0.005
5254,-2.5049419211226,0.015,0.014,0.005
5285,-2.8276573681324,0.015,0.015,0.005
5316,-2.0000226567637,0.015,0.016,0.005
5347,-0.31583850754973,0.015,0.017,0.005
5378,1.417329947681,0.015,0.018,0.005
5409,2.488478919962,0.015,0.019,0.005
5440,2.5226319177225,0.015,0.02,0.005
5471,1.7113259442223,0.015,0.021,0.005
5502,0.6031124245813,0.015,0.022,0.005
5796,-0.45996405863384,0.015,0,0.006
5797,0.44111958045494,0.015,0.001,0.006
5843,0.97176228206409,0.015,0.002,0.006
5874,0.97187393200669,0.015,0.003,0.006
5905,0.57153365251826,0.015,0.004,0.006
5936,0.030139384734161,0.015,0.005,0.006
5967,-0.32606481546535,0.015,0.006,0.006
5998,-0.31653573662479,0.015,0.007,0.006
6029,0.030858772502128,0.015,0.008,0.006
6060,0.3988054402501,0.015,0.009,0.006
6091,0.3844883158372,0.015,0.01,0.006
6122,-0.27184662785552,0.015,0.011,0.006
6153,-1.3357047119304,0.015,0.012,0.006
6184,-2.2289912789868,0.015,0.013,0.006
6215,-2.1998721356096,0.015,0.014,0.006
6246,-1.0552882609944,0.015,0.015,0.006
6277,0.8651546668561,0.015,0.016,0.006
6308,2.6063077935907,0.015,0.017,0.006
6339,3.3760246347428,0.015,0.018,0.006
6370,2.7754038882419,0.015,0.019,0.006
6401,1.1687309500044,0.015,0.02,0.006
6432,-0.71937290345697,0.015,0.021,0.006
6463,-2.1638694295069,0.015,0.022,0.006
6757,0.089395383976032,0.015,0,0.007
6758,0.77709101179832,0.015,0.001,0.007
6804,0.84022250489351,0.015,0.002,0.007
6835,0.44705325429824,0.015,0.003,0.007
6866,-0.03712107636015,0.015,0.004,0.007
6897,-0.25266668700468,0.015,0.005,0.007
6928,-0.11897896361238,0.015,0.006,0.007
6959,0.24476528187729,0.015,0.007,0.007
6990,0.53956668674744,0.015,0.008,0.007
7021,0.47742046007387,0.015,0.009,0.007
7052,-0.1143175245635,0.015,0.01,0.007
7083,-1.0633003048144,0.015,0.011,0.007
7114,-1.8939144697494,0.015,0.012,0.007
7145,-1.8870445215518,0.015,0.013,0.007
7176,-0.76313543832281,0.015,0.014,0.007
7207,1.2738123363818,0.015,0.015,0.007
7238,3.176341441539,0.015,0.016,0.007
7269,3.9775219716296,0.015,0.017,0.007
7300,3.107069493983,0.015,0.018,0.007
7331,1.0447468992923,0.015,0.019,0.007
