id,uzr,x,y,z
60,-0.16601289067135,0.015,0,0
61,-0.56941763896379,0.015,0.001,0
62,-0.46841737774894,0.015,0,0.001
63,-0.44219789292932,0.015,0.001,0.001
154,-0.43022452473014,0.015,0.002,0
155,0.051142848346129,0.015,0.002,0.001
216,0.070233471616756,0.015,0.003,0
217,0.602065299237,0.015,0.003,0.001
278,0.55791041782482,0.015,0.004,0
279,0.94385411872514,0.015,0.004,0.001
340,0.82209622239318,0.015,0.005,0
341,0.73427337672494,0.015,0.005,0.001
402,0.55108292517953,0.015,0.006,0
403,0.14168124969371,0.015,0.006,0.001
464,-0.031108945800621,0.015,0.007,0
465,-0.64333794286884,0.015,0.007,0.001
526,-0.74949264648263,0.015,0.008,0
527,-1.0354218091297,0.015,0.008,0.001
588,-1.041157097802,0.015,0.009,0
589,-0.90187876561978,0.015,0.009,0.001
650,-0.85101661884353,0.015,0.01,0
651,-0.10947484758647,0.015,0.01,0.001
712,-0.055758863322541,0.015,0.011,0
713,0.77988576328342,0.015,0.011,0.001
774,0.79178754400626,0.015,0.012,0
775,1.4608446775614,0.015,0.012,0.001
836,1.4698614298054,0.015,0.013,0
837,1.3619434849603,0.015,0.013,0.001
898,1.4612307874883,0.015,0.014,0
899,0.68317139955513,0.015,0.014,0.001
960,0.96894173037601,0.015,0.015,0
961,-0.46407921835135,0.015,0.015,0.001
1022,0.045576676887468,0.015,0.016,0
1023,-1.3856980699142,0.015,0.016,0.001
1084,-0.75498289382893,0.015,0.017,0
1085,-1.8609183146488,0.015,0.017,0.001
1146,-1.2664292517122,0.015,0.018,0
1147,-1.6117823872723,0.015,0.018,0.001
1208,-1.2857285352934,0.015,0.019,0
1209,-0.89054312290459,0.015,0.019,0.001
1270,-0.93682218732043,0.015,0.02,0
1271,0.01172619506691,0.015,0.02,0.001
1332,-0.4678598301266,0.015,0.021,0
1333,0.80947837336035,0.015,0.021,0.001
1394,0.0057931759580778,0.015,0.022,0
1395,1.2215901211325,0.015,0.022,0.001
1952,-0.54625011733881,0.015,0,0.002
1953,0.27409368090164,0.015,0.001,0.002
1999,0.88871991001199,0.015,0.002,0.002
2030,1.2187349883868,0.015,0.003,0.002
2061,0.85369521052686,0.015,0.004,0.002
2092,0.122152197043,0.015,0.005,0.002
2123,-0.79719877475879,0.015,0.006,0.002
2154,-1.1669475696425,0.015,0.007,0.002
2185,-0.97856646808331,0.015,0.008,0.002
2216,-0.052275948424532,0.015,0.009,0.002
2247,0.81761325306965,0.015,0.01,0.002
2278,1.413863464989,0.015,0.011,0.002
2309,1.0199138371529,0.015,0.012,0.002
2340,0.12163911370487,0.015,0.013,0.002
2371,-1.2305788737975,0.015,0.014,0.002
2402,-2.0303099572275,0.015,0.015,0.002
2433,-2.264827459996,0.015,0.016,0.002
2464,-1.5336238110886,0.015,0.017,0.002
2495,-0.43502303880524,0.015,0.018,0.002
2526,0.76015428783318,0.015,0.019,0.002
2557,1.5845019722923,0.015,0.02,0.002
2588,1.8330351818683,0.015,0.021,0.002
2619,1.7990747399655,0.015,0.022,0.002
2913,-0.2351465266078,0.015,0,0.003
2914,0.91986724537672,0.015,0.001,0.003
2960,1.6639887925437,0.015,0.002,0.003
2991,1.4244608477924,0.015,0.003,0.003
3022,0.58392432370147,0.015,0.004,0.003
3053,-0.70376570250595,0.015,0.005,0.003
3084,-1.4277067129626,0.015,0.006,0.003
3115,-1.48205286079,0.015,0.007,0.003
3146,-0.48251378003539,0.015,0.008,0.003
3177,0.58609079007808,0.015,0.009,0.003
3208,1.4518235291172,0.015,0.01,0.003
3239,1.0662203276181,0.015,0.011,0.003
3270,0.049571625684776,0.015,0.012,0.003
3301,-1.6200076479299,0.015,0.013,0.003
3332,-2.4944554602852,0.015,0.014,0.003
3363,-2.6633358442184,0.015,0.015,0.003
3394,-1.4559883399991,0.015,0.016,0.003
3425,0.068246044690378,0.015,0.017,0.003
3456,1.6855866660318,0.015,0.018,0.003
3487,2.4850522715955,0.015,0.019,0.003
3518,2.4306728027911,0.015,0.02,0.003
3549,1.8093800936272,0.015,0.021,0.003
3580,0.77858701450676,0.015,0.022,0.003
3874,0.089277678689399,0.015,0,0.004
3875,1.4416147045558,0.015,0.001,0.004
3921,1.8054981193094,0.015,0.002,0.004
3952,1.3870481540394,0.015,0.003,0.004
3983,0.072742132206282,0.015,0.004,0.004
4014,-1.0493782579396,0.015,0.005,0.004
4045,-1.7390108539954,0.015,0.006,0.004
4076,-1.1901842660446,0.015,0.007,0.004
4107,-0.2352253103065,0.015,0.008,0.004
4138,0.9679948812109,0.015,0.009,0.004
4169,1.0244785353626,0.015,0.01,0.004
4200,0.40750833238903,0.015,0.011,0.004
4231,-1.2293153254617,0.015,0.012,0.004
4262,-2.1668353625504,0.015,0.013,0.004
4293,-2.5416041846735,0.015,0.014,0.004
