id,strain_stress,x,y,z
0,-0.013195100005051,0.00025,0.00025,0
1,-0.01903537866745,0.00075,0.00025,0
2,-0.017216276066508,0.00125,0.00025,0
3,-0.006382050362386,0.00175,0.00025,0
4,0.0097286426415234,0.00225,0.00025,0
5,0.027741628036387,0.00275,0.00025,0
6,0.043248013380095,0.00325,0.00025,0
7,0.05251026660512,0.00375,0.00025,0
8,0.052686107812006,0.00425,0.00025,0
9,0.042558256608605,0.00475,0.00025,0
10,0.022605789306542,0.00525,0.00025,0
11,-0.0050109307029498,0.00575,0.00025,0
12,-0.036971294203706,0.00625,0.00025,0
13,-0.069260712853047,0.00675,0.00025,0
14,-0.098030410852045,0.00725,0.00025,0
15,-0.11998517795846,0.00775,0.00025,0
16,-0.13313503110257,0.00825,0.00025,0
17,-0.13666945518178,0.00875,0.00025,0
18,-0.13135384225214,0.00925,0.00025,0
19,-0.11879614710687,0.00975,0.00025,0
20,-0.10159713672711,0.01025,0.00025,0
21,-0.082217975851484,0.01075,0.00025,0
22,-0.063320529847753,0.01125,0.00025,0
23,-0.046449762904409,0.01175,0.00025,0
24,-0.033308044041536,0.01225,0.00025,0
25,-0.023921686468194,0.01275,0.00025,0
26,-0.020463608963784,0.01325,0.00025,0
27,-0.022360440359819,0.01375,0.00025,0
28,-0.044366969121745,0.01425,0.00025,0
29,-0.060717453797606,0.01475,0.00025,0
30,-0.060717453797462,0.01525,0.00025,0
31,-0.044366969121715,0.01575,0.00025,0
32,-0.022360440359635,0.01625,0.00025,0
33,-0.020463608963622,0.01675,0.00025,0
34,-0.023921686468015,0.01725,0.00025,0
35,-0.033308044041268,0.01775,0.00025,0
36,-0.04644976290419,0.01825,0.00025,0
37,-0.063320529847525,0.01875,0.00025,0
38,-0.082217975851246,0.01925,0.00025,0
39,-0.10159713672693,0.01975,0.00025,0
40,-0.11879614710676,0.02025,0.00025,0
41,-0.13135384225203,0.02075,0.00025,0
42,-0.13666945518172,0.02125,0.00025,0
43,-0.13313503110251,0.02175,0.00025,0
44,-0.11998517795841,0.02225,0.00025,0
45,-0.098030410852003,0.02275,0.00025,0
46,-0.069260712852997,0.02325,0.00025,0
47,-0.036971294203723,0.02375,0.00025,0
48,-0.0050109307029408,0.02425,0.00025,0
49,0.02260578930653,0.02475,0.00025,0
50,0.042558256608617,0.02525,0.00025,0
51,0.052686107811997,0.02575,0.00025,0
52,0.052510266605097,0.02625,0.00025,0
53,0.043248013380055,0.02675,0.00025,0
54,0.027741628036321,0.02725,0.00025,0
55,0.009728642641447,0.02775,0.00025,0
56,-0.0063820503624603,0.02825,0.00025,0
57,-0.017216276066559,0.02875,0.00025,0
58,-0.019035378667468,0.02925,0.00025,0
59,-0.013195100005025,0.02975,0.00025,0
60,-0.021383044610437,0.00025,0.00075,0
61,-0.0044462668222872,0.00075,0.00075,0
62,0.0092446361223416,0.00125,0.00075,0
63,0.023477560058336,0.00175,0.00075,0
64,0.036760248693884,0.00225,0.00075,0
65,0.045793250509235,0.00275,0.00075,0
66,0.048148965991164,0.00325,0.00075,0
67,0.042220728580903,0.00375,0.00075,0
68,0.027807774167245,0.00425,0.00075,0
69,0.0059687596786411,0.00475,0.00075,0
70,-0.021049372539019,0.00525,0.00075,0
71,-0.050285944025936,0.00575,0.00075,0
72,-0.078336322282456,0.00625,0.00075,0
73,-0.10204852091424,0.00675,0.00075,0
74,-0.1185620531118,0.00725,0.00075,0
75,-0.12607502487382,0.00775,0.00075,0
76,-0.12337269986663,0.00825,0.00075,0
77,-0.1106396761212,0.00875,0.00075,0
78,-0.088443208023044,0.00925,0.00075,0
79,-0.058696689962603,0.00975,0.00075,0
80,-0.023230229148933,0.01025,0.00075,0
