id,integral_strain_stress,x,y,z
0,7.379250725322e-09,0.001,0.001,0.001
1,-4.59607246053e-08,0.003,0.001,0.001
2,-7.482116008125e-08,0.005,0.001,0.001
3,-4.8721913002457e-08,0.007,0.001,0.001
4,-3.3010455531636e-09,0.009,0.001,0.001
5,8.7754337048287e-08,0.011,0.001,0.001
6,1.3961055667389e-07,0.013,0.001,0.001
7,1.2179337757424e-07,0.015,0.001,0.001
8,9.2099971143793e-09,0.017,0.001,0.001
9,-1.6559331237034e-07,0.019,0.001,0.001
10,-2.1763296086526e-07,0.021,0.001,0.001
11,-1.4999025882982e-07,0.023,0.001,0.001
12,-1.8690513778056e-08,0.025,0.001,0.001
13,3.0609544572739e-08,0.027,0.001,0.001
14,6.847394924638e-09,0.029,0.001,0.001
15,-2.9016594074415e-08,0.001,0.003,0.001
16,-3.8596388673693e-08,0.003,0.003,0.001
17,8.2799565817492e-08,0.005,0.003,0.001
18,2.3720873330213e-07,0.007,0.003,0.001
19,3.7952510175978e-07,0.009,0.003,0.001
20,5.3702609778673e-07,0.011,0.003,0.001
21,6.3928422779222e-07,0.013,0.003,0.001
22,7.0373173408614e-07,0.015,0.003,0.001
23,6.4033917918398e-07,0.017,0.003,0.001
24,3.8601123813563e-07,0.019,0.003,0.001
25,5.3189120734525e-08,0.021,0.003,0.001
26,-1.614365055544e-07,0.023,0.003,0.001
27,-1.2607659393498e-07,0.025,0.003,0.001
28,-1.4528989765693e-08,0.027,0.003,0.001
29,1.3462208234241e-08,0.029,0.003,0.001
30,-2.8788244666213e-08,0.001,0.005,0.001
31,9.012869654518e-08,0.003,0.005,0.001
32,1.9313985912408e-07,0.005,0.005,0.001
33,2.5419189310739e-07,0.007,0.005,0.001
34,2.7047544927875e-07,0.009,0.005,0.001
35,2.9163478356889e-07,0.011,0.005,0.001
36,3.3578833650214e-07,0.013,0.005,0.001
37,4.6091782445175e-07,0.015,0.005,0.001
38,6.6275945342296e-07,0.017,0.005,0.001
39,6.8975355450372e-07,0.019,0.005,0.001
40,3.986347487685e-07,0.021,0.005,0.001
41,-1.4608530107816e-08,0.023,0.005,0.001
42,-1.3111836864338e-07,0.025,0.005,0.001
43,-3.573726728461e-08,0.027,0.005,0.001
44,9.0771041928831e-09,0.029,0.005,0.001
45,2.2394765044258e-08,0.001,0.007,0.001
46,1.090234323747e-07,0.003,0.007,0.001
47,2.1824727961229e-08,0.005,0.007,0.001
48,-1.1164027633382e-07,0.007,0.007,0.001
49,-2.6160690072446e-07,0.009,0.007,0.001
50,-4.2744505419479e-07,0.011,0.007,0.001
51,-5.1918315284798e-07,0.013,0.007,0.001
52,-4.4046103662074e-07,0.015,0.007,0.001
53,-3.87095440011e-08,0.017,0.007,0.001
54,4.2415777817168e-07,0.019,0.007,0.001
