x,y,z,value
0.015,0,0,-3.42081410714983e-08
0.015,0.001,0,-3.48890714331872e-08
0.015,0,0.001,1.68437222612135e-09
0.015,0.001,0.001,2.40380869209582e-08
0.015,0.002,0,-4.00915367146633e-08
0.015,0.002,0.001,-1.22778297240156e-08
0.015,0.003,0,-4.37947033101295e-08
0.015,0.003,0.001,1.53763832775442e-08
0.015,0.004,0,-1.592891587343e-08
0.015,0.004,0.001,2.77687929664128e-08
0.015,0.005,0,4.18289955892364e-08
0.015,0.005,0.001,1.36224316597354e-07
0.015,0.006,0,1.51848400509133e-07
0.015,0.006,0.001,2.38715179153868e-07
0.015,0.007,0,2.81738537198207e-07
0.015,0.007,0.001,4.15484291766766e-07
0.015,0.008,0,4.38156483445876e-07
0.015,0.008,0.001,5.37743555677186e-07
0.015,0.009,0,5.55245389701008e-07
0.015,0.009,0.001,6.61500925559678e-07
0.015,0.01,0,6.45308128625372e-07
0.015,0.01,0.001,6.72101798665642e-07
0.015,0.011,0,6.39140392479528e-07
0.015,0.011,0.001,6.34566014976985e-07
0.015,0.012,0,5.78638527622304e-07
0.015,0.012,0.001,5.0100226758695e-07
0.015,0.013,0,4.38353973032843e-07
0.015,0.013,0.001,3.25487367056645e-07
0.015,0.014,0,2.84753969773496e-07
0.015,0.014,0.001,1.36344447149798e-07
0.015,0.015,0,4.90430870703622e-08
0.015,0.015,0.001,1.15963853377857e-09
0.015,0.016,0,-1.27050943453138e-07
0.015,0.016,0.001,-1.07079644722974e-07
0.015,0.017,0,-3.19024995304967e-07
0.015,0.017,0.001,-1.91644461530412e-07
0.015,0.018,0,-4.50512397972579e-07
0.015,0.018,0.001,-2.46716621811849e-07
0.015,0.019,0,-5.89669493059346e-07
0.015,0.019,0.001,-3.31491037689765e-07
0.015,0.02,0,-6.96576338430683e-07
0.015,0.02,0.001,-3.89924999773018e-07
0.015,0.021,0,-7.61934066896301e-07
0.015,0.021,0.001,-5.0647192122745e-07
0.015,0.022,0,-7.90677107604358e-07
0.015,0.022,0.001,-5.6619304286054e-07
0.015,0,0.002,8.96083729706517e-08
0.015,0.001,0.002,2.38354855727437e-08
0.015,0.002,0.002,4.5185273280391e-08
0.015,0.003,0.002,7.72203271332735e-09
0.015,0.004,0.002,9.56005802887463e-08
0.015,0.005,0.002,1.43980269807196e-07
0.015,0.006,0.002,3.12942227106755e-07
0.015,0.007,0.002,4.00075068630182e-07
0.015,0.008,0.002,5.38629924970476e-07
0.015,0.009,0.002,5.29859797673172e-07
0.015,0.01,0.002,5.11793256551424e-07
0.015,0.011,0.002,3.52413116942354e-07
0.015,0.012,0.002,1.94137918420105e-07
0.015,0.013,0.002,3.24039915605034e-08
0.015,0.014,0.002,-6.21361542542364e-08
0.015,0.015,0.002,-1.39317512232376e-07
0.015,0.016,0.002,-9.76125027052519e-08
0.015,0.017,0.002,1.21361355627117e-08
0.015,0.018,0.002,1.16148483741534e-07
0.015,0.019,0.002,2.12367579548746e-07
0.015,0.02,0.002,1.513124341923e-07
0.015,0.021,0.002,9.20519696817642e-08
0.015,0.022,0.002,-1.05389162438484e-07
0.015,0,0.003,8.99185234818687e-08
0.015,0.001,0.003,8.94951967733696e-08
0.015,0.002,0.003,-7.03471458450401e-09
0.015,0.003,0.003,4.59232886775311e-08
0.015,0.004,0.003,2.63215630786576e-08
0.015,0.005,0.003,1.7440645125464e-07
0.015,0.006,0.003,2.17495542843144e-07
