id,uzi,x,y,z
60,0.21087606715317,0.015,0,0
61,0.91279818496568,0.015,0.001,0
62,0.65006701708562,0.015,0,0.001
63,1.0894782662093,0.015,0.001,0.001
154,1.0440311893878,0.015,0.002,0
155,1.0170332419868,0.015,0.002,0.001
216,0.82725505055383,0.015,0.003,0
217,0.5620960576237,0.015,0.003,0.001
278,0.36439318639898,0.015,0.004,0
279,-0.072456850845143,0.015,0.004,0.001
340,-0.20862801241455,0.015,0.005,0
341,-0.70121660788458,0.015,0.005,0.001
402,-0.71565944935434,0.015,0.006,0
403,-1.1482867586058,0.015,0.006,0.001
464,-1.0496580347455,0.015,0.007,0
465,-1.303806225724,0.015,0.007,0.001
526,-1.1073137086537,0.015,0.008,0
527,-1.1389234598931,0.015,0.008,0.001
588,-0.9152444039833,0.015,0.009,0
589,-0.71251885465833,0.015,0.009,0.001
650,-0.50237942961087,0.015,0.01,0
651,-0.14552072411898,0.015,0.01,0.001
712,-0.014409569595207,0.015,0.011,0
713,0.412454540052,0.015,0.011,0.001
774,0.46450264904807,0.015,0.012,0
775,0.82877904819501,0.015,0.012,0.001
836,0.78838282081762,0.015,0.013,0
837,1.0167786724935,0.015,0.013,0.001
898,0.93596758573265,0.015,0.014,0
899,0.95809590737737,0.015,0.014,0.001
960,0.85604635434917,0.015,0.015,0
961,0.69293815431577,0.015,0.015,0.001
1022,0.62139956200806,0.015,0.016,0
1023,0.30627467737029,0.015,0.016,0.001
1084,0.26418600529021,0.015,0.017,0
1085,-0.11013858785412,0.015,0.017,0.001
1146,-0.12063310033574,0.015,0.018,0
1147,-0.47845024759417,0.015,0.018,0.001
1208,-0.48981205826346,0.015,0.019,0
1209,-0.76016553229491,0.015,0.019,0.001
1270,-0.80673452770462,0.015,0.02,0
1271,-0.95288113909649,0.015,0.02,0.001
1332,-1.0492979275437,0.015,0.021,0
1333,-1.0841313578974,0.015,0.021,0.001
1394,-1.2416118517766,0.015,0.022,0
1395,-1.1895253653386,0.015,0.022,0.001
1952,0.97586033653603,0.015,0,0.002
1953,0.86543009494629,0.015,0.001,0.002
1999,0.46760583498482,0.015,0.002,0.002
2030,-0.152315261206,0.015,0.003,0.002
2061,-0.78641499216965,0.015,0.004,0.002
2092,-1.2416912578001,0.015,0.005,0.002
2123,-1.3937765229325,0.015,0.006,0.002
2154,-1.2098250593537,0.015,0.007,0.002
2185,-0.75058607206713,0.015,0.008,0.002
2216,-0.15075826289647,0.015,0.009,0.002
2247,0.42867372922659,0.015,0.01,0.002
2278,0.83975478840047,0.015,0.011,0.002
2309,0.99533367350005,0.015,0.012,0.002
2340,0.8795671838443,0.015,0.013,0.002
2371,0.55454154695143,0.015,0.014,0.002
2402,0.12576176423207,0.015,0.015,0.002
2433,-0.28486732694075,0.015,0.016,0.002
2464,-0.58318187148747,0.015,0.017,0.002
2495,-0.72220609949022,0.015,0.018,0.002
2526,-0.71220317282354,0.015,0.019,0.002
2557,-0.61059007370466,0.015,0.02,0.002
2588,-0.49106197854942,0.015,0.021,0.002
2619,-0.42591479208522,0.015,0.022,0.002
2913,1.0978580313108,0.015,0,0.003
2914,0.43397664370549,0.015,0.001,0.003
2960,-0.34471198019944,0.015,0.002,0.003
2991,-1.0751483655103,0.015,0.003,0.003
3022,-1.5785339329505,0.015,0.004,0.003
3053,-1.7090007284205,0.015,0.005,0.003
3084,-1.4373089047077,0.015,0.006,0.003
3115,-0.84127141203547,0.015,0.007,0.003
3146,-0.097629222205877,0.015,0.008,0.003
3177,0.59414647505954,0.015,0.009,0.003
3208,1.0442287937049,0.015,0.01,0.003
3239,1.1545517369963,0.015,0.011,0.003
3270,0.90998128024473,0.015,0.012,0.003
3301,0.41248763682814,0.015,0.013,0.003
3332,-0.19063602057018,0.015,0.014,0.003
3363,-0.71345496096348,0.015,0.015,0.003
3394,-1.0230445860425,0.015,0.016,0.003
3425,-1.0390517231137,0.015,0.017,0.003
3456,-0.78048587778559,0.015,0.018,0.003
3487,-0.33031983442385,0.015,0.019,0.003
3518,0.18718291185118,0.015,0.02,0.003
3549,0.63777483846647,0.015,0.021,0.003
3580,0.93215656941025,0.015,0.022,0.003
3874,1.0150828651311,0.015,0,0.004
3875,-0.14398531250246,0.015,0.001,0.004
3921,-1.2244999700347,0.015,0.002,0.004
3952,-1.9969272025699,0.015,0.003,0.004
3983,-2.2747595849732,0.015,0.004,0.004
4014,-2.0059686599979,0.015,0.005,0.004
4045,-1.2677567941472,0.015,0.006,0.004
4076,-0.28311092556612,0.015,0.007,0.004
4107,0.68062015286863,0.015,0.008,0.004
4138,1.3479192519115,0.015,0.009,0.004
4169,1.560449364291,0.015,0.01,0.004
4200,1.264970526883,0.015,0.011,0.004
4231,0.58197126806346,0.015,0.012,0.004
4262,-0.29710448871286,0.015,0.013,0.004
4293,-1.0987749720384,0.015,0.014,0.004
4324,-1.6148035391229,0.015,0.015,0.004
4355,-1.6854979831793,0.015,0.016,0.004
4386,-1.3060392824428,0.015,0.017,0.004
4417,-0.55682463819083,0.015,0.018,0.004
4448,0.38372566594985,0.015,0.019,0.004
4479,1.3158048280271,0.015,0.02,0.004
4510,2.0814024106915,0.015,0.021,0.004
4541,2.5611293749991,0.015,0.022,0.004
4835,0.76157088596467,0.015,0,0.005
4836,-0.77397174370943,0.015,0.001,0.005
4882,-2.0428445836834,0.015,0.002,0.005
4913,-2.7498742650247,0.015,0.003,0.005
4944,-2.7490370514798,0.015,0.004,0.005
4975,-2.0594845548192,0.015,0.005,0.005
5006,-0.9065287632828,0.015,0.006,0.005
5037,0.38617682754069,0.015,0.007,0.005
5068,1.4368890174071,0.015,0.008,0.005
5099,1.9764636397085,0.015,0.009,0.005
5130,1.8523567354111,0.015,0.01,0.005
5161,1.1445680324615,0.015,0.011,0.005
5192,0.049554823062476,0.015,0.012,0.005
5223,-1.0867294546692,0.015,0.013,0.005
5254,-1.9659876243136,0.015,0.014,0.005
5285,-2.3119798911963,0.015,0.015,0.005
5316,-2.0488115128238,0.015,0.016,0.005
5347,-1.2021317009349,0.015,0.017,0.005
5378,0.015893803469556,0.015,0.018,0.005
5409,1.355129469308,0.015,0.019,0.005
5440,2.5690924953025,0.015,0.02,0.005
5471,3.4681210218388,0.015,0.021,0.005
5502,4.0060647684828,0.015,0.022,0.005
5796,0.38811200437608,0.015,0,0.006
5797,-1.3747155433322,0.015,0.001,0.006
5843,-2.6811185189002,0.015,0.002,0.006
5874,-3.234030077173,0.015,0.003,0.006
5905,-2.9121528207205,0.015,0.004,0.006
5936,-1.8554225472326,0.015,0.005,0.006
5967,-0.37979300699785,0.015,0.006,0.006
5998,1.0587044940333,0.015,0.007,0.006
6029,2.0663266708681,0.015,0.008,0.006
6060,2.3452321024919,0.015,0.009,0.006
6091,1.8684111543883,0.015,0.01,0.006
6122,0.77245083632682,0.015,0.011,0.006
6153,-0.57603952588616,0.015,0.012,0.006
6184,-1.8142237422877,0.015,0.013,0.006
6215,-2.5511348916434,0.015,0.014,0.006
6246,-2.607051703295,0.015,0.015,0.006
6277,-1.9026334792533,0.015,0.016,0.006
6308,-0.63977043483394,0.015,0.017,0.006
6339,0.92758556294521,0.015,0.018,0.006
6370,2.447143064545,0.015,0.019,0.006
6401,3.6372957788046,0.015,0.02,0.006
6432,4.3879426640703,0.015,0.021,0.006
6463,4.6877071737461,0.015,0.022,0.006
6757,-0.058306184310111,0.015,0,0.007
6758,-1.8656854276081,0.015,0.001,0.007
6804,-3.0754611952354,0.015,0.002,0.007
6835,-3.3816630310927,0.015,0.003,0.007
6866,-2.7518306720696,0.015,0.004,0.007
6897,-1.3976095187787,0.015,0.005,0.007
6928,0.23418990409473,0.015,0.006,0.007
6959,1.6641121531575,0.015,0.007,0.007
