id,strain_stress,x,y,z
0,0.0096519813072481,0.00025,0.00025,0
1,0.01085824467902,0.00075,0.00025,0
2,0.0062723082795393,0.00125,0.00025,0
3,-0.0039294051184639,0.00175,0.00025,0
4,-0.015442659691928,0.00225,0.00025,0
5,-0.024704207222787,0.00275,0.00025,0
6,-0.028372700026089,0.00325,0.00025,0
7,-0.024819782457533,0.00375,0.00025,0
8,-0.014184643269221,0.00425,0.00025,0
9,0.001580998592349,0.00475,0.00025,0
10,0.019444560591295,0.00525,0.00025,0
11,0.036025181567967,0.00575,0.00025,0
12,0.048529009562785,0.00625,0.00025,0
13,0.055218559471383,0.00675,0.00025,0
14,0.055717083910624,0.00725,0.00025,0
15,0.050747320117153,0.00775,0.00025,0
16,0.041773449928199,0.00825,0.00025,0
17,0.030425221322315,0.00875,0.00025,0
18,0.018045972893698,0.00925,0.00025,0
19,0.0054380003969466,0.00975,0.00025,0
20,-0.0072964726882243,0.01025,0.00025,0
21,-0.020447958642754,0.01075,0.00025,0
22,-0.034745921103741,0.01125,0.00025,0
23,-0.05056741309005,0.01175,0.00025,0
24,-0.068549033837278,0.01225,0.00025,0
25,-0.088156020539963,0.01275,0.00025,0
26,-0.11030313457951,0.01325,0.00025,0
27,-0.13373515793619,0.01375,0.00025,0
28,-0.16781234233266,0.01425,0.00025,0
29,-0.19669947512915,0.01475,0.00025,0
30,-0.19669947512912,0.01525,0.00025,0
31,-0.16781234233264,0.01575,0.00025,0
32,-0.13373515793617,0.01625,0.00025,0
33,-0.11030313457951,0.01675,0.00025,0
34,-0.088156020539934,0.01725,0.00025,0
35,-0.068549033837309,0.01775,0.00025,0
36,-0.050567413090099,0.01825,0.00025,0
37,-0.034745921103769,0.01875,0.00025,0
38,-0.02044795864281,0.01925,0.00025,0
39,-0.00729647268825,0.01975,0.00025,0
40,0.0054380003969159,0.02025,0.00025,0
41,0.018045972893663,0.02075,0.00025,0
42,0.030425221322283,0.02125,0.00025,0
43,0.041773449928183,0.02175,0.00025,0
44,0.05074732011713,0.02225,0.00025,0
45,0.055717083910581,0.02275,0.00025,0
46,0.055218559471333,0.02325,0.00025,0
47,0.048529009562745,0.02375,0.00025,0
48,0.036025181567927,0.02425,0.00025,0
49,0.01944456059126,0.02475,0.00025,0
50,0.0015809985923369,0.02525,0.00025,0
51,-0.014184643269227,0.02575,0.00025,0
52,-0.02481978245752,0.02625,0.00025,0
53,-0.028372700026058,0.02675,0.00025,0
54,-0.024704207222752,0.02725,0.00025,0
55,-0.01544265969188,0.02775,0.00025,0
56,-0.0039294051184151,0.02825,0.00025,0
57,0.0062723082795789,0.02875,0.00025,0
58,0.010858244679037,0.02925,0.00025,0
59,0.0096519813072379,0.02975,0.00025,0
60,0.011610949228354,0.00025,0.00075,0
61,-0.0030334273462004,0.00075,0.00075,0
62,-0.013471011076448,0.00125,0.00075,0
63,-0.021614547341561,0.00175,0.00075,0
64,-0.025846885700391,0.00225,0.00075,0
65,-0.024347039431397,0.00275,0.00075,0
66,-0.016831207889935,0.00325,0.00075,0
67,-0.004322363304058,0.00375,0.00075,0
68,0.010931834203234,0.00425,0.00075,0
69,0.026147371325769,0.00475,0.00075,0
70,0.038466199947848,0.00525,0.00075,0
71,0.045638429200729,0.00575,0.00075,0
72,0.04620964518306,0.00625,0.00075,0
73,0.039822491353425,0.00675,0.00075,0
74,0.027031836924372,0.00725,0.00075,0
75,0.0092324762786311,0.00775,0.00075,0
76,-0.011626607279168,0.00825,0.00075,0
77,-0.033360362621244,0.00875,0.00075,0
78,-0.053695074506259,0.00925,0.00075,0
79,-0.070801909564254,0.00975,0.00075,0
80,-0.083198991005423,0.01025,0.00075,0
81,-0.090549667029094,0.01075,0.00075,0
82,-0.093137601107743,0.01125,0.00075,0
83,-0.093110749031151,0.01175,0.00075,0
84,-0.092964667155429,0.01225,0.00075,0
85,-0.097908626455666,0.01275,0.00075,0
86,-0.1115295112981,0.01325,0.00075,0
87,-0.14152098537898,0.01375,0.00075,0
88,-0.17525017462986,0.01425,0.00075,0
89,-0.17837474302109,0.01475,0.00075,0
90,-0.17837474302108,0.01525,0.00075,0
91,-0.17525017462986,0.01575,0.00075,0
92,-0.14152098537896,0.01625,0.00075,0
93,-0.11152951129813,0.01675,0.00075,0
94,-0.097908626455678,0.01725,0.00075,0
95,-0.092964667155429,0.01775,0.00075,0
96,-0.093110749031132,0.01825,0.00075,0
97,-0.093137601107714,0.01875,0.00075,0
98,-0.090549667029057,0.01925,0.00075,0
99,-0.083198991005369,0.01975,0.00075,0
100,-0.070801909564204,0.02025,0.00075,0
101,-0.053695074506227,0.02075,0.00075,0
102,-0.033360362621213,0.02125,0.00075,0
103,-0.011626607279145,0.02175,0.00075,0
104,0.0092324762786352,0.02225,0.00075,0
