id,integral_strain_stress,x,y,z
0,6.0148708864707e-08,0.001,0.001,0.001
1,1.828480335048e-07,0.003,0.001,0.001
2,1.1620840429739e-08,0.005,0.001,0.001
3,-3.0267382086491e-07,0.007,0.001,0.001
4,-4.7822341095002e-07,0.009,0.001,0.001
5,-5.6877841044263e-07,0.011,0.001,0.001
6,-4.2475268802052e-07,0.013,0.001,0.001
7,-3.7510530312048e-07,0.015,0.001,0.001
8,-2.7233704088941e-07,0.017,0.001,0.001
9,-2.6077817788872e-07,0.019,0.001,0.001
10,-2.5629709561706e-07,0.021,0.001,0.001
11,-1.9043952938495e-07,0.023,0.001,0.001
12,-9.7639878493807e-08,0.025,0.001,0.001
13,2.3122208881037e-08,0.027,0.001,0.001
14,6.5477489542303e-08,0.029,0.001,0.001
15,1.681497347119e-07,0.001,0.003,0.001
16,2.9802120976213e-08,0.003,0.003,0.001
17,-3.5605489714564e-07,0.005,0.003,0.001
18,-5.7395164797543e-07,0.007,0.003,0.001
19,-5.5056123602416e-07,0.009,0.003,0.001
20,-3.6909053311676e-07,0.011,0.003,0.001
21,-8.8477588599601e-08,0.013,0.003,0.001
22,4.408169628942e-08,0.015,0.003,0.001
23,1.299980211033e-07,0.017,0.003,0.001
24,4.7886297961985e-08,0.019,0.003,0.001
25,-6.8953646952302e-08,0.021,0.003,0.001
26,-1.9084846047497e-07,0.023,0.003,0.001
27,-1.9283871163962e-07,0.025,0.003,0.001
28,-1.3470781669741e-07,0.027,0.003,0.001
29,5.8709634565792e-08,0.029,0.003,0.001
30,2.0406627150806e-07,0.001,0.005,0.001
31,-3.270355496844e-07,0.003,0.005,0.001
32,-7.2034996985671e-07,0.005,0.005,0.001
33,-6.5277257368169e-07,0.007,0.005,0.001
34,-2.6713359914627e-07,0.009,0.005,0.001
35,2.3715142472488e-07,0.011,0.005,0.001
36,5.9338529843679e-07,0.013,0.005,0.001
37,7.2108851901956e-07,0.015,0.005,0.001
38,7.3016732158201e-07,0.017,0.005,0.001
39,5.1298981920097e-07,0.019,0.005,0.001
40,2.7064911084005e-07,0.021,0.005,0.001
41,-5.0356325534129e-08,0.023,0.005,0.001
42,-2.4324876186071e-07,0.025,0.005,0.001
43,-2.8727420723728e-07,0.027,0.005,0.001
44,-3.4577140281971e-08,0.029,0.005,0.001
45,9.106615604001e-08,0.001,0.007,0.001
46,-6.2257536562988e-07,0.003,0.007,0.001
47,-8.2120347641235e-07,0.005,0.007,0.001
48,-3.6483587116515e-07,0.007,0.007,0.001
49,3.5635680848834e-07,0.009,0.007,0.001
50,9.9576754726227e-07,0.011,0.007,0.001
51,1.3515263235446e-06,0.013,0.007,0.001
52,1.4029070682604e-06,0.015,0.007,0.001
53,1.2752042231082e-06,0.017,0.007,0.001
54,1.030796633837e-06,0.019,0.007,0.001
55,6.541339071436e-07,0.021,0.007,0.001
56,2.6765916775094e-07,0.023,0.007,0.001
57,-1.7457874688919e-07,0.025,0.007,0.001
58,-3.292866956257e-07,0.027,0.007,0.001
59,-1.6104918683948e-07,0.029,0.007,0.001
60,-1.0277530265531e-07,0.001,0.009,0.001
61,-7.4693544758904e-07,0.003,0.009,0.001
62,-5.5971768883392e-07,0.005,0.009,0.001
63,1.6089441370429e-07,0.007,0.009,0.001
64,1.0265628774007e-06,0.009,0.009,0.001
65,1.5618579587538e-06,0.011,0.009,0.001
66,1.754728678645e-06,0.013,0.009,0.001
67,1.6690026527429e-06,0.015,0.009,0.001
68,1.4938427919563e-06,0.017,0.009,0.001
69,1.2996165316778e-06,0.019,0.009,0.001
70,9.6093417488149e-07,0.021,0.009,0.001
71,6.0558900807214e-07,0.023,0.009,0.001
72,6.2398773635182e-08,0.025,0.009,0.001
73,-2.6481184986159e-07,0.027,0.009,0.001
74,-2.8170627554377e-07,0.029,0.009,0.001
75,-2.7723936305897e-07,0.001,0.011,0.001
76,-6.4435350013416e-07,0.003,0.011,0.001
77,-1.5619136137102e-07,0.005,0.011,0.001
78,7.1818651303578e-07,0.007,0.011,0.001
79,1.4343952067445e-06,0.009,0.011,0.001
80,1.6585827575857e-06,0.011,0.011,0.001
81,1.6166641473917e-06,0.013,0.011,0.001
82,1.2824235446034e-06,0.015,0.011,0.001
83,1.2128801490227e-06,0.017,0.011,0.001
84,1.1397230047871e-06,0.019,0.011,0.001
85,1.050024469092e-06,0.021,0.011,0.001
86,8.2563235196954e-07,0.023,0.011,0.001
87,3.5502512245809e-07,0.025,0.011,0.001
88,-1.0598567132168e-07,0.027,0.011,0.001
89,-3.3491725192855e-07,0.029,0.011,0.001
90,-3.7671409808322e-07,0.001,0.013,0.001
91,-4.5384866649982e-07,0.003,0.013,0.001
92,2.2740568476729e-07,0.005,0.013,0.001
93,1.0761427093174e-06,0.007,0.013,0.001
94,1.5232735222919e-06,0.009,0.013,0.001
