id,integral_strain_stress_param2,x,y,z
0,-8.613724329399e-06,0.0005,0.0005,0
1,-2.8649269317169e-05,0.0015,0.0005,0
2,-5.8474423940995e-05,0.0025,0.0005,0
3,-8.4963497859884e-05,0.0035,0.0005,0
4,-9.6051126278435e-05,0.0045,0.0005,0
5,-8.5828330705905e-05,0.0055,0.0005,0
6,-5.7020445488596e-05,0.0065,0.0005,0
7,-1.9875539048882e-05,0.0075,0.0005,0
8,1.1947907333813e-05,0.0085,0.0005,0
9,2.6672749613701e-05,0.0095,0.0005,0
10,1.8682529521864e-05,0.0105,0.0005,0
11,-9.797880185264e-06,0.0115,0.0005,0
12,-4.9968345153737e-05,0.0125,0.0005,0
13,-8.9724493282515e-05,0.0135,0.0005,0
14,-0.00011750800046716,0.0145,0.0005,0
15,-0.00011750800046715,0.0155,0.0005,0
16,-8.9724493282501e-05,0.0165,0.0005,0
17,-4.996834515372e-05,0.0175,0.0005,0
18,-9.7978801852524e-06,0.0185,0.0005,0
19,1.8682529521859e-05,0.0195,0.0005,0
20,2.667274961367e-05,0.0205,0.0005,0
21,1.1947907333748e-05,0.0215,0.0005,0
22,-1.9875539048979e-05,0.0225,0.0005,0
23,-5.7020445488716e-05,0.0235,0.0005,0
24,-8.582833070603e-05,0.0245,0.0005,0
25,-9.6051126278547e-05,0.0255,0.0005,0
26,-8.4963497859968e-05,0.0265,0.0005,0
27,-5.8474423941044e-05,0.0275,0.0005,0
28,-2.8649269317189e-05,0.0285,0.0005,0
29,-8.6137243294025e-06,0.0295,0.0005,0
30,-2.9609857032358e-05,0.0005,0.0015,0
31,-4.1802887344313e-05,0.0015,0.0015,0
32,-5.9472802657473e-05,0.0025,0.0015,0
33,-7.4484926376625e-05,0.0035,0.0015,0
34,-7.9550572962754e-05,0.0045,0.0015,0
35,-7.1410484520085e-05,0.0055,0.0015,0
36,-5.2296464429504e-05,0.0065,0.0015,0
37,-2.9076974490644e-05,0.0075,0.0015,0
38,-1.0505954172568e-05,0.0085,0.0015,0
39,-3.7858948039611e-06,0.0095,0.0015,0
40,-1.1878216310738e-05,0.0105,0.0015,0
41,-3.2572307700116e-05,0.0115,0.0015,0
42,-5.9500128507559e-05,0.0125,0.0015,0
43,-8.4509710329128e-05,0.0135,0.0015,0
44,-0.00010054186614233,0.0145,0.0015,0
45,-0.00010054186614232,0.0155,0.0015,0
46,-8.4509710329122e-05,0.0165,0.0015,0
47,-5.9500128507552e-05,0.0175,0.0015,0
48,-3.2572307700112e-05,0.0185,0.0015,0
49,-1.1878216310745e-05,0.0195,0.0015,0
50,-3.7858948039889e-06,0.0205,0.0015,0
51,-1.0505954172623e-05,0.0215,0.0015,0
52,-2.9076974490726e-05,0.0225,0.0015,0
53,-5.2296464429607e-05,0.0235,0.0015,0
54,-7.1410484520196e-05,0.0245,0.0015,0
55,-7.9550572962857e-05,0.0255,0.0015,0
56,-7.4484926376708e-05,0.0265,0.0015,0
57,-5.947280265753e-05,0.0275,0.0015,0
58,-4.1802887344346e-05,0.0285,0.0015,0
59,-2.9609857032378e-05,0.0295,0.0015,0
60,-6.3945226152974e-05,0.0005,0.0025,0
61,-6.2971066276087e-05,0.0015,0.0025,0
62,-6.0524383457977e-05,0.0025,0.0025,0
63,-5.6978053642439e-05,0.0035,0.0025,0
64,-5.2999935455414e-05,0.0045,0.0025,0
65,-4.9449347262074e-05,0.0055,0.0025,0
66,-4.7205859437715e-05,0.0065,0.0025,0
67,-4.6959900242739e-05,0.0075,0.0025,0
68,-4.9011085788668e-05,0.0085,0.0025,0
69,-5.3129880602915e-05,0.0095,0.0025,0
70,-5.8527131442886e-05,0.0105,0.0025,0
71,-6.3940800741355e-05,0.0115,0.0025,0
72,-6.7826374351531e-05,0.0125,0.0025,0
73,-6.864587698304e-05,0.0135,0.0025,0
74,-6.5107467832832e-05,0.0145,0.0025,0
75,-6.5107467832836e-05,0.0155,0.0025,0
76,-6.8645876983046e-05,0.0165,0.0025,0
77,-6.782637435154e-05,0.0175,0.0025,0
78,-6.3940800741368e-05,0.0185,0.0025,0
79,-5.8527131442905e-05,0.0195,0.0025,0
80,-5.3129880602944e-05,0.0205,0.0025,0
81,-4.9011085788711e-05,0.0215,0.0025,0
82,-4.6959900242797e-05,0.0225,0.0025,0
83,-4.7205859437788e-05,0.0235,0.0025,0
84,-4.9449347262157e-05,0.0245,0.0025,0
85,-5.29999354555e-05,0.0255,0.0025,0
