id,uzi,x,y,z
60,-0.12036782721924,0.015,0,0
61,-0.71578235477813,0.015,0.001,0
62,-0.50739129548739,0.015,0,0.001
63,-0.74322317374437,0.015,0.001,0.001
154,-0.66495840824317,0.015,0.002,0
155,-0.49452415167027,0.015,0.002,0.001
216,-0.31508585171853,0.015,0.003,0
217,0.019667209118764,0.015,0.003,0.001
278,0.18664141768562,0.015,0.004,0
279,0.51311940460827,0.015,0.004,0.001
340,0.58886484239083,0.015,0.005,0
341,0.77515461767321,0.015,0.005,0.001
402,0.75714764207817,0.015,0.006,0
403,0.69477008293179,0.015,0.006,0.001
464,0.59148541560048,0.015,0.007,0
465,0.3027187770398,0.015,0.007,0.001
526,0.17718821377952,0.015,0.008,0
527,-0.25012008725077,0.015,0.008,0.001
588,-0.37687304672545,0.015,0.009,0
589,-0.75044176970059,0.015,0.009,0.001
650,-0.84093816569595,0.015,0.01,0
651,-1.0042380519539,0.015,0.01,0.001
712,-1.0969392682936,0.015,0.011,0
713,-0.9040560166995,0.015,0.011,0.001
774,-1.0140709863435,0.015,0.012,0
775,-0.46705329275685,0.015,0.012,0.001
836,-0.66332246235944,0.015,0.013,0
837,0.17898505318862,0.015,0.013,0.001
898,-0.10380399043917,0.015,0.014,0
899,0.84194690887708,0.015,0.014,0.001
960,0.45820672523613,0.015,0.015,0
961,1.3355636472117,0.015,0.015,0.001
1022,0.92090665263836,0.015,0.016,0
1023,1.5372963508339,0.015,0.016,0.001
1084,1.1506880346125,0.015,0.017,0
1085,1.4189006191355,0.015,0.017,0.001
1146,1.1593489164956,0.015,0.018,0
1147,1.0429727129787,0.015,0.018,0.001
1208,0.97951887516554,0.015,0.019,0
1209,0.52719058330369,0.015,0.019,0.001
1270,0.70667855411185,0.015,0.02,0
1271,0.0036073789342206,0.015,0.02,0.001
1332,0.45166927493647,0.015,0.021,0
1333,-0.4236305015808,0.015,0.021,0.001
1394,0.26374909521323,0.015,0.022,0
1395,-0.69461118570282,0.015,0.022,0.001
1952,-0.72811929641706,0.015,0,0.002
1953,-0.36480195902125,0.015,0.001,0.002
1999,0.12557075350131,0.015,0.002,0.002
2030,0.60099902813693,0.015,0.003,0.002
2061,0.83258379616012,0.015,0.004,0.002
2092,0.70373626484355,0.015,0.005,0.002
2123,0.25961283487922,0.015,0.006,0.002
2154,-0.32628588620557,0.015,0.007,0.002
2185,-0.81195566673503,0.015,0.008,0.002
2216,-0.99387174044442,0.015,0.009,0.002
2247,-0.76785024511852,0.015,0.01,0.002
2278,-0.18703036233697,0.015,0.011,0.002
2309,0.58284754916639,0.015,0.012,0.002
2340,1.2988148138084,0.015,0.013,0.002
2371,1.75534691743,0.015,0.014,0.002
2402,1.8215678972051,0.015,0.015,0.002
2433,1.5035481547886,0.015,0.016,0.002
2464,0.90119943186374,0.015,0.017,0.002
2495,0.1812235600387,0.015,0.018,0.002
2526,-0.49964534570342,0.015,0.019,0.002
2557,-1.0361159710922,0.015,0.02,0.002
2588,-1.3872427031673,0.015,0.021,0.002
2619,-1.5767762610734,0.015,0.022,0.002
2913,-0.72364535322098,0.015,0,0.003
2914,0.1533618715861,0.015,0.001,0.003
2960,0.8617665233428,0.015,0.002,0.003
2991,1.1890146838941,0.015,0.003,0.003
3022,1.0249664590276,0.015,0.004,0.003
3053,0.42712754319966,0.015,0.005,0.003
3084,-0.37627302340937,0.015,0.006,0.003
3115,-1.0542908434189,0.015,0.007,0.003
3146,-1.3262257348891,0.015,0.008,0.003
3177,-1.0371936157476,0.015,0.009,0.003
3208,-0.26097723089149,0.015,0.01,0.003
3239,0.77698235685374,0.015,0.011,0.003
3270,1.7233597952437,0.015,0.012,0.003
3301,2.2900298205239,0.015,0.013,0.003
3332,2.2821548000901,0.015,0.014,0.003
3363,1.7319691244625,0.015,0.015,0.003
3394,0.79913296293496,0.015,0.016,0.003
3425,-0.23229355204408,0.015,0.017,0.003
3456,-1.1206633335039,0.015,0.018,0.003
3487,-1.7042438541414,0.015,0.019,0.003
3518,-1.958512344593,0.015,0.02,0.003
3549,-1.9791883000777,0.015,0.021,0.003
3580,-1.8945412726971,0.015,0.022,0.003
3874,-0.52891965890559,0.015,0,0.004
3875,0.69692322745835,0.015,0.001,0.004
3921,1.4858355053678,0.015,0.002,0.004
