id,uzr,x,y,z
60,-0.352762406155,0.015,0,0
61,0.12131817314933,0.015,0.001,0
62,-0.15077585575678,0.015,0,0.001
63,0.56712979872917,0.015,0.001,0.001
154,0.53839786161558,0.015,0.002,0
155,1.0134414245211,0.015,0.002,0.001
216,0.75944572863138,0.015,0.003,0
217,1.0036937951891,0.015,0.003,0.001
278,0.62167395863624,0.015,0.004,0
279,0.64805685057557,0.015,0.004,0.001
340,0.27788352448435,0.015,0.005,0
341,-0.013291072108439,0.015,0.005,0.001
402,-0.26135147521969,0.015,0.006,0
403,-0.61755779823894,0.015,0.006,0.001
464,-0.66229602961729,0.015,0.007,0
465,-1.0506020555618,0.015,0.007,0.001
526,-0.90840766810397,0.015,0.008,0
527,-1.0029167479155,0.015,0.008,0.001
588,-0.73601847230012,0.015,0.009,0
589,-0.61698296002196,0.015,0.009,0.001
650,-0.35468682426229,0.015,0.01,0
651,0.15236426392387,0.015,0.01,0.001
712,0.31243636882417,0.015,0.011,0
713,0.88061613168824,0.015,0.011,0.001
774,0.86355113779098,0.015,0.012,0
775,1.5242174099574,0.015,0.012,0.001
836,1.3476790421965,0.015,0.013,0
837,1.6840082577019,0.015,0.013,0.001
898,1.4159342738258,0.015,0.014,0
899,1.5263114565677,0.015,0.014,0.001
960,1.2744341417382,0.015,0.015,0
961,0.9039579712908,0.015,0.015,0.001
1022,0.77448828723587,0.015,0.016,0
1023,0.192553252194,0.015,0.016,0.001
1084,0.22382888534655,0.015,0.017,0
1085,-0.59923685687296,0.015,0.017,0.001
1146,-0.39440834717373,0.015,0.018,0
1147,-1.174233600034,0.015,0.018,0.001
1208,-0.889900374854,0.015,0.019,0
1209,-1.5559626625989,0.015,0.019,0.001
1270,-1.2465144907179,0.015,0.02,0
1271,-1.7284363319019,0.015,0.02,0.001
1332,-1.5073898600202,0.015,0.021,0
1333,-1.7299791964728,0.015,0.021,0.001
1394,-1.5957451143144,0.015,0.022,0
1395,-1.7551337308494,0.015,0.022,0.001
1952,0.27998324625427,0.015,0,0.002
1953,1.0621780835014,0.015,0.001,0.002
1999,1.2191669636479,0.015,0.002,0.002
2030,0.97478073636787,0.015,0.003,0.002
2061,0.27914763876877,0.015,0.004,0.002
2092,-0.40215337483609,0.015,0.005,0.002
2123,-1.0040812634633,0.015,0.006,0.002
2154,-1.0710289058936,0.015,0.007,0.002
2185,-0.81041751116514,0.015,0.008,0.002
2216,-0.0408398115824,0.015,0.009,0.002
2247,0.66914248641002,0.015,0.01,0.002
2278,1.3913275404853,0.015,0.011,0.002
2309,1.5201772431697,0.015,0.012,0.002
2340,1.3821769745367,0.015,0.013,0.002
2371,0.62890446123669,0.015,0.014,0.002
2402,-0.11644183854982,0.015,0.015,0.002
2433,-1.0182245014467,0.015,0.016,0.002
2464,-1.5156030864373,0.015,0.017,0.002
2495,-1.8030158347394,0.015,0.018,0.002
2526,-1.7099106789283,0.015,0.019,0.002
2557,-1.4226150819094,0.015,0.02,0.002
2588,-1.1543913943235,0.015,0.021,0.002
2619,-0.83496752844347,0.015,0.022,0.002
2913,0.86167008222601,0.015,0,0.003
2914,1.304071381031,0.015,0.001,0.003
2960,1.2601877286188,0.015,0.002,0.003
2991,0.58347427147373,0.015,0.003,0.003
3022,-0.15180734141045,0.015,0.004,0.003
3053,-0.91679661004242,0.015,0.005,0.003
3084,-1.1062301534853,0.015,0.006,0.003
3115,-0.96969492495582,0.015,0.007,0.003
3146,-0.20009122435396,0.015,0.008,0.003
3177,0.50297327689734,0.015,0.009,0.003
3208,1.3007272009109,0.015,0.01,0.003
3239,1.3824367901435,0.015,0.011,0.003
3270,1.2179355400919,0.015,0.012,0.003
3301,0.25436738691922,0.015,0.013,0.003
3332,-0.60504131617349,0.015,0.014,0.003
3363,-1.7193831769256,0.015,0.015,0.003
3394,-2.167435455186,0.015,0.016,0.003
3425,-2.3949636348027,0.015,0.017,0.003
3456,-1.9396872490473,0.015,0.018,0.003
3487,-1.2898214663333,0.015,0.019,0.003
3518,-0.52473835534572,0.015,0.02,0.003
3549,0.2312101392782,0.015,0.021,0.003
3580,0.53867605921433,0.015,0.022,0.003
3874,1.2383055299971,0.015,0,0.004
3875,1.4781381800731,0.015,0.001,0.004
3921,0.92875999678467,0.015,0.002,0.004
3952,0.18720895765765,0.015,0.003,0.004
3983,-0.75349264206133,0.015,0.004,0.004
4014,-1.1297005470668,0.015,0.005,0.004
4045,-1.1739753945929,0.015,0.006,0.004
4076,-0.43754477629611,0.015,0.007,0.004
4107,0.30086779396372,0.015,0.008,0.004
4138,1.2550767399118,0.015,0.009,0.004
4169,1.4154317870232,0.015,0.01,0.004
4200,1.3138134434826,0.015,0.011,0.004
4231,0.18355914308045,0.015,0.012,0.004
4262,-0.84055984263207,0.015,0.013,0.004
4293,-2.3009878917833,0.015,0.014,0.004
4324,-2.8603588325096,0.015,0.015,0.004
4355,-3.2276913510335,0.015,0.016,0.004
4386,-2.5065291123291,0.015,0.017,0.004
4417,-1.6114962667777,0.015,0.018,0.004
4448,-0.30858913338744,0.015,0.019,0.004
4479,0.85096896804057,0.015,0.02,0.004
4510,1.5862014616027,0.015,0.021,0.004
4541,2.2455257190986,0.015,0.022,0.004
4835,1.6165393910977,0.015,0,0.005
4836,1.2738280815992,0.015,0.001,0.005
4882,0.63564809278571,0.015,0.002,0.005
4913,-0.42157717724169,0.015,0.003,0.005
4944,-1.0191245340476,0.015,0.004,0.005
4975,-1.3364465267246,0.015,0.005,0.005
5006,-0.75001383360076,0.015,0.006,0.005
5037,-0.03176293884064,0.015,0.007,0.005
5068,1.0933850894718,0.015,0.008,0.005
5099,1.4636058468732,0.015,0.009,0.005
5130,1.5954059682095,0.015,0.01,0.005
5161,0.49899008974306,0.015,0.011,0.005
5192,-0.57828186015857,0.015,0.012,0.005
5223,-2.3626355249422,0.015,0.013,0.005
5254,-3.1397959793631,0.015,0.014,0.005
5285,-3.8526386886049,0.015,0.015,0.005
5316,-3.0648596877183,0.015,0.016,0.005
5347,-2.170820396642,0.015,0.017,0.005
5378,-0.43529980817095,0.015,0.018,0.005
5409,0.91839660056665,0.015,0.019,0.005
5440,2.0210342851074,0.015,0.02,0.005
5471,2.7784339026228,0.015,0.021,0.005
5502,2.714237699159,0.015,0.022,0.005
5796,1.5596216349534,0.015,0,0.006
5797,1.1235028054884,0.015,0.001,0.006
5843,0.071295803970662,0.015,0.002,0.006
5874,-0.68763863152173,0.015,0.003,0.006
5905,-1.3070362563407,0.015,0.004,0.006
5936,-0.9868786731287,0.015,0.005,0.006
5967,-0.41945210789502,0.015,0.006,0.006
5998,0.77018125395618,0.015,0.007,0.006
6029,1.3560035692569,0.015,0.008,0.006
6060,1.8112889073532,0.015,0.009,0.006
6091,0.95811795559701,0.015,0.01,0.006
6122,0.031181417615842,0.015,0.011,0.006
6153,-1.8769060536345,0.015,0.012,0.006
6184,-2.8179501087796,0.015,0.013,0.006
6215,-3.923555658148,0.015,0.014,0.006
6246,-3.219637774393,0.015,0.015,0.006
6277,-2.5444689078695,0.015,0.016,0.006
6308,-0.50642463065764,0.015,0.017,0.006
6339,0.81934952549073,0.015,0.018,0.006
6370,2.2300977968144,0.015,0.019,0.006
6401,2.7358305539444,0.015,0.02,0.006
6432,2.4846331166202,0.015,0.021,0.006
6463,2.4139493222622,0.015,0.022,0.006
6757,1.5294312679423,0.015,0,0.007
6758,0.60768229737499,0.015,0.001,0.007
6804,-0.18831018548684,0.015,0.002,0.007
6835,-1.0443970344814,0.015,0.003,0.007
6866,-1.0190889805303,0.015,0.004,0.007
6897,-0.70106785628407,0.015,0.005,0.007
6928,0.41137918914542,0.015,0.006,0.007
6959,1.1096396615962,0.015,0.007,0.007
6990,1.8327916655439,0.015,0.008,0.007
7021,1.2932215883526,0.015,0.009,0.007
7052,0.63861886556857,0.015,0.01,0.007
7083,-1.1682398469223,0.015,0.011,0.007
7114,-2.1175594071987,0.015,0.012,0.007
7145,-3.471611027508,0.015,0.013,0.007
7176,-2.8820561736141,0.015,0.014,0.007
7207,-2.5169641883,0.015,0.015,0.007
7238,-0.27266055730398,0.015,0.016,0.007
7269,0.9170339162072,0.015,0.017,0.007
7300,2.7171701759774,0.015,0.018,0.007
7331,2.783708752093,0.015,0.019,0.007
7362,2.329042565077,0.015,0.02,0.007
7393,1.3022766664314,0.015,0.021,0.007
7424,-0.50416440559472,0.015,0.022,0.007
7718,1.0271293390987,0.015,0,0.008
7719,0.32832186091525,0.015,0.001,0.008
7765,-0.6531855486248,0.015,0.002,0.008
7796,-0.87072416005263,0.015,0.003,0.008
7827,-0.81599246516721,0.015,0.004,0.008
7858,0.14609906140193,0.015,0.005,0.008
7889,0.86389129551479,0.015,0.006,0.008
7920,1.7502304552743,0.015,0.007,0.008
7951,1.4692128982207,0.015,0.008,0.008
7982,1.0437136076492,0.015,0.009,0.008
8013,-0.59212023925618,0.015,0.01,0.008
8044,-1.4722636065419,0.015,0.011,0.008
8075,-2.8763751219618,0.015,0.012,0.008
8106,-2.34287334383,0.015,0.013,0.008
8137,-2.2194692225046,0.015,0.014,0.008
8168,0.14664989762,0.015,0.015,0.008
8199,1.1887941444623,0.015,0.016,0.008
8230,3.541856822245,0.015,0.017,0.008
8261,3.2985415305821,0.015,0.018,0.008
8292,3.0532728047705,0.015,0.019,0.008
8323,0.82398174217078,0.015,0.02,0.008
8354,-1.8573701459383,0.015,0.021,0.008
8385,-3.4569087568879,0.015,0.022,0.008
8679,0.71574812876187,0.015,0,0.009
8680,-0.27944996462497,0.015,0.001,0.009
8726,-0.67350513118122,0.015,0.002,0.009
8757,-0.86135749116246,0.015,0.003,0.009
8788,-0.057638615028877,0.015,0.004,0.009
8819,0.66531180453345,0.015,0.005,0.009
8850,1.693821970063,0.015,0.006,0.009
8881,1.6387494333757,0.015,0.007,0.009
8912,1.3571575115894,0.015,0.008,0.009
8943,-0.18629047929737,0.015,0.009,0.009
8974,-1.1373040260126,0.015,0.01,0.009
9005,-2.587852064132,0.015,0.011,0.009
9036,-2.0836837994684,0.015,0.012,0.009
9067,-1.9520846375763,0.015,0.013,0.009
9098,0.50837458148405,0.015,0.014,0.009
9129,1.3915344206031,0.015,0.015,0.009
9160,4.2092590061193,0.015,0.016,0.009
9191,3.9412303815529,0.015,0.017,0.009
9222,4.602326088857,0.015,0.018,0.009
9253,1.4199007228373,0.015,0.019,0.009
9284,-1.4974160238299,0.015,0.02,0.009
9315,-5.004329286231,0.015,0.021,0.009
9346,-8.586331034578,0.015,0.022,0.009
9640,0.0074191059507199,0.015,0,0.01
9641,-0.50994723771703,0.015,0.001,0.01
9687,-0.95640921886328,0.015,0.002,0.01
9718,-0.35081808243434,0.015,0.003,0.01
9749,0.36922856851996,0.015,0.004,0.01
9780,1.5985014492627,0.015,0.005,0.01
9811,1.8690630228244,0.015,0.006,0.01
9842,1.8070797342385,0.015,0.007,0.01
9873,0.31860723180552,0.015,0.008,0.01
9904,-0.90347102365593,0.015,0.009,0.01
9935,-2.6040037123497,0.015,0.01,0.01
9966,-2.4364145611142,0.015,0.011,0.01
9997,-2.2918038602929,0.015,0.012,0.01
10028,0.35910103288839,0.015,0.013,0.01
10059,1.4320663788863,0.015,0.014,0.01
10090,4.2476134908994,0.015,0.015,0.01
10121,3.9805514051177,0.015,0.016,0.01
10152,5.934130210487,0.015,0.017,0.01
10183,2.7185248168819,0.015,0.018,0.01
10214,0.74310294111682,0.015,0.019,0.01
10245,-4.9688410073849,0.015,0.02,0.01
10276,-8.9389455599431,0.015,0.021,0.01
10307,-10.27192539101,0.015,0.022,0.01
10601,-0.32137661827385,0.015,0,0.011
10602,-1.0632130764569,0.015,0.001,0.011
10648,-0.78606473023758,0.015,0.002,0.011
10679,-0.20250784646375,0.015,0.003,0.011
10710,1.2057187495084,0.015,0.004,0.011
10741,1.941616655646,0.015,0.005,0.011
10772,2.3644849663109,0.015,0.006,0.011
10803,1.1552268463304,0.015,0.007,0.011
10834,-0.2722712304077,0.015,0.008,0.011
10865,-2.4707495066715,0.015,0.009,0.011
10896,-3.117989154301,0.015,0.01,0.011
10927,-3.2800338608909,0.015,0.011,0.011
10958,-0.92009639337983,0.015,0.012,0.011
10989,0.73286743440985,0.015,0.013,0.011
11020,3.4985748442325,0.015,0.014,0.011
11051,4.2200286994631,0.015,0.015,0.011
