id,integral_strain_stress,x,y,z
0,-9.9337570871713e-10,0.001,0.001,0.001
1,1.7742123585489e-09,0.003,0.001,0.001
2,3.0300374721442e-09,0.005,0.001,0.001
3,3.1832020763536e-09,0.007,0.001,0.001
4,2.2566370653681e-09,0.009,0.001,0.001
5,1.031845874039e-09,0.011,0.001,0.001
6,7.4473598282108e-11,0.013,0.001,0.001
7,-1.2947664090109e-10,0.015,0.001,0.001
8,5.0530333287003e-10,0.017,0.001,0.001
9,1.64271786662e-09,0.019,0.001,0.001
10,2.7196440754703e-09,0.021,0.001,0.001
11,3.1034541359816e-09,0.023,0.001,0.001
12,2.29847358473e-09,0.025,0.001,0.001
13,7.5907248956494e-10,0.027,0.001,0.001
14,-1.3150930523127e-09,0.029,0.001,0.001
15,7.1849553592121e-10,0.001,0.003,0.001
16,3.2396019748964e-09,0.003,0.003,0.001
17,3.216259805593e-09,0.005,0.003,0.001
18,1.7762447935689e-09,0.007,0.003,0.001
19,-3.0890086291502e-10,0.009,0.003,0.001
20,-2.367162650526e-09,0.011,0.003,0.001
21,-3.7654038831379e-09,0.013,0.003,0.001
22,-4.1275727941111e-09,0.015,0.003,0.001
23,-3.3387172922375e-09,0.017,0.003,0.001
24,-1.6146546733685e-09,0.019,0.003,0.001
25,4.9602446933557e-10,0.021,0.003,0.001
26,2.3128328597082e-09,0.023,0.003,0.001
27,3.1627732713835e-09,0.025,0.003,0.001
28,2.6032009190059e-09,0.027,0.003,0.001
29,-1.0021706838572e-10,0.029,0.003,0.001
30,2.8919219675854e-09,0.001,0.005,0.001
31,3.5732016950401e-09,0.003,0.005,0.001
32,1.9732814128956e-09,0.005,0.005,0.001
33,-6.5236651655155e-10,0.007,0.005,0.001
34,-3.3100988734895e-09,0.009,0.005,0.001
35,-5.5361425782318e-09,0.011,0.005,0.001
36,-6.9693258250048e-09,0.013,0.005,0.001
37,-7.3597420153095e-09,0.015,0.005,0.001
38,-6.6293737190786e-09,0.017,0.005,0.001
39,-4.846974346597e-09,0.019,0.005,0.001
40,-2.3362809694029e-09,0.021,0.005,0.001
41,3.9240063188667e-10,0.023,0.005,0.001
42,2.690995105571e-09,0.025,0.005,0.001
43,3.5457345614708e-09,0.027,0.005,0.001
44,1.779255739531e-09,0.029,0.005,0.001
45,4.7219313981745e-09,0.001,0.007,0.001
46,3.1294630249117e-09,0.003,0.007,0.001
47,5.488023350861e-11,0.005,0.007,0.001
48,-3.3641503243558e-09,0.007,0.007,0.001
49,-6.0923877875705e-09,0.009,0.007,0.001
50,-8.0252759035907e-09,0.011,0.007,0.001
51,-9.2014743937091e-09,0.013,0.007,0.001
52,-9.5240296336915e-09,0.015,0.007,0.001
53,-8.9854457344266e-09,0.017,0.007,0.001
54,-7.520751876996e-09,0.019,0.007,0.001
55,-5.1342672440855e-09,0.021,0.007,0.001
56,-2.0270265522737e-09,0.023,0.007,0.001
57,1.3328791625282e-09,0.025,0.007,0.001
58,3.6842409480132e-09,0.027,0.007,0.001
59,3.6513938817696e-09,0.029,0.007,0.001
60,5.7969763152953e-09,0.001,0.009,0.001
61,2.0307276344423e-09,0.003,0.009,0.001
62,-1.8949349368003e-09,0.005,0.009,0.001
63,-5.505909747166e-09,0.007,0.009,0.001
64,-7.8408250239728e-09,0.009,0.009,0.001
65,-9.2517116138736e-09,0.011,0.009,0.001
66,-9.9222424124018e-09,0.013,0.009,0.001
67,-1.0145565541466e-08,0.015,0.009,0.001
68,-9.9377920886355e-09,0.017,0.009,0.001
69,-8.9514807991372e-09,0.019,0.009,0.001
70,-7.0680433508514e-09,0.021,0.009,0.001
71,-4.1188870507626e-09,0.023,0.009,0.001
72,-3.33909971994e-10,0.025,0.009,0.001
73,3.0470971283613e-09,0.027,0.009,0.001
74,4.9331126402413e-09,0.029,0.009,0.001
75,5.9269613554592e-09,0.001,0.011,0.001
76,6.5054957360841e-10,0.003,0.011,0.001
77,-3.3495276810668e-09,0.005,0.011,0.001
78,-6.4643693509269e-09,0.007,0.011,0.001
79,-8.1404966155463e-09,0.009,0.011,0.001
80,-8.7471204305758e-09,0.011,0.011,0.001
81,-9.0559062597394e-09,0.013,0.011,0.001
82,-9.1623019810912e-09,0.015,0.011,0.001
83,-9.1615997576379e-09,0.017,0.011,0.001
84,-8.7713346532569e-09,0.019,0.011,0.001
85,-7.5866265361121e-09,0.021,0.011,0.001
86,-5.2262841532825e-09,0.023,0.011,0.001
87,-1.7217218034711e-09,0.025,0.011,0.001
88,1.907263715303e-09,0.027,0.011,0.001
89,5.3246119346001e-09,0.029,0.011,0.001
90,5.2806621866978e-09,0.001,0.013,0.001
91,-6.2492431543164e-10,0.003,0.013,0.001
92,-3.964031140217e-09,0.005,0.013,0.001
93,-6.2537812032679e-09,0.007,0.013,0.001
94,-7.0226811889446e-09,0.009,0.013,0.001
95,-6.9988604720011e-09,0.011,0.013,0.001
96,-6.8752442066886e-09,0.013,0.013,0.001
97,-6.8015089971964e-09,0.015,0.013,0.001
98,-7.212996919251e-09,0.017,0.013,0.001
99,-7.1767758493115e-09,0.019,0.013,0.001
100,-6.7174158909168e-09,0.021,0.013,0.001
101,-5.1772696918792e-09,0.023,0.013,0.001
102,-2.4580315320009e-09,0.025,0.013,0.001
103,7.0224604624286e-10,0.027,0.013,0.001
