id,integral_strain_stress,x,y,z
0,-3.5485192784161e-08,0.001,0.001,0.001
1,3.5059430086912e-08,0.003,0.001,0.001
2,8.8148666441527e-08,0.005,0.001,0.001
3,1.0283792286223e-07,0.007,0.001,0.001
4,9.9828030161919e-08,0.009,0.001,0.001
5,7.0326422890238e-08,0.011,0.001,0.001
6,4.7234116177101e-08,0.013,0.001,0.001
7,3.0745245362023e-08,0.015,0.001,0.001
8,1.5798522573255e-08,0.017,0.001,0.001
9,1.1744231740513e-08,0.019,0.001,0.001
10,1.297383519536e-08,0.021,0.001,0.001
11,2.1203900442433e-08,0.023,0.001,0.001
12,3.6883874175351e-08,0.025,0.001,0.001
13,4.0537767575221e-08,0.027,0.001,0.001
14,1.2646035293439e-09,0.029,0.001,0.001
15,2.655566680649e-08,0.001,0.003,0.001
16,8.9129644031762e-08,0.003,0.003,0.001
17,9.3708299094494e-08,0.005,0.003,0.001
18,6.5208054587514e-08,0.007,0.003,0.001
19,2.296657100507e-08,0.009,0.003,0.001
20,-1.3141355712874e-08,0.011,0.003,0.001
21,-3.650084600645e-08,0.013,0.003,0.001
22,-4.0196958219999e-08,0.015,0.003,0.001
23,-3.9369821946088e-08,0.017,0.003,0.001
24,-2.8818870049811e-08,0.019,0.003,0.001
25,-1.9088788598153e-08,0.021,0.003,0.001
26,-1.1095532878853e-10,0.023,0.003,0.001
27,2.1735153324446e-08,0.025,0.003,0.001
28,4.243548307628e-08,0.027,0.003,0.001
29,3.225408824842e-08,0.029,0.003,0.001
30,6.951619472587e-08,0.001,0.005,0.001
31,9.8742853161985e-08,0.003,0.005,0.001
32,6.5802006893201e-08,0.005,0.005,0.001
33,1.2454573733604e-10,0.007,0.005,0.001
34,-4.5020099368643e-08,0.009,0.005,0.001
35,-8.6331569061869e-08,0.011,0.005,0.001
36,-9.3957092571579e-08,0.013,0.005,0.001
37,-8.5210222008227e-08,0.015,0.005,0.001
38,-7.2583178157502e-08,0.017,0.005,0.001
39,-4.9642040338591e-08,0.019,0.005,0.001
40,-4.3637147730625e-08,0.021,0.005,0.001
41,-2.3149219330427e-08,0.023,0.005,0.001
42,-8.5232980870366e-09,0.025,0.005,0.001
43,2.8928948493815e-08,0.027,0.005,0.001
44,5.3910648682589e-08,0.029,0.005,0.001
45,9.6198481641823e-08,0.001,0.007,0.001
46,8.4594914130284e-08,0.003,0.007,0.001
47,2.9665797209331e-08,0.005,0.007,0.001
48,-5.1593866859653e-08,0.007,0.007,0.001
49,-9.8903881128857e-08,0.009,0.007,0.001
50,-1.3104882929799e-07,0.011,0.007,0.001
51,-1.2710695634269e-07,0.013,0.007,0.001
52,-1.0340383899426e-07,0.015,0.007,0.001
53,-7.8690641734192e-08,0.017,0.007,0.001
54,-5.2783266954379e-08,0.019,0.007,0.001
55,-4.2629302946759e-08,0.021,0.007,0.001
56,-3.4326443428562e-08,0.023,0.007,0.001
57,-2.5724096818862e-08,0.025,0.007,0.001
58,6.0048914127018e-09,0.027,0.007,0.001
59,5.5372368239986e-08,0.029,0.007,0.001
60,9.8128643254808e-08,0.001,0.009,0.001
61,6.6985711991215e-08,0.003,0.009,0.001
62,-6.2864300666116e-10,0.005,0.009,0.001
63,-7.9302874205428e-08,0.007,0.009,0.001
64,-1.3055432765343e-07,0.009,0.009,0.001
65,-1.5164899459629e-07,0.011,0.009,0.001
66,-1.3349199860279e-07,0.013,0.009,0.001
67,-1.0599319105845e-07,0.015,0.009,0.001
68,-6.5519670275167e-08,0.017,0.009,0.001
69,-3.9086182706433e-08,0.019,0.009,0.001
70,-2.1018001002796e-08,0.021,0.009,0.001
71,-2.7798535197995e-08,0.023,0.009,0.001
72,-2.4242294014678e-08,0.025,0.009,0.001
73,-1.3494072847872e-08,0.027,0.009,0.001
74,4.4370685036611e-08,0.029,0.009,0.001
75,8.3778694096297e-08,0.001,0.011,0.001
76,5.1528739159323e-08,0.003,0.011,0.001
77,-2.051594616176e-08,0.005,0.011,0.001
78,-9.1183577839737e-08,0.007,0.011,0.001
79,-1.3905592998472e-07,0.009,0.011,0.001
80,-1.5276447360823e-07,0.011,0.011,0.001
81,-1.2954759829946e-07,0.013,0.011,0.001
82,-9.5912350955175e-08,0.015,0.011,0.001
83,-4.5691097343221e-08,0.017,0.011,0.001
84,-1.7221889077238e-08,0.019,0.011,0.001
85,6.2355134776455e-09,0.021,0.011,0.001
86,-5.9857935356039e-09,0.023,0.011,0.001
87,-1.1503473631408e-08,0.025,0.011,0.001
88,-2.1815990574369e-08,0.027,0.011,0.001
89,2.4087991123238e-08,0.029,0.011,0.001
90,7.4649238421401e-08,0.001,0.013,0.001
91,3.8909433182522e-08,0.003,0.013,0.001
92,-3.3669968888998e-08,0.005,0.013,0.001
93,-9.4502021230716e-08,0.007,0.013,0.001
94,-1.3471669417317e-07,0.009,0.013,0.001
95,-1.4613967977966e-07,0.011,0.013,0.001
96,-1.1423164008175e-07,0.013,0.013,0.001
