id,integral_strain_stress_param1,x,y,z
0,-1.8846503319406e-06,0.0005,0.0005,0
1,-5.1519121503096e-06,0.0015,0.0005,0
2,-6.917778402687e-06,0.0025,0.0005,0
3,-3.2695700284136e-06,0.0035,0.0005,0
4,4.187944106603e-06,0.0045,0.0005,0
5,8.9019458395399e-06,0.0055,0.0005,0
6,5.2048182702765e-06,0.0065,0.0005,0
7,-6.3338132442467e-06,0.0075,0.0005,0
8,-1.967730919019e-05,0.0085,0.0005,0
9,-2.9885278853896e-05,0.0095,0.0005,0
10,-3.8965430624477e-05,0.0105,0.0005,0
11,-5.4096784220045e-05,0.0115,0.0005,0
12,-7.7756352723622e-05,0.0125,0.0005,0
13,-9.7707251547005e-05,0.0135,0.0005,0
14,-8.7001917108798e-05,0.0145,0.0005,0
15,-8.7001917108813e-05,0.0155,0.0005,0
16,-9.770725154703e-05,0.0165,0.0005,0
17,-7.77563527236e-05,0.0175,0.0005,0
18,-5.4096784219944e-05,0.0185,0.0005,0
19,-3.8965430624299e-05,0.0195,0.0005,0
20,-2.9885278853683e-05,0.0205,0.0005,0
21,-1.9677309190009e-05,0.0215,0.0005,0
22,-6.3338132441557e-06,0.0225,0.0005,0
23,5.2048182702696e-06,0.0235,0.0005,0
24,8.9019458394859e-06,0.0245,0.0005,0
25,4.1879441065703e-06,0.0255,0.0005,0
26,-3.2695700283938e-06,0.0265,0.0005,0
27,-6.9177784026372e-06,0.0275,0.0005,0
28,-5.1519121502708e-06,0.0285,0.0005,0
29,-1.8846503319261e-06,0.0295,0.0005,0
30,-5.061012042751e-06,0.0005,0.0015,0
31,-3.5004756513993e-06,0.0015,0.0015,0
32,-1.2204676559763e-06,0.0025,0.0015,0
33,1.298378197751e-07,0.0035,0.0015,0
34,-8.4612843916966e-07,0.0045,0.0015,0
35,-4.0617404061073e-06,0.0055,0.0015,0
36,-7.6835757095219e-06,0.0065,0.0015,0
37,-9.3874224090807e-06,0.0075,0.0015,0
38,-8.1748969336808e-06,0.0085,0.0015,0
39,-5.141290075042e-06,0.0095,0.0015,0
40,-2.4320407189535e-06,0.0105,0.0015,0
41,-1.2194683063911e-06,0.0115,0.0015,0
42,-8.8887395558734e-07,0.0125,0.0015,0
