x,y,z,value
0.015,0.0005,0,1.967940724942
0.015,0.001,0,-2.95993161313424
0.015,0.0015,0,-10.3843252310076
0.015,0.002,0,-20.283694204279
0.015,0.0025,0,-27.9158998007354
0.015,0.003,0,-34.9486840367168
0.015,0.0035,0,-36.2349698459194
0.015,0.004,0,-33.5838325776564
0.015,0.0045,0,-22.410554622688
0.015,0.005,0,-9.55697188052079
0.015,0.0055,0,3.68798387983207
0.015,0.006,0,3.63872497945363
0.015,0.0065,0,-10.2798132192174
0.015,0.007,0,-44.6137297628314
0.015,0.0075,0,-82.972316130914
0.015,0.008,0,-118.275206703569
0.015,0.0085,0,-103.854354195783
0.015,0.009,0,-94.2538873372847
0.015,0.0095,0,-59.7203611242741
0.015,0.01,0,-23.0211521486183
0.015,0.0105,0,26.6313551840356
0.015,0.011,0,58.9764781262427
0.015,0.0115,0,98.957605694577
0.015,0.012,0,127.102055406766
0.015,0.0125,0,170.571971265447
0.015,0.013,0,178.917760871732
0.015,0.0135,0,192.288227374205
0.015,0.014,0,142.103260017764
0.015,0.0145,0,148.324163033014
0.015,0.015,0,104.46506683637
0.015,0.0155,0,173.320892731323
0.015,0.016,0,163.126839185148
0.015,0.0165,0,229.231096490641
0.015,0.017,0,172.29568585344
0.015,0.0175,0,58.9569317797107
0.015,0.018,0,-88.7431111839005
0.015,0.0185,0,46.0208220297609
0.015,0.019,0,164.01255057856
0.015,0.0195,0,27.9101141738201
0.015,0.02,0,131.740513065378
