x,y,z,value
0.015,0.0005,0,0.0238447845665064
0.015,0.001,0,0.0499357566606449
0.015,0.0015,0,0.0848593669927027
0.015,0.002,0,0.123449370927204
0.015,0.0025,0,0.168107717634939
0.015,0.003,0,0.212937091780077
0.015,0.0035,0,0.262111008515888
0.015,0.004,0,0.307687167271467
0.015,0.0045,0,0.357440278854597
0.015,0.005,0,0.398171859215608
0.015,0.0055,0,0.445549849468762
0.015,0.006,0,0.471116271798564
0.015,0.0065,0,0.506537763049351
0.015,0.007,0,0.472223513506748
0.015,0.0075,0,0.347265296904055
0.015,0.008,0,0.390408598789335
0.015,0.0085,0,0.528609059546852
0.015,0.009,0,0.543146534968685
0.015,0.0095,0,0.528486508689319
0.015,0.01,0,0.521062891077161
0.015,0.0105,0,0.504837385302002
0.015,0.011,0,0.492540950128308
0.015,0.0115,0,0.456213176319977
0.015,0.012,0,0.412487478532967
0.015,0.0125,0,0.435583387382877
0.015,0.013,0,0.488329840202482
0.015,0.0135,0,0.560219644263157
0.015,0.014,0,0.508161682662035
0.015,0.0145,0,0.436151576733948
0.015,0.015,0,0.280656561747492
0.015,0.0155,0,0.232360247856718
0.015,0.016,0,0.184075827328172
0.015,0.0165,0,0.249793871441653
0.015,0.017,0,0.224612525599042
0.015,0.0175,0,0.174998457473919
0.015,0.018,0,0.0648040624604391
0.015,0.0185,0,-0.0386514294671088
0.015,0.019,0,-0.0425655074438964
0.015,0.0195,0,0.00434544007643467
0.015,0.02,0,0.278172069997709
