id,strain_stress,x,y,z
0,-0.012598975182316,0.00025,0.00025,0
1,-0.022345079841899,0.00075,0.00025,0
2,-0.032767430156788,0.00125,0.00025,0
3,-0.040614006344007,0.00175,0.00025,0
4,-0.04686035201871,0.00225,0.00025,0
5,-0.051319839955333,0.00275,0.00025,0
6,-0.054339386058901,0.00325,0.00025,0
7,-0.055930307286888,0.00375,0.00025,0
8,-0.056222113127238,0.00425,0.00025,0
9,-0.055236086960837,0.00475,0.00025,0
10,-0.053031089271482,0.00525,0.00025,0
11,-0.049630639530057,0.00575,0.00025,0
12,-0.045080453936981,0.00625,0.00025,0
13,-0.039428533110608,0.00675,0.00025,0
14,-0.032738852440083,0.00725,0.00025,0
15,-0.025110559628141,0.00775,0.00025,0
16,-0.016647730255773,0.00825,0.00025,0
17,-0.0075264856104847,0.00875,0.00025,0
18,0.0020962341210824,0.00925,0.00025,0
19,0.011947108875432,0.00975,0.00025,0
20,0.021825360345276,0.01025,0.00025,0
21,0.031355004944038,0.01075,0.00025,0
22,0.040353600906977,0.01125,0.00025,0
23,0.048361395023277,0.01175,0.00025,0
24,0.055392472044642,0.01225,0.00025,0
25,0.060932827025968,0.01275,0.00025,0
26,0.06568586577189,0.01325,0.00025,0
27,0.068919398073167,0.01375,0.00025,0
28,0.075815348487338,0.01425,0.00025,0
29,0.07268139781915,0.01475,0.00025,0
30,0.072681397819172,0.01525,0.00025,0
31,0.075815348487407,0.01575,0.00025,0
32,0.068919398073264,0.01625,0.00025,0
33,0.065685865772019,0.01675,0.00025,0
34,0.060932827026125,0.01725,0.00025,0
35,0.055392472044786,0.01775,0.00025,0
36,0.048361395023428,0.01825,0.00025,0
37,0.040353600907163,0.01875,0.00025,0
38,0.03135500494421,0.01925,0.00025,0
39,0.021825360345415,0.01975,0.00025,0
40,0.011947108875519,0.02025,0.00025,0
41,0.0020962341211241,0.02075,0.00025,0
42,-0.0075264856105743,0.02125,0.00025,0
43,-0.016647730255972,0.02175,0.00025,0
44,-0.025110559628396,0.02225,0.00025,0
45,-0.032738852440355,0.02275,0.00025,0
46,-0.039428533110889,0.02325,0.00025,0
47,-0.045080453937271,0.02375,0.00025,0
48,-0.049630639530378,0.02425,0.00025,0
49,-0.053031089271795,0.02475,0.00025,0
50,-0.055236086961187,0.02525,0.00025,0
51,-0.05622211312754,0.02575,0.00025,0
52,-0.055930307287127,0.02625,0.00025,0
53,-0.054339386059123,0.02675,0.00025,0
54,-0.051319839955505,0.02725,0.00025,0
55,-0.046860352018828,0.02775,0.00025,0
56,-0.040614006344064,0.02825,0.00025,0
57,-0.032767430156772,0.02875,0.00025,0
58,-0.022345079841813,0.02925,0.00025,0
59,-0.012598975182172,0.02975,0.00025,0
60,-0.026850451880925,0.00025,0.00075,0
61,-0.025262384636478,0.00075,0.00075,0
62,-0.02958615299108,0.00125,0.00075,0
63,-0.034632505213134,0.00175,0.00075,0
64,-0.038371710312667,0.00225,0.00075,0
65,-0.040875721829719,0.00275,0.00075,0
66,-0.042045475591789,0.00325,0.00075,0
67,-0.042061051510181,0.00375,0.00075,0
68,-0.040981457428428,0.00425,0.00075,0
69,-0.038933942729138,0.00475,0.00075,0
70,-0.03598810556067,0.00525,0.00075,0
71,-0.032239356342783,0.00575,0.00075,0
72,-0.027761842092365,0.00625,0.00075,0
73,-0.022636474153251,0.00675,0.00075,0
74,-0.016952565747488,0.00725,0.00075,0
75,-0.010781524139835,0.00775,0.00075,0
76,-0.0042357858998035,0.00825,0.00075,0
77,0.002630577968986,0.00875,0.00075,0
78,0.0096787036422232,0.00925,0.00075,0
79,0.01689487394255,0.00975,0.00075,0
80,0.02410796938564,0.01025,0.00075,0
81,0.031388561732936,0.01075,0.00075,0
82,0.038503823297641,0.01125,0.00075,0
83,0.045690202252445,0.01175,0.00075,0
84,0.052549694508569,0.01225,0.00075,0
85,0.059658222775158,0.01275,0.00075,0
86,0.066026082593184,0.01325,0.00075,0
87,0.073047330701858,0.01375,0.00075,0
88,0.072498029914336,0.01425,0.00075,0
89,0.053162983533557,0.01475,0.00075,0
90,0.053162983533597,0.01525,0.00075,0
91,0.072498029914462,0.01575,0.00075,0
92,0.073047330701989,0.01625,0.00075,0
93,0.06602608259331,0.01675,0.00075,0
94,0.059658222775299,0.01725,0.00075,0
95,0.052549694508705,0.01775,0.00075,0
96,0.045690202252569,0.01825,0.00075,0
97,0.038503823297815,0.01875,0.00075,0
98,0.031388561733101,0.01925,0.00075,0
99,0.024107969385765,0.01975,0.00075,0
100,0.016894873942647,0.02025,0.00075,0
101,0.0096787036422678,0.02075,0.00075,0
102,0.0026305779689568,0.02125,0.00075,0
103,-0.0042357858998788,0.02175,0.00075,0
104,-0.010781524139956,0.02225,0.00075,0
105,-0.016952565747618,0.02275,0.00075,0
106,-0.02263647415337,0.02325,0.00075,0
107,-0.027761842092519,0.02375,0.00075,0
108,-0.032239356342989,0.02425,0.00075,0
109,-0.03598810556091,0.02475,0.00075,0
110,-0.038933942729376,0.02525,0.00075,0
111,-0.040981457428643,0.02575,0.00075,0
112,-0.042061051510386,0.02625,0.00075,0
113,-0.042045475591972,0.02675,0.00075,0
114,-0.040875721829887,0.02725,0.00075,0
115,-0.038371710312813,0.02775,0.00075,0
116,-0.034632505213251,0.02825,0.00075,0
117,-0.029586152991151,0.02875,0.00075,0
118,-0.0252623846365,0.02925,0.00075,0
119,-0.026850451880833,0.02975,0.00075,0
120,-0.038114687192586,0.00025,0.00125,0
121,-0.032193633230396,0.00075,0.00125,0
122,-0.028423508477394,0.00125,0.00125,0
123,-0.028443812048164,0.00175,0.00125,0
124,-0.029117251610847,0.00225,0.00125,0
125,-0.029360538749947,0.00275,0.00125,0
126,-0.028903853808281,0.00325,0.00125,0
127,-0.027640732484684,0.00375,0.00125,0
