id,uzr,x,y,z
60,0.23074831738795,0.015,0,0
61,-0.25514292030688,0.015,0.001,0
62,0.021919268552228,0.015,0,0.001
63,-0.65740255576841,0.015,0.001,0.001
154,-0.5931560143388,0.015,0.002,0
155,-0.79041455269278,0.015,0.002,0.001
216,-0.50892144350288,0.015,0.003,0
217,-0.48946397156275,0.015,0.003,0.001
278,-0.14673917242308,0.015,0.004,0
279,0.18967340170567,0.015,0.004,0.001
340,0.44285746803859,0.015,0.005,0
341,0.81035520543177,0.015,0.005,0.001
402,0.85338599193345,0.015,0.006,0
403,1.1554645641348,0.015,0.006,0.001
464,0.98188469486287,0.015,0.007,0
465,0.88359939659244,0.015,0.007,0.001
526,0.56734972635139,0.015,0.008,0
527,0.17361395913533,0.015,0.008,0.001
588,-0.13049910445486,0.015,0.009,0
589,-0.86726603864183,0.015,0.009,0.001
650,-1.0438929138037,0.015,0.01,0
651,-1.6727594363118,0.015,0.01,0.001
712,-1.6649118557155,0.015,0.011,0
713,-2.0869197724853,0.015,0.011,0.001
774,-1.9678265228531,0.015,0.012,0
775,-1.7511149199402,0.015,0.012,0.001
836,-1.6541315437187,0.015,0.013,0
837,-0.97659797292261,0.015,0.013,0.001
898,-1.0568711631521,0.015,0.014,0
899,0.16271964361304,0.015,0.014,0.001
960,-0.18187372373342,0.015,0.015,0
961,1.083693158722,0.015,0.015,0.001
1022,0.5067147144249,0.015,0.016,0
1023,1.7075375995567,0.015,0.016,0.001
1084,1.0108349941187,0.015,0.017,0
1085,1.7398378475971,0.015,0.017,0.001
1146,1.1297265717304,0.015,0.018,0
1147,1.4009043516704,0.015,0.018,0.001
1208,1.0176345479341,0.015,0.019,0
1209,0.79677433955446,0.015,0.019,0.001
1270,0.77619380351532,0.015,0.02,0
1271,0.18643234856817,0.015,0.02,0.001
1332,0.5041811241771,0.015,0.021,0
1333,-0.22918815679963,0.015,0.021,0.001
1394,0.39847355621128,0.015,0.022,0
1395,-0.4874257368863,0.015,0.022,0.001
1952,-0.44415260259085,0.015,0,0.002
1953,-0.80441134558494,0.015,0.001,0.002
1999,-0.68477513000396,0.015,0.002,0.002
2030,-0.051931766668067,0.015,0.003,0.002
2061,0.57729944695274,0.015,0.004,0.002
2092,1.0460982766569,0.015,0.005,0.002
2123,0.87619066005448,0.015,0.006,0.002
2154,0.29851238100308,0.015,0.007,0.002
2185,-0.71037820425636,0.015,0.008,0.002
2216,-1.4556411416307,0.015,0.009,0.002
2247,-1.8790383894926,0.015,0.01,0.002
2278,-1.4392886530306,0.015,0.011,0.002
2309,-0.60447315347108,0.015,0.012,0.002
2340,0.70710449142633,0.015,0.013,0.002
2371,1.655999710672,0.015,0.014,0.002
2402,2.3234524088889,0.015,0.015,0.002
2433,2.1699008263989,0.015,0.016,0.002
2464,1.650003374891,0.015,0.017,0.002
2495,0.72857286458302,0.015,0.018,0.002
2526,-0.10922268876347,0.015,0.019,0.002
2557,-0.7255816269605,0.015,0.02,0.002
2588,-1.1048127801196,0.015,0.021,0.002
2619,-1.0994539206111,0.015,0.022,0.002
2913,-0.74594034938534,0.015,0,0.003
2914,-0.7885920465324,0.015,0.001,0.003
2960,-0.20470780062202,0.015,0.002,0.003
2991,0.42889467389087,0.015,0.003,0.003
3022,1.0025721781217,0.015,0.004,0.003
3053,0.89454721970797,0.015,0.005,0.003
3084,0.37600708421974,0.015,0.006,0.003
3115,-0.68409347257142,0.015,0.007,0.003
3146,-1.4533184297381,0.015,0.008,0.003
3177,-1.9291369866482,0.015,0.009,0.003
3208,-1.385252082741,0.015,0.01,0.003
3239,-0.43260125153067,0.015,0.011,0.003
3270,1.1364133944199,0.015,0.012,0.003
3301,2.1875282944953,0.015,0.013,0.003
3332,2.9476505837091,0.015,0.014,0.003
3363,2.5772461451041,0.015,0.015,0.003
3394,1.8525508618575,0.015,0.016,0.003
3425,0.5408385331153,0.015,0.017,0.003
3456,-0.47124031749731,0.015,0.018,0.003
3487,-1.2266801925447,0.015,0.019,0.003
3518,-1.4943522391331,0.015,0.02,0.003
3549,-1.3059236442616,0.015,0.021,0.003
3580,-1.1760454411563,0.015,0.022,0.003
3874,-0.98111555789505,0.015,0,0.004
3875,-0.4207155798273,0.015,0.001,0.004
3921,0.23734774471431,0.015,0.002,0.004
3952,0.98099065810726,0.015,0.003,0.004
3983,1.0352373054428,0.015,0.004,0.004
4014,0.64037510162223,0.015,0.005,0.004
4045,-0.4825480169811,0.015,0.006,0.004
4076,-1.41157425373,0.015,0.007,0.004
4107,-2.1466492736488,0.015,0.008,0.004
4138,-1.7372448307539,0.015,0.009,0.004
4169,-0.8161018980647,0.015,0.01,0.004
4200,0.97452511122075,0.015,0.011,0.004
4231,2.2435850044182,0.015,0.012,0.004
4262,3.2837008971838,0.015,0.013,0.004
4293,2.8753618454826,0.015,0.014,0.004
4324,2.0662659570612,0.015,0.015,0.004
4355,0.35083185008964,0.015,0.016,0.004
4386,-0.84236698362592,0.015,0.017,0.004
4417,-1.8048924805858,0.015,0.018,0.004
4448,-1.8427183510032,0.015,0.019,0.004
4479,-1.3538290746893,0.015,0.02,0.004
4510,-0.73282346121979,0.015,0.021,0.004
4541,0.08434885587318,0.015,0.022,0.004
4835,-0.77166171585566,0.015,0,0.005
4836,-0.12581700478628,0.015,0.001,0.005
4882,0.7714416387676,0.015,0.002,0.005
4913,1.0654512668786,0.015,0.003,0.005
4944,0.95082518609774,0.015,0.004,0.005
4975,-0.057693270205681,0.015,0.005,0.005
5006,-1.0632245187992,0.015,0.006,0.005
5037,-2.113930055473,0.015,0.007,0.005
5068,-2.0686700494316,0.015,0.008,0.005
5099,-1.4714112528898,0.015,0.009,0.005
5130,0.2614482761153,0.015,0.01,0.005
5161,1.6428768061266,0.015,0.011,0.005
5192,3.0215968044603,0.015,0.012,0.005
5223,2.7983637278071,0.015,0.013,0.005
5254,2.1512719093448,0.015,0.014,0.005
5285,0.18888619396551,0.015,0.015,0.005
5316,-1.1221200217288,0.015,0.016,0.005
5347,-2.3928561618181,0.015,0.017,0.005
5378,-2.2234919768478,0.015,0.018,0.005
5409,-1.5322738430139,0.015,0.019,0.005
5440,-0.27944076682583,0.015,0.02,0.005
5471,1.0499991023653,0.015,0.021,0.005
5502,1.5562850974825,0.015,0.022,0.005
5796,-0.54150478395935,0.015,0,0.006
5797,0.37771630131649,0.015,0.001,0.006
5843,0.82284962560493,0.015,0.002,0.006
5874,1.0134387319132,0.015,0.003,0.006
