x,y,z,value
0.015,0.0005,0,2.05174187505858
0.015,0.001,0,3.61845084810449
0.015,0.0015,0,4.8358538405746
0.015,0.002,0,5.59810704068263
0.015,0.0025,0,5.97807388054355
0.015,0.003,0,5.90906239547155
0.015,0.0035,0,5.50812614079388
0.015,0.004,0,4.74757900092374
0.015,0.0045,0,3.7812180194156
0.015,0.005,0,2.62119147189054
0.015,0.0055,0,1.43465469994146
0.015,0.006,0,0.304509333313263
0.015,0.0065,0,-0.63766924765855
0.015,0.007,0,-1.04349567237205
0.015,0.0075,0,-0.768059258147332
0.015,0.008,0,-0.751451641967378
0.015,0.0085,0,-1.28955894695332
0.015,0.009,0,-1.39997766408032
0.015,0.0095,0,-1.32462742103621
0.015,0.01,0,-1.65005710881837
0.015,0.0105,0,-2.24051053853668
0.015,0.011,0,-2.41986995902835
0.015,0.0115,0,-2.76536003832837
0.015,0.012,0,-3.20653693111126
0.015,0.0125,0,-2.77921708865756
0.015,0.013,0,-2.22732781380444
0.015,0.0135,0,-0.746736961545793
0.015,0.014,0,-1.40798594089218
0.015,0.0145,0,-1.91799085899268
0.015,0.015,0,-4.76712144050236
0.015,0.0155,0,-5.43513638555567
0.015,0.016,0,-6.8773678199633
0.015,0.0165,0,-4.89651926161116
0.015,0.017,0,-4.67111786207556
0.015,0.0175,0,-3.84769883131457
0.015,0.018,0,-4.80656395644826
0.015,0.0185,0,-5.7792507347375
0.015,0.019,0,-5.43688386865858
0.015,0.0195,0,-4.22948491296916
0.015,0.02,0,0.227526323692985
