id,uxr,x,y,z
2048,-0.13430026358545,0,0,0.016
2049,-0.20033019588283,0.002,0,0.016
2050,0.24597488851641,0.002,0.002,0.016
2051,-0.13150843005867,0,0.002,0.016
2052,0.066656818684751,0.004,0,0.016
2053,0.83153454844221,0.004,0.002,0.016
2054,0.50044224184867,0.006,0,0.016
2055,1.240373524226,0.006,0.002,0.016
2056,0.98381548848259,0.008,0,0.016
2057,1.2994445779976,0.008,0.002,0.016
2058,1.333645303888,0.01,0,0.016
2059,1.1305890566753,0.01,0.002,0.016
2060,1.6230964257863,0.012,0,0.016
2061,0.76832602321699,0.012,0.002,0.016
2062,1.7180160793763,0.014,0,0.016
2063,0.63052472234583,0.014,0.002,0.016
2064,1.7355824760535,0.016,0,0.016
2065,0.70060641654752,0.016,0.002,0.016
2066,1.585737559483,0.018,0,0.016
2067,1.027387693515,0.018,0.002,0.016
2068,1.2066999192268,0.02,0,0.016
2069,1.4455117114989,0.02,0.002,0.016
2070,0.75327217503187,0.022,0,0.016
2071,1.5301057310959,0.022,0.002,0.016
2072,0.18952662232852,0.024,0,0.016
2073,1.2971313286642,0.024,0.002,0.016
2074,-0.16372331578124,0.026,0,0.016
2075,0.65549288277042,0.026,0.002,0.016
2076,-0.28534944986134,0.028,0,0.016
2077,-0.01071144739101,0.028,0.002,0.016
2078,-0.10148235837153,0.03,0,0.016
2079,-0.29130173188268,0.03,0.002,0.016
2080,0.55342069573771,0.002,0.004,0.016
2081,0.22308783449611,0,0.004,0.016
2082,0.71446256002303,0.004,0.004,0.016
2083,0.50968388814579,0.006,0.004,0.016
2084,-0.016341379268541,0.008,0.004,0.016
2085,-0.80313305929255,0.01,0.004,0.016
2086,-1.3939407770889,0.012,0.004,0.016
2087,-1.8435751473448,0.014,0.004,0.016
2088,-1.7160169927292,0.016,0.004,0.016
2089,-1.1106242948511,0.018,0.004,0.016
2090,-0.30521931893134,0.02,0.004,0.016
2091,0.56343213125,0.022,0.004,0.016
2092,0.92780493617437,0.024,0.004,0.016
2093,0.83418215927241,0.026,0.004,0.016
2094,0.36989936804077,0.028,0.004,0.016
2095,-0.019982941149514,0.03,0.004,0.016
2096,0.43450307051028,0.002,0.006,0.016
2097,0.48207551697845,0,0.006,0.016
2098,-0.090606200886404,0.004,0.006,0.016
2099,-0.85808641681283,0.006,0.006,0.016
2100,-1.5474566935109,0.008,0.006,0.016
2101,-1.9380412149249,0.01,0.006,0.016
2102,-2.3815227183403,0.012,0.006,0.016
2103,-2.3755244625485,0.014,0.006,0.016
2104,-2.4751636150534,0.016,0.006,0.016
2105,-2.4216014507085,0.018,0.006,0.016
2106,-1.8235339835641,0.02,0.006,0.016
2107,-1.1899262068139,0.022,0.006,0.016
2108,-0.38683636543119,0.024,0.006,0.016
2109,0.23569521824725,0.026,0.006,0.016
2110,0.48265620096356,0.028,0.006,0.016
2111,0.33925807192146,0.03,0.006,0.016
2112,-0.0027821989256395,0.002,0.008,0.016
2113,0.41958264351234,0,0.008,0.016
2114,-0.80540827932763,0.004,0.008,0.016
2115,-1.3061569435888,0.006,0.008,0.016
2116,-1.2986052232416,0.008,0.008,0.016
2117,-0.84656965657558,0.01,0.008,0.016
2118,0.046218425468018,0.012,0.008,0.016
2119,0.38606699585245,0.014,0.008,0.016
2120,0.31453998159258,0.016,0.008,0.016
2121,-0.3004910286042,0.018,0.008,0.016
2122,-1.3430235661111,0.02,0.008,0.016
2123,-1.6514814061519,0.022,0.008,0.016
2124,-1.2810591709887,0.024,0.008,0.016
2125,-0.53158462613292,0.026,0.008,0.016
2126,0.25901429914377,0.028,0.008,0.016
2127,0.4786023899214,0.03,0.008,0.016
2128,-0.43185713204908,0.002,0.01,0.016
2129,0.052699332860154,0,0.01,0.016
2130,-0.67556295915963,0.004,0.01,0.016
2131,-0.33702407325225,0.006,0.01,0.016
2132,0.68563132889045,0.008,0.01,0.016
2133,1.7812266484963,0.01,0.01,0.016
2134,2.0000580269291,0.012,0.01,0.016
2135,1.8160556344398,0.014,0.01,0.016
2136,1.6425382526542,0.016,0.01,0.016
2137,1.5584768135945,0.018,0.01,0.016
2138,1.0188791416617,0.02,0.01,0.016
2139,-0.22474051592073,0.022,0.01,0.016
2140,-0.94375148442444,0.024,0.01,0.016
2141,-0.70001959456921,0.026,0.01,0.016
2142,-0.10929334226362,0.028,0.01,0.016
2143,0.3582540024459,0.03,0.01,0.016
2144,-0.53183354460633,0.002,0.012,0.016
2145,-0.37476289969007,0,0.012,0.016
2146,0.02677113426364,0.004,0.012,0.016
