id,uyr,x,y,z
0,-0.0010218173456168,0,0,0
1,-0.0030560108525014,0.0005,0,0
2,-0.00330522526654,0.0005,0.0005,0
3,-0.0019427498635424,0,0.0005,0
4,-0.0037912560364406,0.001,0,0
5,-0.0036913471476684,0.001,0.0005,0
6,-0.0040016856177225,0.0015,0,0
7,-0.0034547697632003,0.0015,0.0005,0
8,-0.0038045357138896,0.002,0,0
9,-0.002897540070608,0.002,0.0005,0
10,-0.0033590235018772,0.0025,0,0
11,-0.0021463668695404,0.0025,0.0005,0
12,-0.0027409904819359,0.003,0,0
13,-0.0013149562563618,0.003,0.0005,0
14,-0.0020292076188323,0.0035,0,0
15,-0.00046932917795248,0.0035,0.0005,0
16,-0.001272998479021,0.004,0,0
17,0.00033395121290539,0.004,0.0005,0
18,-0.00052015238864535,0.0045,0,0
19,0.0010655845647524,0.0045,0.0005,0
20,0.0002010216207216,0.005,0,0
21,0.0017016705076172,0.005,0.0005,0
22,0.00086285854836315,0.0055,0,0
23,0.0022378880506359,0.0055,0.0005,0
24,0.0014534260224638,0.006,0,0
25,0.0026700454846903,0.006,0.0005,0
26,0.001959138044208,0.0065,0,0
27,0.0030076558618629,0.0065,0.0005,0
28,0.0023791402987448,0.007,0,0
29,0.0032552198883085,0.007,0.0005,0
30,0.0027085191432541,0.0075,0,0
31,0.0034262781917231,0.0075,0.0005,0
32,0.0029524632658288,0.008,0,0
33,0.003525979665311,0.008,0.0005,0
34,0.0031105433131948,0.0085,0,0
35,0.0035657112687169,0.0085,0.0005,0
36,0.0031904358193273,0.009,0,0
37,0.00354762939148,0.009,0.0005,0
38,0.0031938473850835,0.0095,0,0
39,0.0034791162002017,0.0095,0.0005,0
40,0.0031291493821865,0.01,0,0
41,0.003359610543517,0.01,0.0005,0
42,0.0029993324832875,0.0105,0,0
43,0.0031936988703947,0.0105,0.0005,0
44,0.0028128235177295,0.011,0,0
45,0.0029803105285921,0.011,0.0005,0
46,0.0025736782938713,0.0115,0,0
47,0.0027234107872546,0.0115,0.0005,0
48,0.0022901282504457,0.012,0,0
49,0.0024235289983801,0.012,0.0005,0
50,0.0019670907730954,0.0125,0,0
51,0.0020855967061363,0.0125,0.0005,0
52,0.0016123883002382,0.013,0,0
53,0.0017127355809932,0.013,0.0005,0
54,0.0012315233048717,0.0135,0,0
55,0.001311369364199,0.0135,0.0005,0
56,0.00083176697489736,0.014,0,0
57,0.00088710334741756,0.014,0.0005,0
58,0.00041901830161477,0.0145,0,0
59,0.00044754169666962,0.0145,0.0005,0
60,2.3859279980413e-16,0.015,0,0
61,5.5674819932045e-16,0.015,0.0005,0
62,-0.00041901830161405,0.0155,0,0
63,-0.00044754169666977,0.0155,0.0005,0
64,-0.00083176697489677,0.016,0,0
65,-0.00088710334741724,0.016,0.0005,0
66,-0.0012315233048703,0.0165,0,0
67,-0.0013113693641983,0.0165,0.0005,0
68,-0.0016123883002357,0.017,0,0
69,-0.0017127355809915,0.017,0.0005,0
70,-0.0019670907730918,0.0175,0,0
71,-0.0020855967061333,0.0175,0.0005,0
72,-0.0022901282504393,0.018,0,0
73,-0.0024235289983732,0.018,0.0005,0
74,-0.0025736782938617,0.0185,0,0
75,-0.0027234107872452,0.0185,0.0005,0
76,-0.0028128235177197,0.019,0,0
77,-0.0029803105285812,0.019,0.0005,0
78,-0.002999332483275,0.0195,0,0
79,-0.0031936988703829,0.0195,0.0005,0
80,-0.0031291493821754,0.02,0,0
81,-0.0033596105435054,0.02,0.0005,0
82,-0.0031938473850744,0.0205,0,0
83,-0.0034791162001923,0.0205,0.0005,0
84,-0.0031904358193203,0.021,0,0
85,-0.0035476293914727,0.021,0.0005,0
86,-0.0031105433131912,0.0215,0,0
87,-0.0035657112687129,0.0215,0.0005,0
88,-0.0029524632658269,0.022,0,0
89,-0.0035259796653102,0.022,0.0005,0
90,-0.0027085191432541,0.0225,0,0
