id,uzi,x,y,z
60,-0.048162834043063,0.015,0,0
61,-0.6685015810508,0.015,0.001,0
62,-0.38670528111866,0.015,0,0.001
63,-0.92128399851872,0.015,0.001,0.001
154,-0.89287528689297,0.015,0.002,0
155,-1.0522323710905,0.015,0.002,0.001
216,-0.8640222653971,0.015,0.003,0
217,-0.8452664720738,0.015,0.003,0.001
278,-0.5891611284852,0.015,0.004,0
279,-0.39709914356224,0.015,0.004,0.001
340,-0.1575626433391,0.015,0.005,0
341,0.18984704309146,0.015,0.005,0.001
402,0.36440676139193,0.015,0.006,0
403,0.79263173498353,0.015,0.006,0.001
464,0.85623754948969,0.015,0.007,0
465,1.2911368492846,0.015,0.007,0.001
526,1.2485066681178,0.015,0.008,0
527,1.5904723422974,0.015,0.008,0.001
588,1.4475156958868,0.015,0.009,0
589,1.6319835260531,0.015,0.009,0.001
650,1.444467208007,0.015,0.01,0
651,1.4109415053898,0.015,0.01,0.001
712,1.2161272904991,0.015,0.011,0
713,0.96449303840116,0.015,0.011,0.001
774,0.83331024840544,0.015,0.012,0
775,0.37478891848712,0.015,0.012,0.001
836,0.33273628890046,0.015,0.013,0
837,-0.26208461247399,0.015,0.013,0.001
898,-0.17406453446596,0.015,0.014,0
899,-0.84088360739118,0.015,0.014,0.001
960,-0.64206298263323,0.015,0.015,0
961,-1.2811153141862,0.015,0.015,0.001
1022,-0.98372885478382,0.015,0.016,0
1023,-1.5265138269722,0.015,0.016,0.001
1084,-1.1926718563781,0.015,0.017,0
1085,-1.5648083888713,0.015,0.017,0.001
1146,-1.2474901519294,0.015,0.018,0
1147,-1.4154770292268,0.015,0.018,0.001
1208,-1.1843222515084,0.015,0.019,0
1209,-1.1294367054607,0.015,0.019,0.001
1270,-1.0429772213512,0.015,0.02,0
1271,-0.77154638640434,0.015,0.02,0.001
1332,-0.86487630156743,0.015,0.021,0
1333,-0.4083279734844,0.015,0.021,0.001
1394,-0.71177666530988,0.015,0.022,0
1395,-0.099456957002267,0.015,0.022,0.001
1952,-0.72995209673786,0.015,0,0.002
1953,-0.96038819848865,0.015,0.001,0.002
1999,-0.8792747749988,0.015,0.002,0.002
2030,-0.49589529424695,0.015,0.003,0.002
2061,0.07618300413035,0.015,0.004,0.002
2092,0.69820139670333,0.015,0.005,0.002
2123,1.2359006983544,0.015,0.006,0.002
2154,1.5759497760534,0.015,0.007,0.002
2185,1.6464733583144,0.015,0.008,0.002
2216,1.4319306905664,0.015,0.009,0.002
2247,0.96637040106944,0.015,0.01,0.002
2278,0.33449159652217,0.015,0.011,0.002
2309,-0.35880884791399,0.015,0.012,0.002
2340,-0.99664708954311,0.015,0.013,0.002
2371,-1.4844498188721,0.015,0.014,0.002
2402,-1.7544418080162,0.015,0.015,0.002
2433,-1.7841244469362,0.015,0.016,0.002
2464,-1.5891128775814,0.015,0.017,0.002
2495,-1.2188990021862,0.015,0.018,0.002
2526,-0.7419535951114,0.015,0.019,0.002
2557,-0.23144585035063,0.015,0.02,0.002
2588,0.24687477554936,0.015,0.021,0.002
2619,0.64330138339926,0.015,0.022,0.002
2913,-0.9931161605546,0.015,0,0.003
2914,-0.86955121680625,0.015,0.001,0.003
2960,-0.49278432305758,0.015,0.002,0.003
2991,0.079968951850121,0.015,0.003,0.003
3022,0.72246260318073,0.015,0.004,0.003
3053,1.2891259960774,0.015,0.005,0.003
3084,1.6464423990685,0.015,0.006,0.003
3115,1.7133792884356,0.015,0.007,0.003
3146,1.4653393723909,0.015,0.008,0.003
3177,0.9427210280659,0.015,0.009,0.003
3208,0.23809536041597,0.015,0.01,0.003
3239,-0.52639198714411,0.015,0.011,0.003
3270,-1.2208097857355,0.015,0.012,0.003
3301,-1.7355061297926,0.015,0.013,0.003
3332,-1.9988089506289,0.015,0.014,0.003
3363,-1.9849130354191,0.015,0.015,0.003
3394,-1.7191719350524,0.015,0.016,0.003
3425,-1.2577010292645,0.015,0.017,0.003
3456,-0.68403974349553,0.015,0.018,0.003
3487,-0.076997007963408,0.015,0.019,0.003
3518,0.49608050735478,0.015,0.02,0.003
3549,0.99037587821324,0.015,0.021,0.003
3580,1.3858014279218,0.015,0.022,0.003
3874,-1.1408172487105,0.015,0,0.004
3875,-0.65205209365087,0.015,0.001,0.004
3921,0.029649397303706,0.015,0.002,0.004
3952,0.77715425700753,0.015,0.003,0.004
3983,1.445736180645,0.015,0.004,0.004
4014,1.8789759366771,0.015,0.005,0.004
4045,1.9772060427858,0.015,0.006,0.004
4076,1.6984114785535,0.015,0.007,0.004
4107,1.0888483847988,0.015,0.008,0.004
4138,0.25473678792676,0.015,0.009,0.004
4169,-0.65138249028157,0.015,0.01,0.004
4200,-1.4695193042007,0.015,0.011,0.004
4231,-2.0611035982811,0.015,0.012,0.004
4262,-2.3394667812693,0.015,0.013,0.004
4293,-2.2736463930037,0.015,0.014,0.004
4324,-1.9040135154033,0.015,0.015,0.004
4355,-1.306307126455,0.015,0.016,0.004
4386,-0.60031799656011,0.015,0.017,0.004
4417,0.11252690478339,0.015,0.018,0.004
4448,0.74116034508819,0.015,0.019,0.004
4479,1.2417646386441,0.015,0.02,0.004
4510,1.6150760793116,0.015,0.021,0.004
4541,1.8858955165439,0.015,0.022,0.004
4835,-1.1763621573097,0.015,0,0.005
4836,-0.32323668097271,0.015,0.001,0.005
4882,0.62600787403398,0.015,0.002,0.005
4913,1.5147142589303,0.015,0.003,0.005
4944,2.14989215998,0.015,0.004,0.005
4975,2.3985780774942,0.015,0.005,0.005
5006,2.1802268581178,0.015,0.006,0.005
5037,1.5298903960195,0.015,0.007,0.005
5068,0.55731421005768,0.015,0.008,0.005
5099,-0.54913610988502,0.015,0.009,0.005
5130,-1.5839850876554,0.015,0.01,0.005
5161,-2.3576786001697,0.015,0.011,0.005
5192,-2.7418658659796,0.015,0.012,0.005
5223,-2.6831075150805,0.015,0.013,0.005
5254,-2.2240842531942,0.015,0.014,0.005
5285,-1.4620202090552,0.015,0.015,0.005
5316,-0.56418054746475,0.015,0.016,0.005
5347,0.32461966295876,0.015,0.017,0.005
5378,1.0509220280927,0.015,0.018,0.005
5409,1.5438928665295,0.015,0.019,0.005
5440,1.79556245284,0.015,0.02,0.005
5471,1.8640538954739,0.015,0.021,0.005
5502,1.8650563864675,0.015,0.022,0.005
5796,-1.0876350997083,0.015,0,0.006
5797,0.072034545372204,0.015,0.001,0.006
5843,1.2491358526527,0.015,0.002,0.006
5874,2.209801293875,0.015,0.003,0.006
5905,2.7689885923946,0.015,0.004,0.006
5936,2.7783991486951,0.015,0.005,0.006
5967,2.2296764290823,0.015,0.006,0.006
5998,1.2049714875286,0.015,0.007,0.006
6029,-0.085895548955695,0.015,0.008,0.006
6060,-1.3941578331224,0.015,0.009,0.006
6091,-2.4590799839912,0.015,0.01,0.006
6122,-3.079708307688,0.015,0.011,0.006
6153,-3.151845656464,0.015,0.012,0.006
6184,-2.6890530593326,0.015,0.013,0.006
6215,-1.7962682551227,0.015,0.014,0.006
6246,-0.67691004213241,0.015,0.015,0.006
6277,0.47149414463471,0.015,0.016,0.006
6308,1.4044733373257,0.015,0.017,0.006
6339,1.9931425271353,0.015,0.018,0.006
6370,2.1571637156823,0.015,0.019,0.006
6401,1.9429418061074,0.015,0.02,0.006
6432,1.5092296561217,0.015,0.021,0.006
6463,1.0515869641143,0.015,0.022,0.006
6757,-0.90339500845355,0.015,0,0.007
6758,0.51216621431026,0.015,0.001,0.007
6804,1.8307927192192,0.015,0.002,0.007
6835,2.8165848105593,0.015,0.003,0.007
6866,3.2331937885033,0.015,0.004,0.007
6897,2.9904475259154,0.015,0.005,0.007
6928,2.0967916371579,0.015,0.006,0.007
6959,0.74383624888384,0.015,0.007,0.007
6990,-0.80631421421661,0.015,0.008,0.007
7021,-2.2171881928701,0.015,0.009,0.007
7052,-3.1983240126089,0.015,0.01,0.007
7083,-3.5568925176671,0.015,0.011,0.007
7114,-3.2307551264874,0.015,0.012,0.007
7145,-2.3101453053511,0.015,0.013,0.007
7176,-1.0064014835981,0.015,0.014,0.007
7207,0.43089576710451,0.015,0.015,0.007
7238,1.6766879373952,0.015,0.016,0.007
7269,2.5394950378143,0.015,0.017,0.007
7300,2.7983265197103,0.015,0.018,0.007
7331,2.4278854695157,0.015,0.019,0.007
7362,1.5415673956956,0.015,0.02,0.007
7393,0.37325311175805,0.015,0.021,0.007
7424,-0.71216986012133,0.015,0.022,0.007
7718,-0.62608430538038,0.015,0,0.008
7719,0.94112294031836,0.015,0.001,0.008
7765,2.3469746011374,0.015,0.002,0.008
7796,3.2746089190567,0.015,0.003,0.008
7827,3.528629643036,0.015,0.004,0.008
7858,2.9994827527491,0.015,0.005,0.008
7889,1.8011011382687,0.015,0.006,0.008
7920,0.15401952059157,0.015,0.007,0.008
7951,-1.5583425814548,0.015,0.008,0.008
7982,-2.9724172874923,0.015,0.009,0.008
8013,-3.763679242936,0.015,0.01,0.008
8044,-3.7480751276373,0.015,0.011,0.008
8075,-2.9605827266453,0.015,0.012,0.008
8106,-1.5745383060751,0.015,0.013,0.008
8137,0.099027334255695,0.015,0.014,0.008
8168,1.6967125195017,0.015,0.015,0.008
8199,2.9764786448673,0.015,0.016,0.008
8230,3.560909955179,0.015,0.017,0.008
8261,3.3555002106199,0.015,0.018,0.008
8292,2.2937892388622,0.015,0.019,0.008
8323,0.5154999234039,0.015,0.02,0.008
8354,-1.5650230272583,0.015,0.021,0.008
8385,-3.4843828930774,0.015,0.022,0.008
8679,-0.30760155323958,0.015,0,0.009
8680,1.3511595274138,0.015,0.001,0.009
8726,2.7469941401961,0.015,0.002,0.009
8757,3.5884429698188,0.015,0.003,0.009
8788,3.6259929770927,0.015,0.004,0.009
8819,2.8394606008173,0.015,0.005,0.009
8850,1.341873773084,0.015,0.006,0.009
8881,-0.50892916470505,0.015,0.007,0.009
8912,-2.3232640071968,0.015,0.008,0.009
8943,-3.6305597587123,0.015,0.009,0.009
8974,-4.1250913819981,0.015,0.01,0.009
9005,-3.6896790914236,0.015,0.011,0.009
9036,-2.3717945697285,0.015,0.012,0.009
9067,-0.54778640039877,0.015,0.013,0.009
9098,1.3985993834795,0.015,0.014,0.009
9129,3.0935769205526,0.015,0.015,0.009
9160,4.0981983488905,0.015,0.016,0.009
9191,4.407951133123,0.015,0.017,0.009
9222,3.646856398641,0.015,0.018,0.009
9253,1.742899404482,0.015,0.019,0.009
9284,-1.0246374789077,0.015,0.02,0.009
9315,-4.2278995201917,0.015,0.021,0.009
9346,-7.1177453117979,0.015,0.022,0.009
9640,0.045585027875733,0.015,0,0.01
9641,1.6930464365536,0.015,0.001,0.01
9687,3.0480605068839,0.015,0.002,0.01
9718,3.7360938881599,0.015,0.003,0.01
9749,3.5757397627292,0.015,0.004,0.01
9780,2.5152030888042,0.015,0.005,0.01
9811,0.79637822274928,0.015,0.006,0.01
9842,-1.2354249463,0.015,0.007,0.01
9873,-3.0358550270239,0.015,0.008,0.01
9904,-4.1948216652517,0.015,0.009,0.01
9935,-4.3236869868288,0.015,0.01,0.01
9966,-3.3656157733552,0.015,0.011,0.01
9997,-1.6025628835467,0.015,0.012,0.01
10028,0.68127753002329,0.015,0.013,0.01
10059,2.7420346465716,0.015,0.014,0.01
10090,4.1140111062788,0.015,0.015,0.01
10121,5.057269660813,0.015,0.016,0.01
10152,4.9387093636335,0.015,0.017,0.01
10183,3.6592293881568,0.015,0.018,0.01
10214,1.031500955042,0.015,0.019,0.01
10245,-2.9302085632299,0.015,0.02,0.01
10276,-7.3557045707342,0.015,0.021,0.01
10307,-11.343527076527,0.015,0.022,0.01
10601,0.37163838040741,0.015,0,0.011
10602,1.9841098313151,0.015,0.001,0.011
10648,3.2273890581482,0.015,0.002,0.011
10679,3.7762968755285,0.015,0.003,0.011
