id,ui,x,y,z
0,-1.2470112530724e-08,0.015,0.0005,0
0.0005,7.2735501285005e-09,0.015,0.001,0
0.001,5.249367723279e-08,0.015,0.0015,0
0.0015,1.2124178645074e-07,0.015,0.002,0
0.002,2.0024565979695e-07,0.015,0.0025,0
0.0025,2.6680344702489e-07,0.015,0.003,0
0.003,2.9378786996791e-07,0.015,0.0035,0
0.0035,2.5691351774744e-07,0.015,0.004,0
0.004,1.4277582483554e-07,0.015,0.0045,0
0.0045,-4.4240328487862e-08,0.015,0.005,0
0.005,-2.7814610463659e-07,0.015,0.0055,0
0.0055,-5.1223670198647e-07,0.015,0.006,0
0.006,-6.8551898611868e-07,0.015,0.0065,0
0.0065,-7.3441222629359e-07,0.015,0.007,0
0.007,-6.0818649346989e-07,0.015,0.0075,0
0.0075,-2.8540397492138e-07,0.015,0.008,0
0.008,2.1223285047415e-07,0.015,0.0085,0
0.0085,8.1249887522059e-07,0.015,0.009,0
0.009,1.3951424974051e-06,0.015,0.0095,0
0.0095,1.8067254376687e-06,0.015,0.01,0
0.01,1.8901806055255e-06,0.015,0.0105,0
0.0105,1.533632243049e-06,0.015,0.011,0
0.011,1.2012085392534e-06,0.015,0.0115,0
0.0115,7.320188648003e-07,0.015,0.012,0
0.012,2.602985813169e-07,0.015,0.0125,0
0.0125,-2.4983100583019e-07,0.015,0.013,0
0.013,-8.7728952616875e-07,0.015,0.0135,0
0.0135,-1.6194518764648e-06,0.015,0.014,0
0.014,-2.3213923273194e-06,0.015,0.0145,0
0.0145,-2.8159492481682e-06,0.015,0.015,0
0.015,-3.0667617250307e-06,0.015,0.0155,0
0.0155,-3.0535955508697e-06,0.015,0.016,0
0.016,-2.7364957153095e-06,0.015,0.0165,0
0.0165,-2.1287629038205e-06,0.015,0.017,0
0.017,-1.159392146073e-06,0.015,0.0175,0
0.0175,3.4453826605496e-07,0.015,0.018,0
0.018,2.2385783528665e-06,0.015,0.0185,0
0.0185,4.5643685387453e-06,0.015,0.019,0
0.019,1.126905603701e-05,0.015,0.0195,0
0.0195,1.6072237414441e-05,0.015,0.02,0
