id,ur,x,y,z
0,1.6331146105793e-07,0.015,0.0005,0
0.0005,2.9126354836471e-07,0.015,0.001,0
0.001,3.6467740412045e-07,0.015,0.0015,0
0.0015,3.6588167733354e-07,0.015,0.002,0
0.002,2.885273507615e-07,0.015,0.0025,0
0.0025,1.4007473949784e-07,0.015,0.003,0
0.003,-5.739351533408e-08,0.015,0.0035,0
0.0035,-2.6866661217019e-07,0.015,0.004,0
0.004,-4.4963307528955e-07,0.015,0.0045,0
0.0045,-5.5424198712492e-07,0.015,0.005,0
0.005,-5.4359198959798e-07,0.015,0.0055,0
0.0055,-3.9585822321155e-07,0.015,0.006,0
0.006,-1.1516189939929e-07,0.015,0.0065,0
0.0065,2.6285988930373e-07,0.015,0.007,0
0.007,6.7095164873891e-07,0.015,0.0075,0
0.0075,1.0171739129033e-06,0.015,0.008,0
0.008,1.1993282173258e-06,0.015,0.0085,0
0.0085,1.1258478679855e-06,0.015,0.009,0
0.009,7.4059038060196e-07,0.015,0.0095,0
0.0095,4.8633706710361e-08,0.015,0.01,0
0.01,-8.6093807822001e-07,0.015,0.0105,0
0.0105,-1.8018821908038e-06,0.015,0.011,0
0.011,-1.978203590343e-06,0.015,0.0115,0
0.0115,-2.1101042194944e-06,0.015,0.012,0
0.012,-2.1552924337775e-06,0.015,0.0125,0
0.0125,-2.108265670792e-06,0.015,0.013,0
0.013,-1.9397473653292e-06,0.015,0.0135,0
0.0135,-1.5899507352818e-06,0.015,0.014,0
0.014,-1.0058544954733e-06,0.015,0.0145,0
0.0145,-2.0904624153625e-07,0.015,0.015,0
0.015,7.7062492758858e-07,0.015,0.0155,0
0.0155,1.9510418282986e-06,0.015,0.016,0
0.016,3.2705092356674e-06,0.015,0.0165,0
0.0165,4.528165621017e-06,0.015,0.017,0
0.017,5.5950865224922e-06,0.015,0.0175,0
0.0175,6.3763677353701e-06,0.015,0.018,0
0.018,6.8013315319406e-06,0.015,0.0185,0
0.0185,6.6184548476682e-06,0.015,0.019,0
0.019,3.7344560278235e-06,0.015,0.0195,0
0.0195,-1.3390637099528e-06,0.015,0.02,0
