id,strain_stress,x,y,z
0,-0.00060143976458725,0.00025,0.00025,0
1,-6.1520643019154e-05,0.00075,0.00025,0
2,0.00085190587180979,0.00125,0.00025,0
3,0.0016548891619809,0.00175,0.00025,0
4,0.0016834921290192,0.00225,0.00025,0
5,0.00069429017580173,0.00275,0.00025,0
6,-0.0011093568942415,0.00325,0.00025,0
7,-0.0030821266714919,0.00375,0.00025,0
8,-0.004366097289596,0.00425,0.00025,0
9,-0.0042137230508303,0.00475,0.00025,0
10,-0.0022821600384257,0.00525,0.00025,0
11,0.0011779904186604,0.00575,0.00025,0
12,0.0053392437538998,0.00625,0.00025,0
13,0.0089997237011208,0.00675,0.00025,0
14,0.010938050849154,0.00725,0.00025,0
15,0.010314253060859,0.00775,0.00025,0
16,0.0069693652516749,0.00825,0.00025,0
17,0.001524212505745,0.00875,0.00025,0
18,-0.0048032137248274,0.00925,0.00025,0
19,-0.010587769748319,0.00975,0.00025,0
20,-0.014643682799778,0.01025,0.00025,0
21,-0.016369417589711,0.01075,0.00025,0
22,-0.015801865527782,0.01125,0.00025,0
23,-0.01348398432096,0.01175,0.00025,0
24,-0.010132176951369,0.01225,0.00025,0
25,-0.0064144797049584,0.01275,0.00025,0
26,-0.0028721815498232,0.01325,0.00025,0
27,1.4659554439577e-05,0.01375,0.00025,0
28,0.0007555770657048,0.01425,0.00025,0
29,-0.0019994087868169,0.01475,0.00025,0
30,-0.0019994087868141,0.01525,0.00025,0
31,0.00075557706570797,0.01575,0.00025,0
32,1.4659554446261e-05,0.01625,0.00025,0
33,-0.0028721815498156,0.01675,0.00025,0
34,-0.0064144797049482,0.01725,0.00025,0
35,-0.010132176951357,0.01775,0.00025,0
36,-0.013483984320948,0.01825,0.00025,0
37,-0.015801865527771,0.01875,0.00025,0
38,-0.016369417589706,0.01925,0.00025,0
39,-0.014643682799781,0.01975,0.00025,0
40,-0.01058776974833,0.02025,0.00025,0
41,-0.0048032137248455,0.02075,0.00025,0
42,0.0015242125057342,0.02125,0.00025,0
43,0.0069693652516665,0.02175,0.00025,0
44,0.010314253060856,0.02225,0.00025,0
45,0.010938050849154,0.02275,0.00025,0
46,0.0089997237011193,0.02325,0.00025,0
47,0.0053392437538979,0.02375,0.00025,0
48,0.0011779904186571,0.02425,0.00025,0
49,-0.0022821600384296,0.02475,0.00025,0
50,-0.0042137230508329,0.02525,0.00025,0
51,-0.0043660972895961,0.02575,0.00025,0
52,-0.003082126671489,0.02625,0.00025,0
53,-0.0011093568942358,0.02675,0.00025,0
54,0.00069429017580684,0.02725,0.00025,0
55,0.0016834921290223,0.02775,0.00025,0
56,0.0016548891619807,0.02825,0.00025,0
57,0.00085190587180764,0.02875,0.00025,0
58,-6.1520643021559e-05,0.02925,0.00025,0
59,-0.00060143976458783,0.02975,0.00025,0
60,-0.00015527476239773,0.00025,0.00075,0
61,0.0015106838122585,0.00075,0.00075,0
62,0.0018922744119749,0.00125,0.00075,0
63,0.0011140822961735,0.00175,0.00075,0
64,-0.00059591253974383,0.00225,0.00075,0
65,-0.0026042378707866,0.00275,0.00075,0
66,-0.0040023337122852,0.00325,0.00075,0
67,-0.0039598703803907,0.00375,0.00075,0
68,-0.002096441785631,0.00425,0.00075,0
69,0.0013113457890087,0.00475,0.00075,0
70,0.0053316397975044,0.00525,0.00075,0
