id,integral_strain_stress_param2,x,y,z
0,-2.1626008585927e-08,0.0005,0.0005,0
1,-1.4121776175693e-07,0.0015,0.0005,0
2,-3.8473805659013e-07,0.0025,0.0005,0
3,-5.449242535509e-07,0.0035,0.0005,0
4,-2.2958581772661e-07,0.0045,0.0005,0
5,6.9320427277083e-07,0.0055,0.0005,0
6,1.6247402282611e-06,0.0065,0.0005,0
7,1.359651869587e-06,0.0075,0.0005,0
8,-1.1168405077221e-06,0.0085,0.0005,0
9,-5.6708210092317e-06,0.0095,0.0005,0
10,-1.0336580213146e-05,0.0105,0.0005,0
11,-1.1091316987893e-05,0.0115,0.0005,0
12,-2.748290465089e-06,0.0125,0.0005,0
13,1.7668624086583e-05,0.0135,0.0005,0
14,4.5069615406319e-05,0.0145,0.0005,0
15,4.5069615406319e-05,0.0155,0.0005,0
16,1.7668624086582e-05,0.0165,0.0005,0
17,-2.7482904650894e-06,0.0175,0.0005,0
18,-1.1091316987894e-05,0.0185,0.0005,0
19,-1.0336580213146e-05,0.0195,0.0005,0
20,-5.6708210092319e-06,0.0205,0.0005,0
21,-1.116840507722e-06,0.0215,0.0005,0
22,1.3596518695872e-06,0.0225,0.0005,0
23,1.6247402282612e-06,0.0235,0.0005,0
24,6.9320427277083e-07,0.0245,0.0005,0
25,-2.2958581772664e-07,0.0255,0.0005,0
26,-5.4492425355092e-07,0.0265,0.0005,0
27,-3.8473805659013e-07,0.0275,0.0005,0
28,-1.4121776175693e-07,0.0285,0.0005,0
29,-2.1626008585925e-08,0.0295,0.0005,0
30,-7.431159405573e-08,0.0005,0.0015,0
31,-1.4295574017822e-07,0.0015,0.0015,0
32,-1.2798925427147e-07,0.0025,0.0015,0
33,6.8029973454023e-08,0.0035,0.0015,0
34,2.8779626029052e-07,0.0045,0.0015,0
35,2.0035541192365e-07,0.0055,0.0015,0
36,-3.2764664375739e-07,0.0065,0.0015,0
37,-9.9931184653329e-07,0.0075,0.0015,0
38,-1.2798948281796e-06,0.0085,0.0015,0
39,-7.455944311421e-07,0.0095,0.0015,0
40,7.8260648127774e-07,0.0105,0.0015,0
41,3.2648139905056e-06,0.0115,0.0015,0
42,6.3725518762294e-06,0.0125,0.0015,0
43,9.6025325888456e-06,0.0135,0.0015,0
44,1.3375533286698e-05,0.0145,0.0015,0
45,1.3375533286698e-05,0.0155,0.0015,0
46,9.6025325888454e-06,0.0165,0.0015,0
47,6.3725518762294e-06,0.0175,0.0015,0
48,3.2648139905057e-06,0.0185,0.0015,0
49,7.8260648127769e-07,0.0195,0.0015,0
50,-7.455944311422e-07,0.0205,0.0015,0
51,-1.2798948281797e-06,0.0215,0.0015,0
52,-9.9931184653332e-07,0.0225,0.0015,0
53,-3.2764664375737e-07,0.0235,0.0015,0
54,2.0035541192369e-07,0.0245,0.0015,0
55,2.8779626029054e-07,0.0255,0.0015,0
56,6.8029973454022e-08,0.0265,0.0015,0
57,-1.2798925427147e-07,0.0275,0.0015,0
58,-1.4295574017822e-07,0.0285,0.0015,0
59,-7.4311594055726e-08,0.0295,0.0015,0
60,-8.8730339946125e-08,0.0005,0.0025,0
61,-1.119368890517e-07,0.0015,0.0025,0
62,-1.4018330700903e-08,0.0025,0.0025,0
63,1.4528689510346e-07,0.0035,0.0025,0
64,5.6517714273595e-08,0.0045,0.0025,0
65,-2.9429455454256e-07,0.0055,0.0025,0
66,-2.9698416434223e-07,0.0065,0.0025,0
67,4.918018943561e-07,0.0075,0.0025,0
68,1.2616910852863e-06,0.0085,0.0025,0
69,3.6009927769219e-07,0.0095,0.0025,0
70,-2.7351983126678e-06,0.0105,0.0025,0
71,-5.8204650448875e-06,0.0115,0.0025,0
72,-4.3537404025514e-06,0.0125,0.0025,0
73,6.2346069311395e-06,0.0135,0.0025,0
74,2.6778572679518e-05,0.0145,0.0025,0
75,2.6778572679517e-05,0.0155,0.0025,0
76,6.2346069311392e-06,0.0165,0.0025,0
77,-4.3537404025516e-06,0.0175,0.0025,0
78,-5.8204650448875e-06,0.0185,0.0025,0
79,-2.7351983126677e-06,0.0195,0.0025,0
80,3.6009927769231e-07,0.0205,0.0025,0
81,1.2616910852863e-06,0.0215,0.0025,0
82,4.9180189435608e-07,0.0225,0.0025,0
83,-2.9698416434224e-07,0.0235,0.0025,0
84,-2.9429455454255e-07,0.0245,0.0025,0
85,5.6517714273614e-08,0.0255,0.0025,0
86,1.4528689510347e-07,0.0265,0.0025,0
87,-1.4018330700906e-08,0.0275,0.0025,0
88,-1.119368890517e-07,0.0285,0.0025,0
89,-8.873033994612e-08,0.0295,0.0025,0
90,-1.4111919643944e-08,0.0005,0.0035,0
91,-1.4446022113546e-07,0.0015,0.0035,0
92,-2.6500236388369e-07,0.0025,0.0035,0
93,-3.8543009310239e-07,0.0035,0.0035,0
94,-4.4598901020585e-07,0.0045,0.0035,0
95,1.7207710470925e-07,0.0055,0.0035,0
96,1.9120708173044e-06,0.0065,0.0035,0
97,3.2678794523473e-06,0.0075,0.0035,0
98,8.6415603428232e-07,0.0085,0.0035,0
99,-7.1957854670621e-06,0.0095,0.0035,0
100,-1.7741530512982e-05,0.0105,0.0035,0
101,-2.2048005379845e-05,0.0115,0.0035,0
102,-8.7988075572737e-06,0.0125,0.0035,0
103,2.9772561635004e-05,0.0135,0.0035,0
104,8.8321181094011e-05,0.0145,0.0035,0
105,8.832118109401e-05,0.0155,0.0035,0
106,2.9772561635003e-05,0.0165,0.0035,0
107,-8.7988075572751e-06,0.0175,0.0035,0
108,-2.2048005379847e-05,0.0185,0.0035,0
109,-1.7741530512983e-05,0.0195,0.0035,0
110,-7.1957854670621e-06,0.0205,0.0035,0
111,8.6415603428256e-07,0.0215,0.0035,0
112,3.2678794523475e-06,0.0225,0.0035,0
113,1.9120708173044e-06,0.0235,0.0035,0
114,1.7207710470925e-07,0.0245,0.0035,0
115,-4.4598901020586e-07,0.0255,0.0035,0
116,-3.854300931024e-07,0.0265,0.0035,0
117,-2.6500236388369e-07,0.0275,0.0035,0
118,-1.4446022113546e-07,0.0285,0.0035,0
119,-1.411191964394e-08,0.0295,0.0035,0
120,-1.2770541148194e-08,0.0005,0.0045,0
121,-3.1164385542594e-07,0.0015,0.0045,0
122,-4.7765787850286e-07,0.0025,0.0045,0
123,-3.9677249025457e-07,0.0035,0.0045,0
124,-4.2492801725682e-08,0.0045,0.0045,0
125,9.8008220214885e-07,0.0055,0.0045,0
126,2.2140956928451e-06,0.0065,0.0045,0
127,1.2165711716653e-06,0.0075,0.0045,0
128,-3.8891867603352e-06,0.0085,0.0045,0
129,-1.0410990067434e-05,0.0095,0.0045,0
130,-1.1827001483118e-05,0.0105,0.0045,0
131,-1.5363644542267e-06,0.0115,0.0045,0
132,2.5913816559791e-05,0.0125,0.0045,0
133,7.2669424320129e-05,0.0135,0.0045,0
134,0.00013390482416902,0.0145,0.0045,0
135,0.00013390482416902,0.0155,0.0045,0
136,7.2669424320128e-05,0.0165,0.0045,0
137,2.5913816559791e-05,0.0175,0.0045,0
138,-1.5363644542282e-06,0.0185,0.0045,0
139,-1.1827001483119e-05,0.0195,0.0045,0
140,-1.0410990067434e-05,0.0205,0.0045,0
141,-3.8891867603353e-06,0.0215,0.0045,0
142,1.2165711716654e-06,0.0225,0.0045,0
143,2.2140956928452e-06,0.0235,0.0045,0
144,9.8008220214886e-07,0.0245,0.0045,0
145,-4.2492801725692e-08,0.0255,0.0045,0
146,-3.9677249025458e-07,0.0265,0.0045,0
147,-4.7765787850286e-07,0.0275,0.0045,0
148,-3.1164385542594e-07,0.0285,0.0045,0
149,-1.2770541148189e-08,0.0295,0.0045,0
150,-3.4928541781537e-07,0.0005,0.0055,0
151,-4.210187486377e-07,0.0015,0.0055,0
152,-1.7747153271767e-07,0.0025,0.0055,0
153,1.0805286885493e-07,0.0035,0.0055,0
154,1.8176190259252e-07,0.0045,0.0055,0
155,4.6478298284621e-07,0.0055,0.0055,0
156,5.8009070127982e-07,0.0065,0.0055,0
157,-1.0957597635102e-06,0.0075,0.0055,0
158,-3.8526861621036e-06,0.0085,0.0055,0
159,-3.1275192719954e-06,0.0095,0.0055,0
160,3.0384059343441e-06,0.0105,0.0055,0
161,1.2296436886657e-05,0.0115,0.0055,0
162,2.8380459333002e-05,0.0125,0.0055,0
163,5.918175893264e-05,0.0135,0.0055,0
164,0.00011889296368421,0.0145,0.0055,0
165,0.0001188929636842,0.0155,0.0055,0
166,5.918175893264e-05,0.0165,0.0055,0
167,2.8380459333004e-05,0.0175,0.0055,0
168,1.2296436886658e-05,0.0185,0.0055,0
169,3.0384059343438e-06,0.0195,0.0055,0
170,-3.1275192719959e-06,0.0205,0.0055,0
171,-3.8526861621037e-06,0.0215,0.0055,0
172,-1.0957597635102e-06,0.0225,0.0055,0
173,5.8009070127983e-07,0.0235,0.0055,0
174,4.6478298284621e-07,0.0245,0.0055,0
175,1.8176190259252e-07,0.0255,0.0055,0
176,1.0805286885493e-07,0.0265,0.0055,0
177,-1.7747153271767e-07,0.0275,0.0055,0
178,-4.2101874863771e-07,0.0285,0.0055,0
179,-3.4928541781537e-07,0.0295,0.0055,0
180,-9.9609898874819e-07,0.0005,0.0065,0
181,-1.8085926636919e-07,0.0015,0.0065,0
182,3.3058657943821e-07,0.0025,0.0065,0
183,-4.1650216597025e-07,0.0035,0.0065,0
184,-1.2807964621804e-06,0.0045,0.0065,0
185,-2.9940384781264e-07,0.0055,0.0065,0
186,1.8841876895859e-06,0.0065,0.0065,0
187,2.1328127245771e-06,0.0075,0.0065,0
188,-5.7959076098457e-07,0.0085,0.0065,0
189,-4.3405338597449e-06,0.0095,0.0065,0
190,-1.2117397959702e-05,0.0105,0.0065,0
191,-2.5922005604671e-05,0.0115,0.0065,0
192,-2.1589010998265e-05,0.0125,0.0065,0
193,1.6908990893584e-05,0.0135,0.0065,0
194,0.00010805943623999,0.0145,0.0065,0
195,0.00010805943623998,0.0155,0.0065,0
196,1.6908990893581e-05,0.0165,0.0065,0
197,-2.1589010998266e-05,0.0175,0.0065,0
198,-2.5922005604671e-05,0.0185,0.0065,0
199,-1.2117397959702e-05,0.0195,0.0065,0
200,-4.340533859745e-06,0.0205,0.0065,0
201,-5.7959076098448e-07,0.0215,0.0065,0
202,2.1328127245772e-06,0.0225,0.0065,0
203,1.8841876895859e-06,0.0235,0.0065,0
204,-2.9940384781269e-07,0.0245,0.0065,0
205,-1.2807964621805e-06,0.0255,0.0065,0
206,-4.1650216597025e-07,0.0265,0.0065,0
207,3.3058657943822e-07,0.0275,0.0065,0
208,-1.8085926636921e-07,0.0285,0.0065,0
209,-9.9609898874821e-07,0.0295,0.0065,0
210,-1.4337643133595e-06,0.0005,0.0075,0
211,3.9862563708921e-07,0.0015,0.0075,0
212,1.7128124057228e-07,0.0025,0.0075,0
213,-2.4106352880809e-06,0.0035,0.0075,0
214,-2.4767360960822e-06,0.0045,0.0075,0
215,1.8996088969162e-06,0.0055,0.0075,0
216,5.6893253970855e-06,0.0065,0.0075,0
217,2.9989594761566e-06,0.0075,0.0075,0
218,-6.2768464020498e-06,0.0085,0.0075,0
219,-1.6122509635069e-05,0.0095,0.0075,0
220,-2.2988017390231e-05,0.0105,0.0075,0
221,-1.9513434171822e-05,0.0115,0.0075,0
222,4.1990662927567e-05,0.0125,0.0075,0
223,0.00013293477056405,0.0135,0.0075,0
224,0.00020823810810153,0.0145,0.0075,0
225,0.00020823810810153,0.0155,0.0075,0
226,0.00013293477056404,0.0165,0.0075,0
227,4.1990662927554e-05,0.0175,0.0075,0
228,-1.9513434171828e-05,0.0185,0.0075,0
229,-2.2988017390233e-05,0.0195,0.0075,0
230,-1.612250963507e-05,0.0205,0.0075,0
231,-6.2768464020498e-06,0.0215,0.0075,0
232,2.9989594761567e-06,0.0225,0.0075,0
233,5.6893253970856e-06,0.0235,0.0075,0
234,1.8996088969162e-06,0.0245,0.0075,0
235,-2.4767360960823e-06,0.0255,0.0075,0
236,-2.410635288081e-06,0.0265,0.0075,0
237,1.7128124057231e-07,0.0275,0.0075,0
238,3.9862563708921e-07,0.0285,0.0075,0
239,-1.4337643133596e-06,0.0295,0.0075,0
240,-1.0060727716568e-06,0.0005,0.0085,0
241,9.7351584349084e-07,0.0015,0.0085,0
242,-9.5870847537134e-07,0.0025,0.0085,0
243,-3.8497943915084e-06,0.0035,0.0085,0
244,-3.8708243986192e-08,0.0045,0.0085,0
245,5.9594933566435e-06,0.0055,0.0085,0
246,3.4184622670441e-06,0.0065,0.0085,0
247,-6.67467539364e-06,0.0075,0.0085,0
248,-1.5142299171094e-05,0.0085,0.0085,0
249,-1.3814841923525e-05,0.0095,0.0085,0
250,4.9139826875358e-06,0.0105,0.0085,0
251,6.2589241219023e-06,0.0115,0.0085,0
252,2.9931248552696e-07,0.0125,0.0085,0
253,1.6720275705055e-06,0.0135,0.0085,0
254,-9.218777351614e-06,0.0145,0.0085,0
255,-9.2187773516126e-06,0.0155,0.0085,0
256,1.6720275705063e-06,0.0165,0.0085,0
257,2.9931248552861e-07,0.0175,0.0085,0
258,6.258924121904e-06,0.0185,0.0085,0
259,4.9139826875359e-06,0.0195,0.0085,0
260,-1.3814841923525e-05,0.0205,0.0085,0
261,-1.5142299171094e-05,0.0215,0.0085,0
262,-6.6746753936403e-06,0.0225,0.0085,0
263,3.4184622670443e-06,0.0235,0.0085,0
264,5.9594933566436e-06,0.0245,0.0085,0
265,-3.8708243986338e-08,0.0255,0.0085,0
266,-3.8497943915085e-06,0.0265,0.0085,0
267,-9.5870847537133e-07,0.0275,0.0085,0
268,9.7351584349085e-07,0.0285,0.0085,0
