id,integral_strain_stress_param1,x,y,z
0,1.6747760822515e-07,0.0005,0.0005,0
1,4.563034526032e-07,0.0015,0.0005,0
2,5.1189366383472e-07,0.0025,0.0005,0
3,-1.7087115449743e-07,0.0035,0.0005,0
4,-1.2681178283829e-06,0.0045,0.0005,0
5,-1.3321588592669e-06,0.0055,0.0005,0
6,1.1560824192634e-06,0.0065,0.0005,0
7,5.984961741152e-06,0.0075,0.0005,0
8,1.0264346965719e-05,0.0085,0.0005,0
9,9.1406061349251e-06,0.0095,0.0005,0
10,-2.153856311145e-06,0.0105,0.0005,0
11,-2.4915735588255e-05,0.0115,0.0005,0
12,-5.1795161150242e-05,0.0125,0.0005,0
13,-6.1727224007023e-05,0.0135,0.0005,0
14,-2.1552865552682e-05,0.0145,0.0005,0
15,-2.1552865552683e-05,0.0155,0.0005,0
16,-6.1727224007024e-05,0.0165,0.0005,0
17,-5.1795161150243e-05,0.0175,0.0005,0
18,-2.4915735588256e-05,0.0185,0.0005,0
19,-2.1538563111445e-06,0.0195,0.0005,0
20,9.1406061349258e-06,0.0205,0.0005,0
21,1.026434696572e-05,0.0215,0.0005,0
22,5.9849617411521e-06,0.0225,0.0005,0
23,1.1560824192633e-06,0.0235,0.0005,0
24,-1.332158859267e-06,0.0245,0.0005,0
25,-1.2681178283829e-06,0.0255,0.0005,0
26,-1.7087115449739e-07,0.0265,0.0005,0
27,5.1189366383476e-07,0.0275,0.0005,0
28,4.5630345260322e-07,0.0285,0.0005,0
29,1.6747760822516e-07,0.0295,0.0005,0
30,3.6430646886081e-07,0.0005,0.0015,0
31,1.8073741127259e-07,0.0015,0.0015,0
32,-1.3304959389335e-07,0.0025,0.0015,0
33,-2.0600656796616e-07,0.0035,0.0015,0
34,3.8754274064434e-07,0.0045,0.0015,0
35,1.4504889393716e-06,0.0055,0.0015,0
36,2.051017140115e-06,0.0065,0.0015,0
37,1.3049654376093e-06,0.0075,0.0015,0
38,-8.6447915671739e-07,0.0085,0.0015,0
39,-3.7364754200088e-06,0.0095,0.0015,0
40,-6.2000242693074e-06,0.0105,0.0015,0
41,-6.9352108082882e-06,0.0115,0.0015,0
42,-4.5978688844906e-06,0.0125,0.0015,0
43,1.3741577116061e-06,0.0135,0.0015,0
44,1.0940275989788e-05,0.0145,0.0015,0
45,1.0940275989787e-05,0.0155,0.0015,0
46,1.3741577116058e-06,0.0165,0.0015,0
47,-4.5978688844908e-06,0.0175,0.0015,0
48,-6.9352108082886e-06,0.0185,0.0015,0
49,-6.2000242693078e-06,0.0195,0.0015,0
50,-3.736475420009e-06,0.0205,0.0015,0
51,-8.6447915671736e-07,0.0215,0.0015,0
52,1.3049654376095e-06,0.0225,0.0015,0
53,2.0510171401151e-06,0.0235,0.0015,0
54,1.4504889393716e-06,0.0245,0.0015,0
55,3.8754274064431e-07,0.0255,0.0015,0
56,-2.0600656796617e-07,0.0265,0.0015,0
57,-1.3304959389335e-07,0.0275,0.0015,0
58,1.807374112726e-07,0.0285,0.0015,0
59,3.6430646886082e-07,0.0295,0.0015,0
60,3.7334084337322e-07,0.0005,0.0025,0
61,2.0276885870329e-07,0.0015,0.0025,0
62,1.3694269704896e-08,0.0025,0.0025,0
63,2.5936541937652e-07,0.0035,0.0025,0
64,9.0350362706223e-07,0.0045,0.0025,0
65,9.1006825688074e-07,0.0055,0.0025,0
66,-1.9995442995266e-07,0.0065,0.0025,0
67,-6.7508710472624e-07,0.0075,0.0025,0
68,1.7399941707989e-06,0.0085,0.0025,0
69,5.9880857988355e-06,0.0095,0.0025,0
70,6.9332840604596e-06,0.0105,0.0025,0
71,-3.6960134630203e-07,0.0115,0.0025,0
72,-1.426754246952e-05,0.0125,0.0025,0
73,-2.1520184196927e-05,0.0135,0.0025,0
74,4.852344458153e-06,0.0145,0.0025,0
75,4.8523444581518e-06,0.0155,0.0025,0
76,-2.1520184196927e-05,0.0165,0.0025,0
77,-1.426754246952e-05,0.0175,0.0025,0
78,-3.696013463014e-07,0.0185,0.0025,0
79,6.9332840604599e-06,0.0195,0.0025,0
80,5.9880857988355e-06,0.0205,0.0025,0
81,1.7399941707987e-06,0.0215,0.0025,0
82,-6.7508710472629e-07,0.0225,0.0025,0
