id,ui,x,y,z
0,2.5781077118558e-07,0.015,0.0005,0
0.0005,4.4812364437016e-07,0.015,0.001,0
0.001,5.4269950720752e-07,0.015,0.0015,0
0.0015,5.1443669350399e-07,0.015,0.002,0
0.002,3.5837960323965e-07,0.015,0.0025,0
0.0025,9.4754103640839e-08,0.015,0.003,0
0.003,-2.3187253917728e-07,0.015,0.0035,0
0.0035,-5.5790461638311e-07,0.015,0.004,0
0.004,-8.1049796828488e-07,0.015,0.0045,0
0.0045,-9.2096454309376e-07,0.015,0.005,0
0.005,-8.4000422098348e-07,0.015,0.0055,0
0.0055,-5.5208568431627e-07,0.015,0.006,0
0.006,-8.5789310784724e-08,0.015,0.0065,0
0.0065,4.8312372323032e-07,0.015,0.007,0
0.007,1.0336484508616e-06,0.015,0.0075,0
0.0075,1.4333536637976e-06,0.015,0.008,0
0.008,1.5736350619338e-06,0.015,0.0085,0
0.0085,1.5320347633242e-06,0.015,0.009,0
0.009,1.4503588623001e-06,0.015,0.0095,0
0.0095,1.3131096218651e-06,0.015,0.01,0
0.01,1.0679472880988e-06,0.015,0.0105,0
0.0105,7.6677156291003e-07,0.015,0.011,0
0.011,2.8614922342697e-07,0.015,0.0115,0
0.0115,-2.446748139027e-07,0.015,0.012,0
0.012,-8.4152171270459e-07,0.015,0.0125,0
0.0125,-1.4755463715484e-06,0.015,0.013,0
0.013,-2.3160848676218e-06,0.015,0.0135,0
0.0135,-3.1361729141812e-06,0.015,0.014,0
0.014,-3.8120520536743e-06,0.015,0.0145,0
0.0145,-4.2645949567425e-06,0.015,0.015,0
0.015,-4.3007338714647e-06,0.015,0.0155,0
0.0155,-3.844213250434e-06,0.015,0.016,0
0.016,-2.646504334177e-06,0.015,0.0165,0
0.0165,-9.0886208424713e-07,0.015,0.017,0
0.017,1.0661581877867e-06,0.015,0.0175,0
0.0175,3.2124283445919e-06,0.015,0.018,0
0.018,5.4055426085364e-06,0.015,0.0185,0
0.0185,7.3640450913581e-06,0.015,0.019,0
0.019,9.1555114924591e-06,0.015,0.0195,0
0.0195,1.0289006097882e-05,0.015,0.02,0
