id,integral_strain_stress_param1,x,y,z
0,2.2333288904581e-10,0.0005,0.0005,0
1,-1.0739437905418e-09,0.0015,0.0005,0
2,-1.716261777647e-09,0.0025,0.0005,0
3,2.8001410447996e-09,0.0035,0.0005,0
4,5.0819427694636e-09,0.0045,0.0005,0
5,-6.8302477084443e-09,0.0055,0.0005,0
6,-1.6778174264535e-08,0.0065,0.0005,0
7,4.3585982884787e-09,0.0075,0.0005,0
8,4.133791108724e-08,0.0085,0.0005,0
9,3.8891367132991e-08,0.0095,0.0005,0
10,-1.8840765624895e-08,0.0105,0.0005,0
11,-6.194948372532e-08,0.0115,0.0005,0
12,-3.8202001349413e-08,0.0125,0.0005,0
13,-1.7364313712107e-07,0.0135,0.0005,0
14,-9.6979755669582e-07,0.0145,0.0005,0
15,-9.6979755669582e-07,0.0155,0.0005,0
16,-1.7364313712107e-07,0.0165,0.0005,0
17,-3.8202001349413e-08,0.0175,0.0005,0
18,-6.194948372532e-08,0.0185,0.0005,0
19,-1.8840765624896e-08,0.0195,0.0005,0
20,3.8891367132991e-08,0.0205,0.0005,0
21,4.133791108724e-08,0.0215,0.0005,0
22,4.3585982884789e-09,0.0225,0.0005,0
23,-1.6778174264535e-08,0.0235,0.0005,0
24,-6.8302477084442e-09,0.0245,0.0005,0
25,5.0819427694636e-09,0.0255,0.0005,0
26,2.8001410447996e-09,0.0265,0.0005,0
27,-1.716261777647e-09,0.0275,0.0005,0
28,-1.0739437905418e-09,0.0285,0.0005,0
29,2.2333288904581e-10,0.0295,0.0005,0
30,-1.1799391323267e-09,0.0005,0.0015,0
31,-6.7868746197599e-10,0.0015,0.0015,0
32,3.6771142205229e-09,0.0025,0.0015,0
33,-1.8286185264503e-09,0.0035,0.0015,0
34,-9.9644746220108e-09,0.0045,0.0015,0
35,7.3634280761074e-09,0.0055,0.0015,0
36,2.2735380624282e-08,0.0065,0.0015,0
37,-9.9459477275132e-09,0.0075,0.0015,0
38,-4.9061372963276e-08,0.0085,0.0015,0
39,-2.3696412304262e-08,0.0095,0.0015,0
40,5.4121060770061e-08,0.0105,0.0015,0
41,1.3083986832334e-07,0.0115,0.0015,0
42,1.6991668858281e-07,0.0125,0.0015,0
43,-9.723562316314e-09,0.0135,0.0015,0
44,-8.6757086091132e-07,0.0145,0.0015,0
45,-8.6757086091132e-07,0.0155,0.0015,0
46,-9.723562316312e-09,0.0165,0.0015,0
47,1.6991668858281e-07,0.0175,0.0015,0
48,1.3083986832334e-07,0.0185,0.0015,0
49,5.4121060770061e-08,0.0195,0.0015,0
50,-2.3696412304261e-08,0.0205,0.0015,0
51,-4.9061372963276e-08,0.0215,0.0015,0
52,-9.9459477275134e-09,0.0225,0.0015,0
53,2.2735380624282e-08,0.0235,0.0015,0
54,7.3634280761074e-09,0.0245,0.0015,0
55,-9.9644746220107e-09,0.0255,0.0015,0
56,-1.8286185264503e-09,0.0265,0.0015,0
57,3.6771142205229e-09,0.0275,0.0015,0
58,-6.7868746197599e-10,0.0285,0.0015,0
