id,integral_strain_stress_param2,x,y,z
0,-9.664635497987e-10,0.0005,0.0005,0
1,-1.66490753355e-09,0.0015,0.0005,0
2,6.0945203524486e-11,0.0025,0.0005,0
3,1.2077327750167e-09,0.0035,0.0005,0
4,-3.7801301624114e-09,0.0045,0.0005,0
5,-6.6553267510265e-09,0.0055,0.0005,0
6,5.5493409268294e-09,0.0065,0.0005,0
7,1.9954727700311e-08,0.0075,0.0005,0
8,7.3653859305087e-09,0.0085,0.0005,0
9,-2.9795846717883e-08,0.0095,0.0005,0
10,-4.7676484594218e-08,0.0105,0.0005,0
11,-2.2688693099551e-08,0.0115,0.0005,0
12,-2.7629153704737e-08,0.0125,0.0005,0
13,-1.5393056730633e-07,0.0135,0.0005,0
14,-8.4546576816647e-08,0.0145,0.0005,0
15,-8.4546576816647e-08,0.0155,0.0005,0
16,-1.5393056730633e-07,0.0165,0.0005,0
17,-2.7629153704737e-08,0.0175,0.0005,0
18,-2.2688693099551e-08,0.0185,0.0005,0
19,-4.7676484594218e-08,0.0195,0.0005,0
20,-2.9795846717884e-08,0.0205,0.0005,0
21,7.3653859305084e-09,0.0215,0.0005,0
22,1.995472770031e-08,0.0225,0.0005,0
23,5.5493409268294e-09,0.0235,0.0005,0
24,-6.6553267510264e-09,0.0245,0.0005,0
25,-3.7801301624114e-09,0.0255,0.0005,0
26,1.2077327750167e-09,0.0265,0.0005,0
27,6.0945203524487e-11,0.0275,0.0005,0
28,-1.66490753355e-09,0.0285,0.0005,0
29,-9.664635497987e-10,0.0295,0.0005,0
30,-1.6239361169319e-09,0.0005,0.0015,0
31,1.0791275569394e-09,0.0015,0.0015,0
32,-9.4860173101879e-10,0.0025,0.0015,0
33,-5.2179786544577e-09,0.0035,0.0015,0
34,2.4383146678489e-09,0.0045,0.0015,0
35,1.0013875790054e-08,0.0055,0.0015,0
36,-7.2877753485433e-09,0.0065,0.0015,0
37,-2.3732361740296e-08,0.0075,0.0015,0
38,8.4409597407837e-10,0.0085,0.0015,0
39,4.2502825430455e-08,0.0095,0.0015,0
40,4.898684297621e-08,0.0105,0.0015,0
41,5.7031401793454e-09,0.0115,0.0015,0
42,-1.0196623944001e-07,0.0125,0.0015,0
43,-3.0256597328238e-07,0.0135,0.0015,0
44,-3.0557879312429e-07,0.0145,0.0015,0
45,-3.0557879312429e-07,0.0155,0.0015,0
46,-3.0256597328238e-07,0.0165,0.0015,0
47,-1.0196623944002e-07,0.0175,0.0015,0
48,5.7031401793451e-09,0.0185,0.0015,0
49,4.8986842976209e-08,0.0195,0.0015,0
50,4.2502825430456e-08,0.0205,0.0015,0
51,8.440959740787e-10,0.0215,0.0015,0
52,-2.3732361740296e-08,0.0225,0.0015,0
53,-7.2877753485433e-09,0.0235,0.0015,0
54,1.0013875790053e-08,0.0245,0.0015,0
55,2.4383146678489e-09,0.0255,0.0015,0
56,-5.2179786544577e-09,0.0265,0.0015,0
57,-9.4860173101878e-10,0.0275,0.0015,0
58,1.0791275569394e-09,0.0285,0.0015,0
59,-1.6239361169319e-09,0.0295,0.0015,0
60,3.0873631229406e-10,0.0005,0.0025,0
61,-1.0216475998636e-09,0.0015,0.0025,0
62,-5.1208517647166e-09,0.0025,0.0025,0
63,5.8319715505059e-09,0.0035,0.0025,0
64,1.015330603914e-08,0.0045,0.0025,0
65,-2.6580651107927e-08,0.0055,0.0025,0
66,-2.6985194479756e-08,0.0065,0.0025,0
67,6.4055064720753e-08,0.0075,0.0025,0
68,9.5392909977997e-08,0.0085,0.0025,0
69,-4.8831933101075e-08,0.0095,0.0025,0
70,-1.9790558381261e-07,0.0105,0.0025,0
71,-1.5842959498966e-07,0.0115,0.0025,0
72,-1.8174489147874e-07,0.0125,0.0025,0
73,-7.1742105097372e-07,0.0135,0.0025,0
74,-5.8954546909986e-07,0.0145,0.0025,0
75,-5.8954546909987e-07,0.0155,0.0025,0
