id,ur,x,y,z
0,7.6363452301992e-09,0.015,0.0005,0
0.0005,1.0803042074407e-08,0.015,0.001,0
0.001,7.5771113208879e-09,0.015,0.0015,0
0.0015,-1.951428765376e-09,0.015,0.002,0
0.002,-1.4504916862231e-08,0.015,0.0025,0
0.0025,-2.4044458822319e-08,0.015,0.003,0
0.003,-2.3657134529862e-08,0.015,0.0035,0
0.0035,-8.789955313791e-09,0.015,0.004,0
0.004,1.9119183703583e-08,0.015,0.0045,0
0.0045,5.039166277622e-08,0.015,0.005,0
0.005,6.8303845751161e-08,0.015,0.0055,0
0.0055,5.5020277230512e-08,0.015,0.006,0
0.006,1.5443721018243e-09,0.015,0.0065,0
0.0065,-8.1824601525676e-08,0.015,0.007,0
0.007,-1.6042807225323e-07,0.015,0.0075,0
0.0075,-1.8201043516066e-07,0.015,0.008,0
0.008,-1.425166584774e-07,0.015,0.0085,0
0.0085,-6.8592904631113e-08,0.015,0.009,0
0.009,1.2471912278108e-08,0.015,0.0095,0
0.0095,1.0705764501968e-07,0.015,0.01,0
0.01,1.8298122464581e-07,0.015,0.0105,0
0.0105,2.4859613339035e-07,0.015,0.011,0
0.011,2.9682907374215e-07,0.015,0.0115,0
0.0115,3.1303521648235e-07,0.015,0.012,0
0.012,2.9490171946771e-07,0.015,0.0125,0
0.0125,2.2551983081021e-07,0.015,0.013,0
0.013,8.7981321877447e-08,0.015,0.0135,0
0.0135,-1.0386985411531e-07,0.015,0.014,0
0.014,-3.9028937909854e-07,0.015,0.0145,0
0.0145,-6.86202321794e-07,0.015,0.015,0
0.015,-1.0097647456359e-06,0.015,0.0155,0
0.0155,-1.1707789641419e-06,0.015,0.016,0
0.016,-9.8332125446441e-07,0.015,0.0165,0
0.0165,-3.760062853487e-07,0.015,0.017,0
0.017,5.399488338959e-07,0.015,0.0175,0
0.0175,1.7091287657303e-06,0.015,0.018,0
0.018,2.7091246848153e-06,0.015,0.0185,0
0.0185,3.5281082905836e-06,0.015,0.019,0
0.019,3.9672245929791e-06,0.015,0.0195,0
0.0195,3.7521400953645e-06,0.015,0.02,0
