id,uzr,x,y,z
60,0.37257602224859,0.015,0,0
61,1.0058497640229,0.015,0.001,0
62,0.71786268360678,0.015,0,0.001
63,1.2038654332908,0.015,0.001,0.001
154,1.2238026696339,0.015,0.002,0
155,1.465165901254,0.015,0.002,0.001
216,1.3495778493896,0.015,0.003,0
217,1.4775336160573,0.015,0.003,0.001
278,1.2847463002383,0.015,0.004,0
279,1.4132561767713,0.015,0.004,0.001
340,1.1859862309916,0.015,0.005,0
341,1.1807041219737,0.015,0.005,0.001
402,0.93225080939594,0.015,0.006,0
403,0.92379090327505,0.015,0.006,0.001
464,0.68585095669003,0.015,0.007,0
465,0.52775602063973,0.015,0.007,0.001
526,0.30244954195699,0.015,0.008,0
527,0.15509686380599,0.015,0.008,0.001
588,-0.028717966266749,0.015,0.009,0
589,-0.33275095451538,0.015,0.009,0.001
650,-0.47967077066084,0.015,0.01,0
651,-0.74424755175864,0.015,0.01,0.001
712,-0.8299371094414,0.015,0.011,0
713,-1.2454953630651,0.015,0.011,0.001
774,-1.280061489298,0.015,0.012,0
775,-1.6171917318119,0.015,0.012,0.001
836,-1.5868786999849,0.015,0.013,0
837,-2.051753034018,0.015,0.013,0.001
898,-1.9691551355013,0.015,0.014,0
899,-2.3180539942388,0.015,0.014,0.001
960,-2.1883645726437,0.015,0.015,0
961,-2.6191369974507,0.015,0.015,0.001
1022,-2.4517887865107,0.015,0.016,0
1023,-2.7479743585393,0.015,0.016,0.001
1084,-2.5721626277,0.015,0.017,0
1085,-2.8828241059246,0.015,0.017,0.001
1146,-2.6981049692974,0.015,0.018,0
1147,-2.8913228417942,0.015,0.018,0.001
1208,-2.7467972339734,0.015,0.019,0
1209,-2.8775664325353,0.015,0.019,0.001
1270,-2.7575432107809,0.015,0.02,0
1271,-2.8308163925613,0.015,0.02,0.001
1332,-2.7871884071413,0.015,0.021,0
1333,-2.7359485257327,0.015,0.021,0.001
1394,-2.7405173098084,0.015,0.022,0
1395,-2.7171551654169,0.015,0.022,0.001
1952,0.99021935065545,0.015,0,0.002
1953,1.35166715476,0.015,0.001,0.002
1999,1.4804960677922,0.015,0.002,0.002
2030,1.52116601431,0.015,0.003,0.002
2061,1.3200412865145,0.015,0.004,0.002
2092,1.1128497769273,0.015,0.005,0.002
2123,0.70205004941838,0.015,0.006,0.002
2154,0.34799459555499,0.015,0.007,0.002
2185,-0.18895516295702,0.015,0.008,0.002
2216,-0.60057483829892,0.015,0.009,0.002
2247,-1.17798985626,0.015,0.01,0.002
2278,-1.5561484510091,0.015,0.011,0.002
2309,-2.0832537799709,0.015,0.012,0.002
2340,-2.3463637817289,0.015,0.013,0.002
2371,-2.7374495216605,0.015,0.014,0.002
2402,-2.8373621170717,0.015,0.015,0.002
2433,-3.0317314020235,0.015,0.016,0.002
2464,-2.9766835277052,0.015,0.017,0.002
2495,-2.9635844690221,0.015,0.018,0.002
2526,-2.8273254778632,0.015,0.019,0.002
2557,-2.6619195912331,0.015,0.02,0.002
2588,-2.560475430799,0.015,0.021,0.002
2619,-2.3572835367564,0.015,0.022,0.002
2913,1.3104121651335,0.015,0,0.003
2914,1.3915964362091,0.015,0.001,0.003
2960,1.5103903881387,0.015,0.002,0.003
2991,1.3590528709534,0.015,0.003,0.003
3022,1.2220793465231,0.015,0.004,0.003
3053,0.82024315053147,0.015,0.005,0.003
3084,0.50249242079905,0.015,0.006,0.003
3115,-0.062135278276274,0.015,0.007,0.003
3146,-0.46125574118826,0.015,0.008,0.003
3177,-1.0982005110613,0.015,0.009,0.003
3208,-1.4761243591121,0.015,0.01,0.003
3239,-2.0884215384563,0.015,0.011,0.003
3270,-2.346720888696,0.015,0.012,0.003
3301,-2.8366025509934,0.015,0.013,0.003
3332,-2.9054033417817,0.015,0.014,0.003
3363,-3.1876067444758,0.015,0.015,0.003
3394,-3.0561479045055,0.015,0.016,0.003
3425,-3.0837709228519,0.015,0.017,0.003
3456,-2.8220503846583,0.015,0.018,0.003
3487,-2.61633599816,0.015,0.019,0.003
3518,-2.368630251266,0.015,0.02,0.003
3549,-2.0365561161235,0.015,0.021,0.003
3580,-1.9583529146656,0.015,0.022,0.003
3874,1.4441565881694,0.015,0,0.004
3875,1.5322490826368,0.015,0.001,0.004
3921,1.3652976672553,0.015,0.002,0.004
3952,1.2791023642281,0.015,0.003,0.004
3983,0.89316297099286,0.015,0.004,0.004
4014,0.6169939300656,0.015,0.005,0.004
4045,0.041707392407476,0.015,0.006,0.004
4076,-0.34059070716292,0.015,0.007,0.004
4107,-1.0202390615075,0.015,0.008,0.004
4138,-1.3997601911171,0.015,0.009,0.004
4169,-2.0853722667821,0.015,0.01,0.004
4200,-2.3486841502241,0.015,0.011,0.004
4231,-2.9372545952944,0.015,0.012,0.004
4262,-2.9885718137912,0.015,0.013,0.004
4293,-3.3796779929959,0.015,0.014,0.004
4324,-3.1776664147625,0.015,0.015,0.004
4355,-3.2898006023595,0.015,0.016,0.004
4386,-2.8820125471539,0.015,0.017,0.004
4417,-2.6861744563808,0.015,0.018,0.004
4448,-2.2270002826527,0.015,0.019,0.004
4479,-1.7889944937226,0.015,0.02,0.004
4510,-1.5026584030343,0.015,0.021,0.004
4541,-1.0091026145816,0.015,0.022,0.004
4835,1.7095744010272,0.015,0,0.005
4836,1.4629917994478,0.015,0.001,0.005
4882,1.3710897544511,0.015,0.002,0.005
4913,0.97121089844538,0.015,0.003,0.005
4944,0.7220181623147,0.015,0.004,0.005
4975,0.13992669420109,0.015,0.005,0.005
5006,-0.22786987033383,0.015,0.006,0.005
5037,-0.93824933652842,0.015,0.007,0.005
5068,-1.3248352180416,0.015,0.008,0.005
5099,-2.0722708474176,0.015,0.009,0.005
5130,-2.3555950940901,0.015,0.01,0.005
5161,-3.0371765848387,0.015,0.011,0.005
5192,-3.096583275568,0.015,0.012,0.005
5223,-3.6081454152032,0.015,0.013,0.005
5254,-3.3625630138036,0.015,0.014,0.005
5285,-3.6013949517106,0.015,0.015,0.005
5316,-3.0567313987667,0.015,0.016,0.005
5347,-2.942402262312,0.015,0.017,0.005
5378,-2.2327590871797,0.015,0.018,0.005
5409,-1.7563998067368,0.015,0.019,0.005
5440,-1.1510313667182,0.015,0.02,0.005
5471,-0.44941865254195,0.015,0.021,0.005
5502,-0.25335643815952,0.015,0.022,0.005
5796,1.7214019202753,0.015,0,0.006
5797,1.5819166701982,0.015,0.001,0.006
5843,1.1292956147991,0.015,0.002,0.006
5874,0.87546525123245,0.015,0.003,0.006
5905,0.27264956763693,0.015,0.004,0.006
5936,-0.092225821425024,0.015,0.005,0.006
5967,-0.82931409307255,0.015,0.006,0.006
5998,-1.2307634493872,0.015,0.007,0.006
6029,-2.0305978932535,0.015,0.008,0.006
6060,-2.3496405196811,0.015,0.009,0.006
6091,-3.1150919031293,0.015,0.01,0.006
6122,-3.2146305481446,0.015,0.011,0.006
