id,uyi,x,y,z
0,-0.013919973632711,0,0,0
1,-0.0096861626398774,0.0005,0,0
2,-0.0077670962266741,0.0005,0.0005,0
3,-0.01268939580918,0,0.0005,0
4,-0.0058545851856456,0.001,0,0
5,-0.0033537069661221,0.001,0.0005,0
6,-0.0021905138608492,0.0015,0,0
7,0.00074251537383738,0.0015,0.0005,0
8,0.0013163314185824,0.002,0,0
9,0.0046091244493638,0.002,0.0005,0
10,0.0046663520061321,0.0025,0,0
11,0.0082517624234604,0.0025,0.0005,0
12,0.0078385414779863,0.003,0,0
13,0.011662697714,0.003,0.0005,0
14,0.010810359029669,0.0035,0,0
15,0.014823025514234,0.0035,0.0005,0
16,0.013557134018037,0.004,0,0
17,0.017710793327437,0.004,0.0005,0
18,0.016053735100323,0.0045,0,0
19,0.020304212632606,0.0045,0.0005,0
20,0.018277985958617,0.005,0,0
21,0.022580862904867,0.005,0.0005,0
22,0.020207678846638,0.0055,0,0
23,0.024522811310089,0.0055,0.0005,0
24,0.021826395803223,0.006,0,0
25,0.026112171468802,0.006,0.0005,0
26,0.02311759335676,0.0065,0,0
27,0.027338198187056,0.0065,0.0005,0
28,0.024072584851027,0.007,0,0
29,0.028190120656778,0.007,0.0005,0
30,0.024682169316519,0.0075,0,0
31,0.028666074391353,0.0075,0.0005,0
32,0.024946366735444,0.008,0,0
33,0.028763752806184,0.008,0.0005,0
34,0.024864245163966,0.0085,0,0
35,0.028490635310538,0.0085,0.0005,0
36,0.024444594218517,0.009,0,0
37,0.027853296076192,0.009,0.0005,0
38,0.023694983110942,0.0095,0,0
39,0.026867981682282,0.0095,0.0005,0
40,0.02263222947451,0.01,0,0
41,0.025549740802145,0.01,0.0005,0
42,0.021271948770088,0.0105,0,0
43,0.023922180520406,0.0105,0.0005,0
44,0.019637616466619,0.011,0,0
45,0.022007670590579,0.011,0.0005,0
46,0.017751774895168,0.0115,0,0
47,0.019835213693324,0.0115,0.0005,0
48,0.015642799522266,0.012,0,0
49,0.017432723086095,0.012,0.0005,0
50,0.013338493535135,0.0125,0,0
51,0.014832421061395,0.0125,0.0005,0
52,0.010870298524745,0.013,0,0
53,0.012065650119448,0.013,0.0005,0
54,0.0082693742536524,0.0135,0,0
