id,integral_strain_stress,x,y,z
0,-9.2186065716633e-10,0.001,0.001,0.001
1,3.4091839737605e-09,0.003,0.001,0.001
2,5.2566842199897e-09,0.005,0.001,0.001
3,1.1278073022291e-09,0.007,0.001,0.001
4,-6.0010190214182e-09,0.009,0.001,0.001
5,-1.2121059859927e-08,0.011,0.001,0.001
6,-1.5713185517739e-08,0.013,0.001,0.001
7,-1.7478069927154e-08,0.015,0.001,0.001
8,-1.7643927517463e-08,0.017,0.001,0.001
9,-1.514416567717e-08,0.019,0.001,0.001
10,-9.2897359038981e-09,0.021,0.001,0.001
11,-2.096132346541e-09,0.023,0.001,0.001
12,2.1656636433854e-09,0.025,0.001,0.001
13,1.7831249589191e-09,0.027,0.001,0.001
14,-3.5435502645562e-10,0.029,0.001,0.001
15,2.1015120020557e-09,0.001,0.003,0.001
16,4.1439468136493e-09,0.003,0.003,0.001
17,-3.4888012773218e-09,0.005,0.003,0.001
18,-1.020510318891e-08,0.007,0.003,0.001
19,-9.8776154635738e-09,0.009,0.003,0.001
20,-3.7775522772972e-09,0.011,0.003,0.001
21,2.51633369982e-09,0.013,0.003,0.001
22,4.5878387194252e-09,0.015,0.003,0.001
23,1.3294567547923e-09,0.017,0.003,0.001
24,-5.3212643425414e-09,0.019,0.003,0.001
25,-1.0621843557227e-08,0.021,0.003,0.001
26,-1.0084437127471e-08,0.023,0.003,0.001
27,-4.1069895604335e-09,0.025,0.003,0.001
28,1.461051976421e-09,0.027,0.003,0.001
29,1.0827750343415e-09,0.029,0.003,0.001
30,3.3679845649391e-09,0.001,0.005,0.001
31,-3.2981641206133e-09,0.003,0.005,0.001
32,-1.0760843330722e-08,0.005,0.005,0.001
33,-6.0545173073527e-09,0.007,0.005,0.001
34,9.9368883000164e-09,0.009,0.005,0.001
35,2.7816012083705e-08,0.011,0.005,0.001
36,3.992922096248e-08,0.013,0.005,0.001
37,4.4039154255484e-08,0.015,0.005,0.001
38,3.996663005713e-08,0.017,0.005,0.001
39,2.7489331229219e-08,0.019,0.005,0.001
40,9.6589742591504e-09,0.021,0.005,0.001
41,-4.9631523710814e-09,0.023,0.005,0.001
42,-8.412126739005e-09,0.025,0.005,0.001
43,-3.0966664509209e-09,0.027,0.005,0.001
44,1.4801016674032e-09,0.029,0.005,0.001
45,5.2286069495987e-10,0.001,0.007,0.001
46,-8.0801630609307e-09,0.003,0.007,0.001
47,-3.236964876026e-09,0.005,0.007,0.001
48,1.4215144553871e-08,0.007,0.007,0.001
49,3.3082445978505e-08,0.009,0.007,0.001
50,4.3526653238552e-08,0.011,0.007,0.001
51,4.6783497053506e-08,0.013,0.007,0.001
52,4.8251260637946e-08,0.015,0.007,0.001
53,5.0144271475371e-08,0.017,0.007,0.001
54,4.7125668272277e-08,0.019,0.007,0.001
55,3.2929229356684e-08,0.021,0.007,0.001
56,1.1991673704874e-08,0.023,0.007,0.001
57,-3.2503539449399e-09,0.025,0.007,0.001
58,-5.8469780328278e-09,0.027,0.007,0.001
59,-2.52476841574e-10,0.029,0.007,0.001
60,-3.5955659100051e-09,0.001,0.009,0.001
61,-1.9956206496683e-09,0.003,0.009,0.001
62,1.3897721698312e-08,0.005,0.009,0.001
63,2.8381363523741e-08,0.007,0.009,0.001
64,2.8022925278134e-08,0.009,0.009,0.001
65,1.418916526001e-08,0.011,0.009,0.001
66,-7.1186486882755e-10,0.013,0.009,0.001
67,-2.9412264230659e-09,0.015,0.009,0.001
68,9.9985761534772e-09,0.017,0.009,0.001
69,2.8087747464757e-08,0.019,0.009,0.001
70,3.5701733779478e-08,0.021,0.009,0.001
71,2.5520452756899e-08,0.023,0.009,0.001
72,7.9188930353529e-09,0.025,0.009,0.001
73,-2.9779259454779e-09,0.027,0.009,0.001
74,-2.6833724623687e-09,0.029,0.009,0.001
75,-4.6116441181823e-09,0.001,0.011,0.001
76,1.1582039468984e-08,0.003,0.011,0.001
77,2.5689434177539e-08,0.005,0.011,0.001
78,2.0805946520852e-08,0.007,0.011,0.001
79,-7.006144457781e-09,0.009,0.011,0.001
80,-4.4424431573926e-08,0.011,0.011,0.001
81,-7.168631524563e-08,0.013,0.011,0.001
82,-7.5245681408461e-08,0.015,0.011,0.001
83,-5.3808697561586e-08,0.017,0.011,0.001
84,-1.560342160052e-08,0.019,0.011,0.001
85,1.6893389366104e-08,0.021,0.011,0.001
86,2.6859827004068e-08,0.023,0.011,0.001
