id,integral_strain_stress,x,y,z
0,1.4785643893915e-09,0.001,0.001,0.001
1,5.6519181313076e-10,0.003,0.001,0.001
2,-1.5139005873788e-08,0.005,0.001,0.001
3,-3.4741280168136e-08,0.007,0.001,0.001
4,-3.0402219450309e-08,0.009,0.001,0.001
5,6.0526084835088e-10,0.011,0.001,0.001
6,3.1886120387614e-08,0.013,0.001,0.001
7,4.4302660915427e-08,0.015,0.001,0.001
8,4.7913033973916e-08,0.017,0.001,0.001
9,5.3235595667323e-08,0.019,0.001,0.001
10,7.6561866670245e-08,0.021,0.001,0.001
11,7.717267637111e-08,0.023,0.001,0.001
12,4.8262979582658e-08,0.025,0.001,0.001
13,1.8370433151833e-09,0.027,0.001,0.001
14,-7.5282243952841e-09,0.029,0.001,0.001
15,3.5368747689394e-09,0.001,0.003,0.001
16,-6.3301507013378e-09,0.003,0.003,0.001
17,-1.2218317774422e-08,0.005,0.003,0.001
18,1.6650615695616e-08,0.007,0.003,0.001
19,8.0626570728194e-08,0.009,0.003,0.001
20,1.243679950355e-07,0.011,0.003,0.001
21,1.3080221698115e-07,0.013,0.003,0.001
22,8.4488758240158e-08,0.015,0.003,0.001
23,3.3975026238074e-08,0.017,0.003,0.001
24,-9.5621905597569e-09,0.019,0.003,0.001
25,-1.3597465181373e-08,0.021,0.003,0.001
26,2.5069209582606e-08,0.023,0.003,0.001
27,5.0290715508838e-08,0.025,0.003,0.001
28,3.7947456217437e-08,0.027,0.003,0.001
29,-1.548581197842e-09,0.029,0.003,0.001
30,3.7722252559297e-09,0.001,0.005,0.001
31,-6.4702314800265e-09,0.003,0.005,0.001
32,6.3533482240799e-09,0.005,0.005,0.001
33,7.0266667042249e-08,0.007,0.005,0.001
34,1.4340672041342e-07,0.009,0.005,0.001
35,1.6578686889965e-07,0.011,0.005,0.001
36,1.2845525004261e-07,0.013,0.005,0.001
37,8.6402907297251e-08,0.015,0.005,0.001
38,3.8489729789976e-08,0.017,0.005,0.001
39,-2.0140401274915e-08,0.019,0.005,0.001
40,-6.239212895802e-08,0.021,0.005,0.001
41,-4.1521868152783e-08,0.023,0.005,0.001
42,1.2312888686234e-08,0.025,0.005,0.001
43,3.6406610069909e-08,0.027,0.005,0.001
44,1.480054247752e-09,0.029,0.005,0.001
45,2.2365970581724e-09,0.001,0.007,0.001
46,-1.1144692446905e-08,0.003,0.007,0.001
47,2.2369901801381e-08,0.005,0.007,0.001
48,7.62102302025e-08,0.007,0.007,0.001
49,8.9188220605861e-08,0.009,0.007,0.001
50,4.0622424000973e-08,0.011,0.007,0.001
51,-2.8509689138759e-08,0.013,0.007,0.001
52,-4.0366516145115e-08,0.015,0.007,0.001
53,-1.0146962757884e-08,0.017,0.007,0.001
54,-1.405479460947e-08,0.019,0.007,0.001
55,-4.9637835399138e-08,0.021,0.007,0.001
56,-6.4004261112333e-08,0.023,0.007,0.001
57,-2.4647747482575e-09,0.025,0.007,0.001
58,3.0056409991981e-08,0.027,0.007,0.001
59,4.8345452040475e-09,0.029,0.007,0.001
60,-3.1439659164542e-09,0.001,0.009,0.001
61,-1.0557636241486e-08,0.003,0.009,0.001
62,3.2677932189159e-08,0.005,0.009,0.001
63,4.5223810536343e-08,0.007,0.009,0.001
64,-1.8640733244916e-08,0.009,0.009,0.001
65,-1.5417372769769e-07,0.011,0.009,0.001
66,-2.3045232555695e-07,0.013,0.009,0.001
67,-2.1971770636181e-07,0.015,0.009,0.001
68,-1.2852986875833e-07,0.017,0.009,0.001
69,-5.0637782878227e-08,0.019,0.009,0.001
70,-5.5887885899918e-08,0.021,0.009,0.001
71,-7.1765582815905e-08,0.023,0.009,0.001
72,-2.0229293160819e-08,0.025,0.009,0.001
73,5.28396987012e-08,0.027,0.009,0.001
74,9.9963555148939e-09,0.029,0.009,0.001
75,-4.721654160785e-09,0.001,0.011,0.001
76,4.4452364625552e-10,0.003,0.011,0.001
77,2.8595517933788e-08,0.005,0.011,0.001
78,1.0142492895379e-08,0.007,0.011,0.001
79,-1.0475615882282e-07,0.009,0.011,0.001
80,-2.5963189928873e-07,0.011,0.011,0.001
81,-3.3701639026123e-07,0.013,0.011,0.001
82,-3.1324648157871e-07,0.015,0.011,0.001
83,-2.0606315196412e-07,0.017,0.011,0.001
84,-8.5850322148126e-08,0.019,0.011,0.001
85,-6.1725600005466e-08,0.021,0.011,0.001
86,-8.9892328024484e-08,0.023,0.011,0.001
87,-3.945495798791e-08,0.025,0.011,0.001
88,6.6058131041009e-08,0.027,0.011,0.001
89,1.8245492595584e-08,0.029,0.011,0.001
90,1.7687821949915e-09,0.001,0.013,0.001
91,9.4434771086341e-09,0.003,0.013,0.001
92,-3.8348457858277e-09,0.005,0.013,0.001
93,-1.489696247722e-08,0.007,0.013,0.001
94,-1.1825233480912e-07,0.009,0.013,0.001
95,-2.5927821651519e-07,0.011,0.013,0.001
96,-3.2333028113892e-07,0.013,0.013,0.001
97,-3.2027017466077e-07,0.015,0.013,0.001
98,-2.0779939859108e-07,0.017,0.013,0.001
99,-9.2003140482319e-08,0.019,0.013,0.001
100,-4.5251710928316e-08,0.021,0.013,0.001
101,-8.3231302146865e-08,0.023,0.013,0.001
102,-5.5929356402501e-08,0.025,0.013,0.001
