x,y,z,value
0,0,0.016,-4.23036812364998e-08
0.002,0,0.016,8.12062230521726e-08
0.002,0.002,0.016,3.76676254439584e-07
0,0.002,0.016,1.5958562231454e-08
0.004,0,0.016,5.06448087946086e-07
0.004,0.002,0.016,1.23409877465821e-06
0.006,0,0.016,1.4247825582332e-06
0.006,0.002,0.016,2.04045090687328e-06
0.008,0,0.016,2.43339010220407e-06
0.008,0.002,0.016,3.08594752318405e-06
0.01,0,0.016,3.71775877406401e-06
0.01,0.002,0.016,3.64749855532947e-06
0.012,0,0.016,4.55021043430049e-06
0.012,0.002,0.016,4.13418317145504e-06
0.014,0,0.016,5.18944761846341e-06
0.014,0.002,0.016,4.12238430247554e-06
0.016,0,0.016,4.92828260012057e-06
0.016,0.002,0.016,4.28929494629198e-06
0.018,0,0.016,4.67195346733659e-06
0.018,0.002,0.016,3.73675591693588e-06
0.02,0,0.016,3.27782955975844e-06
0.02,0.002,0.016,3.78572964806144e-06
0.022,0,0.016,2.3619742557456e-06
0.022,0.002,0.016,2.61489637642075e-06
0.024,0,0.016,6.95530700268716e-07
0.024,0.002,0.016,2.06232411690849e-06
0.026,0,0.016,-7.29945186210969e-08
0.026,0.002,0.016,6.63414346123312e-07
0.028,0,0.016,-8.65410973308349e-07
0.028,0.002,0.016,-1.24642944538539e-07
0.03,0,0.016,-7.88084455538449e-07
0.03,0.002,0.016,-8.36712156141828e-07
0.002,0.004,0.016,5.54420125754691e-07
0,0.004,0.016,3.80012829539426e-08
0.004,0.004,0.016,9.40240660964303e-07
0.006,0.004,0.016,1.81329716934721e-06
0.008,0.004,0.016,2.26270824504079e-06
0.01,0.004,0.016,2.80538997174461e-06
0.012,0.004,0.016,2.70854989965286e-06
0.014,0.004,0.016,2.57849832301657e-06
0.016,0.004,0.016,2.28108448135879e-06
0.018,0.004,0.016,2.91410046188178e-06
0.02,0.004,0.016,2.37930140744268e-06
0.022,0.004,0.016,2.77005508112155e-06
0.024,0.004,0.016,1.52012465327476e-06
0.026,0.004,0.016,9.2148950022776e-07
0.028,0.004,0.016,-1.22468988961459e-07
0.03,0.004,0.016,-6.02475300391756e-07
0.002,0.006,0.016,2.24261166623975e-07
0,0.006,0.016,1.72904819821696e-07
0.004,0.006,0.016,5.73231056205117e-07
0.006,0.006,0.016,5.04912186667802e-07
0.008,0.006,0.016,1.54802490843174e-06
0.01,0.006,0.016,1.73751504726279e-06
0.012,0.006,0.016,1.63871669949293e-06
0.014,0.006,0.016,1.19995105736103e-06
0.016,0.006,0.016,1.38493519861766e-06
0.018,0.006,0.016,8.32796196820152e-07
0.02,0.006,0.016,2.39049031795823e-06
0.022,0.006,0.016,1.25153052297567e-06
0.024,0.006,0.016,1.25380236827674e-06
0.026,0.006,0.016,1.8264120180936e-07
0.028,0.006,0.016,-3.16097354422743e-07
0.03,0.006,0.016,-8.40406947506209e-07
0.002,0.008,0.016,1.77641998636783e-07
0,0.008,0.016,-1.46368406860812e-07
0.004,0.008,0.016,-3.2117016737299e-08
0.006,0.008,0.016,2.77433115754983e-07
0.008,0.008,0.016,-2.75544686603214e-08
0.01,0.008,0.016,2.43300962884051e-06
0.012,0.008,0.016,1.57807191189291e-06
0.014,0.008,0.016,8.22800432035689e-07
0.016,0.008,0.016,-1.15633344361266e-06
0.018,0.008,0.016,2.5553160764222e-06
0.02,0.008,0.016,1.20516992139954e-06
0.022,0.008,0.016,1.34334406632123e-06
0.024,0.008,0.016,2.67863300628551e-07
0.026,0.008,0.016,-2.29032982873947e-07
0.028,0.008,0.016,-7.85159603965298e-07
0.03,0.008,0.016,-1.07495851516782e-06
0.002,0.01,0.016,-8.45022246901339e-08
0,0.01,0.016,-3.02437372738326e-07
0.004,0.01,0.016,4.39649655725456e-07
0.006,0.01,0.016,1.34152304408591e-06
0.008,0.01,0.016,1.23553424123902e-06
0.01,0.01,0.016,-1.68497841852671e-06
0.012,0.01,0.016,2.02183824957137e-06
0.014,0.01,0.016,-2.54427705965738e-07
0.016,0.01,0.016,3.9189791134985e-06
0.018,0.01,0.016,1.11192075671397e-06
0.02,0.01,0.016,2.01872923466778e-06
0.022,0.01,0.016,6.4672439591758e-07
0.024,0.01,0.016,8.89017398182678e-07
0.026,0.01,0.016,-2.96130398123992e-07
0.028,0.01,0.016,-1.16702527777884e-06
0.03,0.01,0.016,-1.2704828900859e-06
0.002,0.012,0.016,-2.64992601392312e-07
0,0.012,0.016,-5.79548492532869e-07
0.004,0.012,0.016,4.2555327025979e-07
0.006,0.012,0.016,3.61147978004928e-06
0.008,0.012,0.016,3.52098979404015e-06
0.01,0.012,0.016,2.46237830318452e-06
0.012,0.012,0.016,-2.27764022011192e-06
0.014,0.012,0.016,4.97997714543055e-07
0.016,0.012,0.016,-4.77276444660422e-06
0.018,0.012,0.016,3.0238597737149e-06
0.02,0.012,0.016,-6.84285639054112e-07
0.022,0.012,0.016,3.68207646295432e-06
0.024,0.012,0.016,3.65009631343467e-06
0.026,0.012,0.016,-9.5531215136367e-07
0.028,0.012,0.016,-8.66646862779935e-07
0.03,0.012,0.016,-1.57413159814244e-06
0.002,0.014,0.016,-6.63901825057533e-07
