x,y,z,value
0,0,0.016,6.29883360288099e-06
0.002,0,0.016,-6.33276309305093e-05
0.002,0.002,0.016,2.23111316402127e-05
0,0.002,0.016,1.51761039959831e-05
0.004,0,0.016,-7.77984716596291e-05
0.004,0.002,0.016,1.32815087652429e-05
0.006,0,0.016,5.9809220467863e-05
0.006,0.002,0.016,-1.22830968312477e-05
0.008,0,0.016,2.8901196068378e-06
0.008,0.002,0.016,-8.67181709605037e-05
0.01,0,0.016,-7.56918661218641e-05
0.01,0.002,0.016,-2.7891059378288e-05
0.012,0,0.016,-5.45019971596901e-05
0.012,0.002,0.016,1.32938275274816e-05
0.014,0,0.016,8.280952793813e-05
0.014,0.002,0.016,-4.55760658215161e-05
0.016,0,0.016,1.05682205616998e-05
0.016,0.002,0.016,1.20321113043871e-05
0.018,0,0.016,-7.85994623370582e-05
0.018,0.002,0.016,7.63737102245335e-05
0.02,0,0.016,6.68212073303088e-05
0.02,0.002,0.016,-3.15853369224242e-05
0.022,0,0.016,5.88304080865838e-05
0.022,0.002,0.016,-2.65348700968627e-05
0.024,0,0.016,-7.43565735258e-05
0.024,0.002,0.016,1.20794347565724e-05
0.026,0,0.016,-1.88965130890728e-05
0.026,0.002,0.016,4.58457868241968e-05
0.028,0,0.016,6.11415339106395e-07
0.028,0.002,0.016,-2.05114534649e-05
0.03,0,0.016,-5.61122204076356e-05
0.03,0.002,0.016,1.8044162901972e-05
0.002,0.004,0.016,5.63249710310067e-06
0,0.004,0.016,1.58600964565686e-05
0.004,0.004,0.016,-6.25960526756481e-05
0.006,0.004,0.016,6.68138037446509e-05
0.008,0.004,0.016,1.5981898723942e-05
0.01,0.004,0.016,5.60168646789119e-05
0.012,0.004,0.016,-4.64327628565686e-05
0.014,0.004,0.016,1.82053126313504e-05
0.016,0.004,0.016,-0.000101668387379638
0.018,0.004,0.016,-2.73089198890579e-05
0.02,0.004,0.016,4.89354348251693e-05
0.022,0.004,0.016,5.57878281162499e-06
0.024,0.004,0.016,6.01700672744393e-05
0.026,0.004,0.016,-1.96503877673308e-05
0.028,0.004,0.016,-4.16693641992752e-05
0.03,0.004,0.016,1.53464073812787e-05
0.002,0.006,0.016,-7.99643109800516e-05
0,0.006,0.016,7.96756147544136e-06
0.004,0.006,0.016,3.45973871215134e-05
0.006,0.006,0.016,3.22134792353619e-05
0.008,0.006,0.016,8.54694044239004e-05
0.01,0.006,0.016,4.17665533774885e-05
0.012,0.006,0.016,-5.64087851635259e-05
0.014,0.006,0.016,-2.72623848307478e-06
0.016,0.006,0.016,4.28299370796524e-05
0.018,0.006,0.016,3.791989250911e-05
0.02,0.006,0.016,-3.56297955953214e-05
0.022,0.006,0.016,8.83844716558784e-05
0.024,0.006,0.016,-2.32066102413395e-05
0.026,0.006,0.016,1.41770029061754e-05
0.028,0.006,0.016,2.54109172026712e-05
0.03,0.006,0.016,-1.83515559358622e-05
0.002,0.008,0.016,8.98784927916518e-05
0,0.008,0.016,3.33994584090507e-05
0.004,0.008,0.016,1.23835285011499e-06
0.006,0.008,0.016,-1.2576307787219e-05
0.008,0.008,0.016,-6.63046522070222e-06
0.01,0.008,0.016,-5.40197755269844e-06
0.012,0.008,0.016,1.531346138754e-05
0.014,0.008,0.016,3.72410091217866e-05
0.016,0.008,0.016,-5.94619695595605e-06
0.018,0.008,0.016,-4.42313799882145e-05
0.02,0.008,0.016,-1.36658206659115e-05
0.022,0.008,0.016,-7.67187895496486e-06
0.024,0.008,0.016,1.66204600462142e-05
0.026,0.008,0.016,-1.54501519477647e-05
0.028,0.008,0.016,-5.30792587944361e-05
0.03,0.008,0.016,6.36498897770224e-05
0.002,0.01,0.016,-7.13648976843664e-05
0,0.01,0.016,8.77512157246459e-06
0.004,0.01,0.016,-4.57514733048595e-05
0.006,0.01,0.016,3.08507125132051e-05
0.008,0.01,0.016,1.87878045383606e-05
0.01,0.01,0.016,-5.16013049406462e-05
0.012,0.01,0.016,2.53838009512579e-05
0.014,0.01,0.016,3.57361870944534e-05
0.016,0.01,0.016,-2.77922964111621e-05
0.018,0.01,0.016,2.28931518272092e-05
0.02,0.01,0.016,8.54886048863666e-06
0.022,0.01,0.016,-1.84227089494848e-05
0.024,0.01,0.016,-1.87485679303227e-05
0.026,0.01,0.016,-8.29260248714337e-05
0.028,0.01,0.016,2.10391635106928e-05
0.03,0.01,0.016,-1.81569821619949e-06
0.002,0.012,0.016,-4.83835916173422e-05
0,0.012,0.016,-6.80449604200445e-05
0.004,0.012,0.016,7.4340835740681e-05
0.006,0.012,0.016,-1.32225644451753e-06
0.008,0.012,0.016,4.41416150153431e-05
0.01,0.012,0.016,-2.42979095382732e-05
0.012,0.012,0.016,-4.94852171742063e-05
0.014,0.012,0.016,2.40413605543065e-05
0.016,0.012,0.016,7.73562599199334e-05
0.018,0.012,0.016,-1.13201133192344e-05
0.02,0.012,0.016,-5.94229175328921e-05
0.022,0.012,0.016,1.13199522209797e-05
0.024,0.012,0.016,2.10722697376914e-05
0.026,0.012,0.016,7.86162193697627e-05
0.028,0.012,0.016,-3.64892104103878e-05
0.03,0.012,0.016,3.22732013621312e-05
0.002,0.014,0.016,2.04407031731116e-05
0,0.014,0.016,2.93352904206888e-05
0.004,0.014,0.016,-4.67838967718796e-05
0.006,0.014,0.016,-3.26157719601496e-05
0.008,0.014,0.016,5.79698309559129e-05
0.01,0.014,0.016,-7.65776286742175e-05
0.012,0.014,0.016,5.79151506756508e-05
0.014,0.014,0.016,-9.63688691084048e-06
0.016,0.014,0.016,-5.93143579067675e-07
0.018,0.014,0.016,6.66387933469031e-06
0.02,0.014,0.016,8.06857082357912e-06
0.022,0.014,0.016,2.69597641621496e-05
0.024,0.014,0.016,-1.76375517170326e-05
0.026,0.014,0.016,-7.19478199540316e-05
0.028,0.014,0.016,-1.76718721549e-05
0.03,0.014,0.016,-8.54050217771789e-06
0.002,0.016,0.016,-1.78232632357656e-05
0,0.016,0.016,-4.16700320176422e-05
0.004,0.016,0.016,-8.15972875183599e-06
0.006,0.016,0.016,8.71124589484342e-05
0.008,0.016,0.016,-6.12988861720758e-05
0.01,0.016,0.016,-6.29554587360996e-05
0.012,0.016,0.016,3.11865682616685e-05
0.014,0.016,0.016,5.99893504204985e-05
0.016,0.016,0.016,8.99545424384428e-07
0.018,0.016,0.016,3.82048487383734e-06
0.02,0.016,0.016,-5.15264799548954e-05
0.022,0.016,0.016,2.16765755999939e-05
0.024,0.016,0.016,-1.71594958416896e-05
0.026,0.016,0.016,9.56131767661098e-06
0.028,0.016,0.016,-2.28699748215822e-05
0.03,0.016,0.016,1.48193535498013e-05
0.002,0.018,0.016,1.73373224538831e-06
0,0.018,0.016,5.17830236307831e-06
0.004,0.018,0.016,2.68296739423941e-05
0.006,0.018,0.016,8.91393237822981e-05
0.008,0.018,0.016,-3.89694728839831e-05
0.01,0.018,0.016,4.49501141931794e-07
0.012,0.018,0.016,-4.54130804809225e-05
0.014,0.018,0.016,-3.39623386843516e-06
0.016,0.018,0.016,-1.85928545456265e-06
0.018,0.018,0.016,-2.85773112106988e-05
0.02,0.018,0.016,3.17044127185785e-06
0.022,0.018,0.016,-6.28246184916075e-05
0.024,0.018,0.016,1.00247442380061e-05
0.026,0.018,0.016,-2.71645938071058e-05
0.028,0.018,0.016,1.91937830103487e-05
0.03,0.018,0.016,4.28620899971388e-06
0.002,0.02,0.016,1.71133134836416e-07
0,0.02,0.016,-5.07221084312731e-06
0.004,0.02,0.016,-2.66283761765214e-05
0.006,0.02,0.016,3.74101710836432e-05
0.008,0.02,0.016,-7.11343240119514e-06
0.01,0.02,0.016,-2.24476774887709e-05
0.012,0.02,0.016,4.27676912453153e-05
0.014,0.02,0.016,1.39043879338755e-05
0.016,0.02,0.016,-2.65665280680203e-05
