id,integral_strain_stress,x,y,z
0,-1.7193492148676e-08,0.001,0.001,0.001
1,6.94433633774e-08,0.003,0.001,0.001
2,3.5122264762974e-08,0.005,0.001,0.001
3,3.1664075425593e-08,0.007,0.001,0.001
4,-3.1681340606697e-08,0.009,0.001,0.001
5,-1.1314768141243e-08,0.011,0.001,0.001
6,1.6313525409977e-09,0.013,0.001,0.001
7,3.0028962884271e-08,0.015,0.001,0.001
8,9.4600252964535e-08,0.017,0.001,0.001
9,6.7264864563333e-08,0.019,0.001,0.001
10,1.1549678532483e-07,0.021,0.001,0.001
11,6.1986296373292e-08,0.023,0.001,0.001
12,-2.1065389683379e-10,0.025,0.001,0.001
13,-9.633150267828e-08,0.027,0.001,0.001
14,-1.5831488857134e-07,0.029,0.001,0.001
15,5.4353309438744e-09,0.001,0.003,0.001
16,5.7012387958521e-08,0.003,0.003,0.001
17,3.770972754295e-08,0.005,0.003,0.001
18,-3.1178102072855e-08,0.007,0.003,0.001
19,-6.9029515030164e-08,0.009,0.003,0.001
20,-7.7615501210512e-08,0.011,0.003,0.001
21,-6.6428744095133e-08,0.013,0.003,0.001
22,-3.2282817548999e-08,0.015,0.003,0.001
23,9.5550535868676e-10,0.017,0.003,0.001
24,4.563420467828e-08,0.019,0.003,0.001
25,7.4600014861526e-08,0.021,0.003,0.001
26,9.5793486592888e-08,0.023,0.003,0.001
27,7.8664047081214e-08,0.025,0.003,0.001
28,1.2650601300107e-08,0.027,0.003,0.001
29,-1.5606799971522e-07,0.029,0.003,0.001
30,6.614506046485e-08,0.001,0.005,0.001
31,3.5202998077201e-08,0.003,0.005,0.001
32,-2.3852580778787e-08,0.005,0.005,0.001
33,-1.2519488735573e-07,0.007,0.005,0.001
34,-1.2237126284574e-07,0.009,0.005,0.001
35,-1.5997175613615e-07,0.011,0.005,0.001
36,-1.3316095726926e-07,0.013,0.005,0.001
37,-1.1479052418011e-07,0.015,0.005,0.001
38,-8.7064370572643e-08,0.017,0.005,0.001
39,-1.7282191387788e-08,0.019,0.005,0.001
40,2.105989828771e-08,0.021,0.005,0.001
41,9.5847252626238e-08,0.023,0.005,0.001
42,1.176655705427e-07,0.025,0.005,0.001
43,1.0046723854474e-07,0.027,0.005,0.001
44,-7.753241102508e-08,0.029,0.005,0.001
45,1.4047307988501e-07,0.001,0.007,0.001
46,-1.5603251868363e-08,0.003,0.007,0.001
47,-1.2194827263158e-07,0.005,0.007,0.001
48,-2.1971045316959e-07,0.007,0.007,0.001
49,-1.9351290754245e-07,0.009,0.007,0.001
50,-2.1762779272879e-07,0.011,0.007,0.001
51,-1.8622355839662e-07,0.013,0.007,0.001
52,-1.8357041049727e-07,0.015,0.007,0.001
53,-1.6380487531472e-07,0.017,0.007,0.001
54,-8.8213519357983e-08,0.019,0.007,0.001
55,-4.7282572072712e-08,0.021,0.007,0.001
56,5.4824022861569e-08,0.023,0.007,0.001
57,1.2122216869212e-07,0.025,0.007,0.001
58,1.5615986453679e-07,0.027,0.007,0.001
59,3.0672849000682e-08,0.029,0.007,0.001
60,1.9368294703679e-07,0.001,0.009,0.001
61,-9.3344150992001e-08,0.003,0.009,0.001
62,-2.2809991686297e-07,0.005,0.009,0.001
63,-2.8892710614715e-07,0.007,0.009,0.001
64,-2.4357478371692e-07,0.009,0.009,0.001
65,-2.1904922949673e-07,0.011,0.009,0.001
66,-2.029930378863e-07,0.013,0.009,0.001
67,-2.0479580722792e-07,0.015,0.009,0.001
68,-1.9846924232745e-07,0.017,0.009,0.001
69,-1.6118169349762e-07,0.019,0.009,0.001
70,-8.0728490365813e-08,0.021,0.009,0.001
71,-2.5162944229653e-09,0.023,0.009,0.001
72,1.086374107568e-07,0.025,0.009,0.001
73,1.7433443658073e-07,0.027,0.009,0.001
74,1.1587207822346e-07,0.029,0.009,0.001
75,1.8810060598993e-07,0.001,0.011,0.001
76,-1.685911297201e-07,0.003,0.011,0.001
77,-3.1254709657621e-07,0.005,0.011,0.001
78,-3.0526835884549e-07,0.007,0.011,0.001
79,-2.1806136144183e-07,0.009,0.011,0.001
80,-1.7169760048385e-07,0.011,0.011,0.001
81,-1.3555302118818e-07,0.013,0.011,0.001
82,-2.0293121885252e-07,0.015,0.011,0.001
83,-1.9304683652727e-07,0.017,0.011,0.001
84,-1.8468156819295e-07,0.019,0.011,0.001
85,-1.0578909018937e-07,0.021,0.011,0.001
86,-4.6639105880186e-09,0.023,0.011,0.001
87,8.4737733341185e-08,0.025,0.011,0.001
88,1.7253551161651e-07,0.027,0.011,0.001
89,1.5830917489987e-07,0.029,0.011,0.001
90,1.4831351736498e-07,0.001,0.013,0.001
91,-2.3182902579719e-07,0.003,0.013,0.001
92,-3.3796652388865e-07,0.005,0.013,0.001
93,-2.5781813203941e-07,0.007,0.013,0.001
94,-1.1745467970064e-07,0.009,0.013,0.001
95,-6.8877155835496e-08,0.011,0.013,0.001
96,-2.9094977624868e-08,0.013,0.013,0.001
97,-1.4419533435604e-07,0.015,0.013,0.001
98,-1.757606499808e-07,0.017,0.013,0.001
99,-1.7054708800207e-07,0.019,0.013,0.001
100,-9.1479080333956e-08,0.021,0.013,0.001
101,1.8970022841761e-08,0.023,0.013,0.001
102,1.0469156203283e-07,0.025,0.013,0.001
103,1.5522524949893e-07,0.027,0.013,0.001
104,1.5081526379185e-07,0.029,0.013,0.001
105,9.0938751696163e-08,0.001,0.015,0.001
106,-2.7772673204091e-07,0.003,0.015,0.001
107,-2.7866976637215e-07,0.005,0.015,0.001
108,-1.7163845241024e-07,0.007,0.015,0.001
109,2.5875103481327e-08,0.009,0.015,0.001
110,6.8366667702056e-08,0.011,0.015,0.001
111,6.5391344672427e-08,0.013,0.015,0.001
112,-6.7227160678409e-08,0.015,0.015,0.001
113,-1.6052432746608e-07,0.017,0.015,0.001
114,-1.4572942049816e-07,0.019,0.015,0.001
115,-5.3941937794435e-08,0.021,0.015,0.001
116,6.1242493246906e-08,0.023,0.015,0.001
117,1.3377282228946e-07,0.025,0.015,0.001
118,1.5095634654733e-07,0.027,0.015,0.001
119,1.260798524457e-07,0.029,0.015,0.001
120,9.7061337083263e-09,0.001,0.017,0.001
121,-2.6523345324884e-07,0.003,0.017,0.001
122,-2.0261491815856e-07,0.005,0.017,0.001
123,-3.05604615472e-08,0.007,0.017,0.001
124,1.5333994591537e-07,0.009,0.017,0.001
125,1.8825725133737e-07,0.011,0.017,0.001
