id,uyi,x,y,z
0,0.00070643611446961,0,0,0
1,0.00079936484195791,0.0005,0,0
2,0.00053668450985031,0.0005,0.0005,0
3,0.00082663348448967,0,0.0005,0
4,0.00048659301798918,0.001,0,0
5,3.7045818879653e-05,0.001,0.0005,0
6,5.4704823653903e-05,0.0015,0,0
7,-0.00054130393357419,0.0015,0.0005,0
8,-0.00042786221176789,0.002,0,0
9,-0.0010723469364906,0.002,0.0005,0
10,-0.00087940864791037,0.0025,0,0
11,-0.0014911966118766,0.0025,0.0005,0
12,-0.0012531068544287,0.003,0,0
13,-0.0017519610864193,0.003,0.0005,0
14,-0.001512964308499,0.0035,0,0
15,-0.0018385504320513,0.0035,0.0005,0
16,-0.0016435693276969,0.004,0,0
17,-0.0017564048703736,0.004,0.0005,0
18,-0.0016439361753563,0.0045,0,0
19,-0.0015305656258354,0.0045,0.0005,0
20,-0.0015276408138521,0.005,0,0
21,-0.0011993954074949,0.005,0.0005,0
22,-0.0013181995033297,0.0055,0,0
23,-0.00080764903619991,0.0055,0.0005,0
24,-0.001045105317005,0.006,0,0
25,-0.00040100369357139,0.006,0.0005,0
26,-0.00074012291261496,0.0065,0,0
27,-1.8796467398864e-05,0.0065,0.0005,0
28,-0.00043229057781299,0.007,0,0
29,0.00030801522034106,0.007,0.0005,0
30,-0.00014671282776638,0.0075,0,0
31,0.0005614691570438,0.0075,0.0005,0
32,9.9415118846594e-05,0.008,0,0
33,0.00073398963700871,0.008,0.0005,0
34,0.00029487514544329,0.0085,0,0
35,0.00082986826472013,0.0085,0.0005,0
36,0.00043674435828904,0.009,0,0
37,0.00085934169761981,0.009,0.0005,0
38,0.00052627314021254,0.0095,0,0
39,0.00083850739516982,0.0095,0.0005,0
40,0.00057007174236016,0.01,0,0
41,0.00078293091472904,0.01,0.0005,0
42,0.00057563583769447,0.0105,0,0
43,0.00070800077774516,0.0105,0.0005,0
44,0.00055221856735798,0.011,0,0
45,0.0006245083673656,0.011,0.0005,0
46,0.0005075670302332,0.0115,0,0
47,0.00054031966121993,0.0115,0.0005,0
48,0.00044884780325792,0.012,0,0
49,0.00045866689543341,0.012,0.0005,0
50,0.00038114295646995,0.0125,0,0
51,0.00038051313120342,0.0125,0.0005,0
52,0.00030826306778025,0.013,0,0
53,0.00030467105334386,0.013,0.0005,0
54,0.00023259066203606,0.0135,0,0
55,0.00022962269590341,0.0135,0.0005,0
56,0.00015552492130308,0.014,0,0
57,0.00015404574728314,0.014,0.0005,0
58,7.7877636224112e-05,0.0145,0,0
59,7.7407761066562e-05,0.0145,0.0005,0
60,-8.8807879083363e-16,0.015,0,0
61,-7.3609628884894e-16,0.015,0.0005,0
62,-7.7877636224833e-05,0.0155,0,0
63,-7.7407761067789e-05,0.0155,0.0005,0
64,-0.00015552492130381,0.016,0,0
65,-0.00015404574728398,0.016,0.0005,0
66,-0.00023259066203649,0.0165,0,0
67,-0.00022962269590391,0.0165,0.0005,0
68,-0.00030826306778065,0.017,0,0
69,-0.00030467105334416,0.017,0.0005,0
70,-0.00038114295647016,0.0175,0,0
71,-0.00038051313120386,0.0175,0.0005,0
72,-0.000448847803258,0.018,0,0
73,-0.00045866689543358,0.018,0.0005,0
74,-0.00050756703023349,0.0185,0,0
75,-0.00054031966121997,0.0185,0.0005,0
76,-0.00055221856735814,0.019,0,0
77,-0.00062450836736538,0.019,0.0005,0
78,-0.00057563583769485,0.0195,0,0
79,-0.00070800077774498,0.0195,0.0005,0
