id,uxi,x,y,z
2048,-0.1107025045106,0,0,0.016
2049,-0.023706373545011,0.002,0,0.016
2050,0.48703104535372,0.002,0.002,0.016
2051,0.076163683644064,0,0.002,0.016
2052,0.36321297029493,0.004,0,0.016
2053,0.91843386645716,0.004,0.002,0.016
2054,0.83806655463722,0.006,0,0.016
2055,1.2105292144653,0.006,0.002,0.016
2056,1.3698282128015,0.008,0,0.016
2057,1.2443636306916,0.008,0.002,0.016
2058,1.7687396301233,0.01,0,0.016
2059,1.1699629070443,0.01,0.002,0.016
2060,2.1175318192005,0.012,0,0.016
2061,0.98643155220972,0.012,0.002,0.016
2062,2.2654150724657,0.014,0,0.016
2063,0.98819297158704,0.014,0.002,0.016
2064,2.3438861157612,0.016,0,0.016
2065,1.1027770039555,0.016,0.002,0.016
2066,2.1570910911854,0.018,0,0.016
2067,1.4698282412983,0.018,0.002,0.016
2068,1.8356440388745,0.02,0,0.016
2069,1.7391909554341,0.02,0.002,0.016
2070,1.2512750854422,0.022,0,0.016
2071,1.8505682193832,0.022,0.002,0.016
2072,0.63931859751353,0.024,0,0.016
2073,1.542035990669,0.024,0.002,0.016
2074,0.085468366844504,0.026,0,0.016
2075,0.96179500375936,0.026,0.002,0.016
2076,-0.19364560331708,0.028,0,0.016
2077,0.23942117607332,0.028,0.002,0.016
2078,-0.13968007408501,0.03,0,0.016
2079,-0.17210437811494,0.03,0.002,0.016
2080,0.72564414289935,0.002,0.004,0.016
2081,0.43259838425779,0,0.004,0.016
2082,0.75567182362599,0.004,0.004,0.016
2083,0.42478219472112,0.006,0.004,0.016
2084,-0.1262015916066,0.008,0.004,0.016
2085,-0.85029366552442,0.01,0.004,0.016
2086,-1.3982341926233,0.012,0.004,0.016
2087,-1.7194485991258,0.014,0.004,0.016
2088,-1.477850715629,0.016,0.004,0.016
2089,-0.88829362689786,0.018,0.004,0.016
2090,0.032104901150887,0.02,0.004,0.016
2091,0.78516496033781,0.022,0.004,0.016
2092,1.1975980109834,0.024,0.004,0.016
2093,1.0770370236013,0.026,0.004,0.016
2094,0.65763105648187,0.028,0.004,0.016
2095,0.16762311193112,0.03,0.004,0.016
2096,0.55785307459822,0.002,0.006,0.016
2097,0.58655638543672,0,0.006,0.016
2098,0.02064878977299,0.004,0.006,0.016
2099,-0.81504400286611,0.006,0.006,0.016
2100,-1.8241446095632,0.008,0.006,0.016
2101,-2.6156655773657,0.01,0.006,0.016
2102,-3.243125298574,0.012,0.006,0.016
2103,-3.4947880794985,0.014,0.006,0.016
2104,-3.5236050338808,0.016,0.006,0.016
2105,-2.9602583024516,0.018,0.006,0.016
2106,-2.0908020133999,0.02,0.006,0.016
2107,-1.0338465191457,0.022,0.006,0.016
2108,-0.12499962336174,0.024,0.006,0.016
2109,0.53284385024655,0.026,0.006,0.016
2110,0.71729297195355,0.028,0.006,0.016
2111,0.52819202769119,0.03,0.006,0.016
2112,0.072910809325244,0.002,0.008,0.016
2113,0.4409486744973,0,0.008,0.016
2114,-0.72104814293469,0.004,0.008,0.016
2115,-1.5761739034262,0.006,0.008,0.016
2116,-2.1870577178537,0.008,0.008,0.016
2117,-2.7072528752354,0.01,0.008,0.016
2118,-2.6555217045161,0.012,0.008,0.016
2119,-2.2413180983659,0.014,0.008,0.016
2120,-2.1752993806908,0.016,0.008,0.016
2121,-2.7450689958392,0.018,0.008,0.016
2122,-2.7611757452366,0.02,0.008,0.016
2123,-2.2215312209569,0.022,0.008,0.016
2124,-1.307971253947,0.024,0.008,0.016
2125,-0.38510964310343,0.026,0.008,0.016
2126,0.43264809295301,0.028,0.008,0.016
2127,0.60189784000877,0.03,0.008,0.016
2128,-0.51693233166684,0.002,0.01,0.016
2129,0.0070158252727869,0,0.01,0.016
2130,-0.90612975753618,0.004,0.01,0.016
2131,-1.1094102181287,0.006,0.01,0.016
