id,integral_strain_stress_param2,x,y,z
0,-7.0568883546433e-09,0.0005,0.0005,0
1,-1.3664683557973e-08,0.0015,0.0005,0
2,-6.5222200348502e-09,0.0025,0.0005,0
3,1.0321809902949e-08,0.0035,0.0005,0
4,4.7303515993606e-09,0.0045,0.0005,0
5,-3.4050159883094e-08,0.0055,0.0005,0
6,-6.7675505544576e-08,0.0065,0.0005,0
7,-4.1154018166029e-08,0.0075,0.0005,0
8,6.1861392118064e-08,0.0085,0.0005,0
9,1.7932761502531e-07,0.0095,0.0005,0
10,1.9170094770231e-07,0.0105,0.0005,0
11,9.9554516203404e-08,0.0115,0.0005,0
12,3.1504809039149e-07,0.0125,0.0005,0
13,1.5211357663701e-06,0.0135,0.0005,0
14,3.4338896984503e-06,0.0145,0.0005,0
15,3.4338896984508e-06,0.0155,0.0005,0
16,1.5211357663716e-06,0.0165,0.0005,0
17,3.1504809039308e-07,0.0175,0.0005,0
18,9.9554516204037e-08,0.0185,0.0005,0
19,1.9170094770131e-07,0.0195,0.0005,0
20,1.7932761502317e-07,0.0205,0.0005,0
21,6.1861392116237e-08,0.0215,0.0005,0
22,-4.1154018166503e-08,0.0225,0.0005,0
23,-6.7675505543975e-08,0.0235,0.0005,0
24,-3.4050159882469e-08,0.0245,0.0005,0
25,4.7303515994453e-09,0.0255,0.0005,0
26,1.032180990279e-08,0.0265,0.0005,0
27,-6.5222200348513e-09,0.0275,0.0005,0
28,-1.3664683557852e-08,0.0285,0.0005,0
29,-7.0568883545704e-09,0.0295,0.0005,0
30,-1.1939527541722e-08,0.0005,0.0015,0
31,4.001180944928e-09,0.0015,0.0015,0
32,2.5316289127015e-09,0.0025,0.0015,0
33,-1.9963531038113e-08,0.0035,0.0015,0
34,-2.509478676409e-08,0.0045,0.0015,0
35,4.2613125376334e-09,0.0055,0.0015,0
36,3.6341508719421e-08,0.0065,0.0015,0
37,3.5582976585573e-08,0.0075,0.0015,0
38,-7.1209906197839e-09,0.0085,0.0015,0
39,-8.3177814425955e-08,0.0095,0.0015,0
40,-1.6429281805572e-07,0.0105,0.0015,0
41,-1.6431608051334e-07,0.0115,0.0015,0
42,4.5698964157562e-08,0.0125,0.0015,0
43,5.0014084789831e-07,0.0135,0.0015,0
44,1.1847923768752e-06,0.0145,0.0015,0
45,1.1847923768734e-06,0.0155,0.0015,0
46,5.0014084789696e-07,0.0165,0.0015,0
47,4.5698964156339e-08,0.0175,0.0015,0
48,-1.6431608051389e-07,0.0185,0.0015,0
49,-1.6429281805509e-07,0.0195,0.0015,0
50,-8.3177814424614e-08,0.0205,0.0015,0
51,-7.1209906188009e-09,0.0215,0.0015,0
52,3.5582976585535e-08,0.0225,0.0015,0
53,3.6341508718759e-08,0.0235,0.0015,0
54,4.2613125373052e-09,0.0245,0.0015,0
55,-2.5094786763822e-08,0.0255,0.0015,0
56,-1.996353103782e-08,0.0265,0.0015,0
57,2.5316289126848e-09,0.0275,0.0015,0
58,4.0011809448746e-09,0.0285,0.0015,0
59,-1.1939527541592e-08,0.0295,0.0015,0
60,-6.1047263940434e-10,0.0005,0.0025,0
61,-3.2478114280131e-10,0.0015,0.0025,0
62,-2.3599792631127e-08,0.0025,0.0025,0
63,-1.7601479009284e-08,0.0035,0.0025,0
64,4.3044474120763e-08,0.0045,0.0025,0
65,4.587156102247e-08,0.0055,0.0025,0
66,-7.4813859704222e-08,0.0065,0.0025,0
67,-1.7846188895416e-07,0.0075,0.0025,0
68,-1.0642795149792e-07,0.0085,0.0025,0
69,9.0137993699472e-08,0.0095,0.0025,0
70,2.1430902754012e-07,0.0105,0.0025,0
71,3.2950882253134e-07,0.0115,0.0025,0
72,1.2466100511501e-06,0.0125,0.0025,0
73,4.293705985959e-06,0.0135,0.0025,0
74,9.2982603037526e-06,0.0145,0.0025,0
75,9.298260303752e-06,0.0155,0.0025,0
76,4.2937059859589e-06,0.0165,0.0025,0
77,1.2466100511478e-06,0.0175,0.0025,0
