id,integral_strain_stress_param1,x,y,z
0,-3.9050865165913e-09,0.0005,0.0005,0
1,-1.8353175429009e-08,0.0015,0.0005,0
2,-3.0144802201978e-08,0.0025,0.0005,0
3,-8.3648576240983e-09,0.0035,0.0005,0
4,4.1503649444973e-08,0.0045,0.0005,0
5,5.5048246739064e-08,0.0055,0.0005,0
6,-2.2691779333669e-08,0.0065,0.0005,0
7,-1.5680038698446e-07,0.0075,0.0005,0
8,-2.2338146579607e-07,0.0085,0.0005,0
9,-1.0371613140513e-07,0.0095,0.0005,0
10,1.3622863895182e-07,0.0105,0.0005,0
11,1.2142826509749e-07,0.0115,0.0005,0
12,-4.0852834402283e-07,0.0125,0.0005,0
13,-3.2824897791965e-07,0.0135,0.0005,0
14,3.7237629891153e-06,0.0145,0.0005,0
15,3.7237629891144e-06,0.0155,0.0005,0
16,-3.2824897792241e-07,0.0165,0.0005,0
17,-4.0852834402697e-07,0.0175,0.0005,0
18,1.2142826509224e-07,0.0185,0.0005,0
19,1.3622863894707e-07,0.0195,0.0005,0
20,-1.0371613140719e-07,0.0205,0.0005,0
21,-2.2338146579499e-07,0.0215,0.0005,0
22,-1.5680038698209e-07,0.0225,0.0005,0
23,-2.2691779332294e-08,0.0235,0.0005,0
24,5.5048246738891e-08,0.0245,0.0005,0
25,4.1503649444381e-08,0.0255,0.0005,0
26,-8.3648576241586e-09,0.0265,0.0005,0
27,-3.0144802201656e-08,0.0275,0.0005,0
28,-1.835317542878e-08,0.0285,0.0005,0
29,-3.9050865165393e-09,0.0295,0.0005,0
30,-1.9761128388983e-08,0.0005,0.0015,0
31,-1.376621318658e-08,0.0015,0.0015,0
32,1.0095448833238e-08,0.0025,0.0015,0
33,1.3451335117791e-08,0.0035,0.0015,0
34,-2.7391297469562e-08,0.0045,0.0015,0
35,-5.5139614724037e-08,0.0055,0.0015,0
36,-1.5865156122382e-08,0.0065,0.0015,0
37,6.5757892720533e-08,0.0075,0.0015,0
38,1.2966363485855e-07,0.0085,0.0015,0
39,1.2100884816858e-07,0.0095,0.0015,0
40,-2.3842082446497e-08,0.0105,0.0015,0
41,-3.4244496253905e-07,0.0115,0.0015,0
42,-6.6298728374038e-07,0.0125,0.0015,0
43,-5.5886328440508e-07,0.0135,0.0015,0
44,6.7028898434334e-07,0.0145,0.0015,0
45,6.7028898434415e-07,0.0155,0.0015,0
46,-5.5886328440379e-07,0.0165,0.0015,0
47,-6.6298728373845e-07,0.0175,0.0015,0
48,-3.4244496253612e-07,0.0185,0.0015,0
49,-2.3842082443793e-08,0.0195,0.0015,0
50,1.2100884816946e-07,0.0205,0.0015,0
51,1.2966363485743e-07,0.0215,0.0015,0
52,6.575789271892e-08,0.0225,0.0015,0
53,-1.5865156122796e-08,0.0235,0.0015,0
54,-5.5139614723242e-08,0.0245,0.0015,0
55,-2.7391297468942e-08,0.0255,0.0015,0
56,1.345133511768e-08,0.0265,0.0015,0
57,1.0095448833074e-08,0.0275,0.0015,0
58,-1.3766213186427e-08,0.0285,0.0015,0
59,-1.9761128388766e-08,0.0295,0.0015,0
60,-2.7635224064221e-08,0.0005,0.0025,0
