id,ui,x,y,z
0,-2.6553632140853e-08,0.015,0.0005,0
0.0005,-4.9199960598268e-08,0.015,0.001,0
0.001,-6.2384323465384e-08,0.015,0.0015,0
0.0015,-6.0726385395019e-08,0.015,0.002,0
0.002,-4.0302059171757e-08,0.015,0.0025,0
0.0025,-9.6128516561265e-10,0.015,0.003,0
0.003,5.1475617155313e-08,0.015,0.0035,0
0.0035,1.0437023792186e-07,0.015,0.004,0
0.004,1.3986726129689e-07,0.015,0.0045,0
0.0045,1.3937771211009e-07,0.015,0.005,0
0.005,9.0277656904284e-08,0.015,0.0055,0
0.0055,-7.0730627964749e-09,0.015,0.006,0
0.006,-1.3481712862054e-07,0.015,0.0065,0
0.0065,-2.5850944208509e-07,0.015,0.007,0
0.007,-3.3688386153408e-07,0.015,0.0075,0
0.0075,-3.3440397004881e-07,0.015,0.008,0
0.008,-2.907872996334e-07,0.015,0.0085,0
0.0085,-1.7478011088701e-07,0.015,0.009,0
0.009,-1.0559065764738e-07,0.015,0.0095,0
0.0095,-1.1509442717735e-08,0.015,0.01,0
0.01,1.2401045574421e-07,0.015,0.0105,0
0.0105,2.5840081376354e-07,0.015,0.011,0
0.011,4.0854193075151e-07,0.015,0.0115,0
0.0115,5.1360362304603e-07,0.015,0.012,0
0.012,6.1770231496783e-07,0.015,0.0125,0
0.0125,6.5939500920133e-07,0.015,0.013,0
0.013,6.1239032782224e-07,0.015,0.0135,0
0.0135,4.4542084405121e-07,0.015,0.014,0
0.014,1.1333810397699e-07,0.015,0.0145,0
0.0145,-3.8991617204226e-07,0.015,0.015,0
0.015,-1.0322005615269e-06,0.015,0.0155,0
0.0155,-1.7824273848798e-06,0.015,0.016,0
0.016,-2.3239673001253e-06,0.015,0.0165,0
0.0165,-2.7002814526329e-06,0.015,0.017,0
0.017,-2.5207569286583e-06,0.015,0.0175,0
0.0175,-1.9946932165451e-06,0.015,0.018,0
0.018,-1.0217119664374e-06,0.015,0.0185,0
0.0185,3.2969037613446e-07,0.015,0.019,0
0.019,1.9730991730421e-06,0.015,0.0195,0
0.0195,3.6908124284537e-06,0.015,0.02,0
