id,ur,x,y,z
0,-1.5105614339264e-08,0.015,0.0005,0
0.0005,-2.9237471027765e-08,0.015,0.001,0
0.001,-3.8539387314228e-08,0.015,0.0015,0
0.0015,-3.8138479197972e-08,0.015,0.002,0
0.002,-2.3469716108269e-08,0.015,0.0025,0
0.0025,6.5937588168962e-09,0.015,0.003,0
0.003,4.6608213817033e-08,0.015,0.0035,0
0.0035,8.3343655190709e-08,0.015,0.004,0
0.004,9.8196098577037e-08,0.015,0.0045,0
0.0045,7.3793249527603e-08,0.015,0.005,0
0.005,3.448514700899e-09,0.015,0.0055,0
0.0055,-9.9976832677834e-08,0.015,0.006,0
0.006,-2.0061249687645e-07,0.015,0.0065,0
0.0065,-2.4597369989177e-07,0.015,0.007,0
0.007,-1.8510739973455e-07,0.015,0.0075,0
0.0075,3.8295233938095e-09,0.015,0.008,0
0.008,8.9377397004568e-08,0.015,0.0085,0
0.0085,1.9433332462931e-07,0.015,0.009,0
0.009,2.7683290615558e-07,0.015,0.0095,0
0.0095,3.4605012864369e-07,0.015,0.01,0
0.01,3.7372095822267e-07,0.015,0.0105,0
0.0105,3.6836350391694e-07,0.015,0.011,0
0.011,3.2412453292517e-07,0.015,0.0115,0
0.0115,2.3930705475406e-07,0.015,0.012,0
0.012,9.4253341377752e-08,0.015,0.0125,0
0.0125,-8.3230079901506e-08,0.015,0.013,0
0.013,-3.4494393521197e-07,0.015,0.0135,0
0.0135,-5.9564663837359e-07,0.015,0.014,0
0.014,-9.2502695657345e-07,0.015,0.0145,0
0.0145,-1.1286287708751e-06,0.015,0.015,0
0.015,-1.2235448507245e-06,0.015,0.0155,0
0.0155,-9.6240279959892e-07,0.015,0.016,0
0.016,-2.232205810824e-07,0.015,0.0165,0
0.0165,9.7530977445846e-07,0.015,0.017,0
0.017,2.1239879492905e-06,0.015,0.0175,0
0.0175,3.3278572649427e-06,0.015,0.018,0
0.018,4.0472038051242e-06,0.015,0.0185,0
0.0185,4.3709188534765e-06,0.015,0.019,0
0.019,4.1245233410754e-06,0.015,0.0195,0
0.0195,3.1405458404658e-06,0.015,0.02,0
