id,integral_strain_stress1,x,y,z
0,-3.1286713943665e-13,0.00025,0.00025,0
1,1.8899391757409e-15,0.00075,0.00025,0
2,-1.9279326545591e-12,0.00125,0.00025,0
3,-5.9390327859524e-12,0.00175,0.00025,0
4,-1.5457093892187e-11,0.00225,0.00025,0
5,-2.4597938662608e-11,0.00275,0.00025,0
6,-3.0656313138554e-11,0.00325,0.00025,0
7,-2.8345612710604e-11,0.00375,0.00025,0
8,-1.7123705827763e-11,0.00425,0.00025,0
9,2.9964666566367e-13,0.00475,0.00025,0
10,1.8619805936592e-11,0.00525,0.00025,0
11,3.1512483093505e-11,0.00575,0.00025,0
12,3.5716296057279e-11,0.00625,0.00025,0
13,3.015949754108e-11,0.00675,0.00025,0
14,1.851549423916e-11,0.00725,0.00025,0
15,4.9576848017642e-12,0.00775,0.00025,0
16,-5.2613206146382e-12,0.00825,0.00025,0
17,-9.932481474129e-12,0.00875,0.00025,0
18,-7.9391422129438e-12,0.00925,0.00025,0
19,2.8252421505951e-13,0.00975,0.00025,0
20,1.583640651263e-11,0.01025,0.00025,0
21,4.147465944842e-11,0.01075,0.00025,0
22,7.987762013085e-11,0.01125,0.00025,0
23,1.3164362970873e-10,0.01175,0.00025,0
24,1.8833751546945e-10,0.01225,0.00025,0
25,2.3836689078715e-10,0.01275,0.00025,0
26,2.611604726185e-10,0.01325,0.00025,0
27,2.5428419085961e-10,0.01375,0.00025,0
28,2.228038759139e-10,0.01425,0.00025,0
29,2.0458859232515e-10,0.01475,0.00025,0
30,2.0458859232291e-10,0.01525,0.00025,0
31,2.2280387590781e-10,0.01575,0.00025,0
32,2.5428419085187e-10,0.01625,0.00025,0
33,2.6116047261056e-10,0.01675,0.00025,0
34,2.383668907807e-10,0.01725,0.00025,0
35,1.8833751546496e-10,0.01775,0.00025,0
36,1.3164362970613e-10,0.01825,0.00025,0
37,7.9877620129558e-11,0.01875,0.00025,0
38,4.1474659447927e-11,0.01925,0.00025,0
39,1.5836406512536e-11,0.01975,0.00025,0
40,2.8252421517987e-13,0.02025,0.00025,0
41,-7.9391422126989e-12,0.02075,0.00025,0
42,-9.9324814737816e-12,0.02125,0.00025,0
43,-5.2613206142246e-12,0.02175,0.00025,0
44,4.9576848021889e-12,0.02225,0.00025,0
45,1.8515494239478e-11,0.02275,0.00025,0
46,3.0159497541161e-11,0.02325,0.00025,0
47,3.5716296057013e-11,0.02375,0.00025,0
48,3.1512483092932e-11,0.02425,0.00025,0
49,1.8619805935925e-11,0.02475,0.00025,0
50,2.9964666528825e-13,0.02525,0.00025,0
51,-1.7123705827495e-11,0.02575,0.00025,0
52,-2.8345612709531e-11,0.02625,0.00025,0
53,-3.0656313136871e-11,0.02675,0.00025,0
54,-2.4597938660749e-11,0.02725,0.00025,0
55,-1.5457093890644e-11,0.02775,0.00025,0
56,-5.9390327849835e-12,0.02825,0.00025,0
57,-1.9279326541265e-12,0.02875,0.00025,0
58,1.8899392296014e-15,0.02925,0.00025,0
59,-3.1286713939937e-13,0.02975,0.00025,0
60,-1.1757094180486e-12,0.00025,0.00075,0
61,-3.2300294634023e-12,0.00075,0.00075,0
62,-7.4872957433504e-12,0.00125,0.00075,0
63,-1.4266215818657e-11,0.00175,0.00075,0
64,-1.6399308821897e-11,0.00225,0.00075,0
65,-1.4864194045921e-11,0.00275,0.00075,0
66,-9.9532624986846e-12,0.00325,0.00075,0
67,-5.0952685496245e-12,0.00375,0.00075,0
68,-2.1315137637924e-12,0.00425,0.00075,0
69,-1.7241458831375e-12,0.00475,0.00075,0
70,-2.8924101327231e-12,0.00525,0.00075,0
71,-3.7343282454587e-12,0.00575,0.00075,0
72,-2.7739940843619e-12,0.00625,0.00075,0
73,8.5274182147774e-13,0.00675,0.00075,0
74,6.3281326832444e-12,0.00725,0.00075,0
75,1.2470320826581e-11,0.00775,0.00075,0
76,1.7865011837187e-11,0.00825,0.00075,0
77,2.2591457612716e-11,0.00875,0.00075,0
78,2.7344585612671e-11,0.00925,0.00075,0
79,3.3242928966421e-11,0.00975,0.00075,0
80,3.9599605568126e-11,0.01025,0.00075,0
81,4.4394895425834e-11,0.01075,0.00075,0
82,4.4146931713966e-11,0.01125,0.00075,0
83,3.706433452725e-11,0.01175,0.00075,0
84,2.4138516299678e-11,0.01225,0.00075,0
85,1.0763269563699e-11,0.01275,0.00075,0
86,1.362848109119e-12,0.01325,0.00075,0
87,-1.4304768183216e-12,0.01375,0.00075,0
88,-2.9394011913501e-11,0.01425,0.00075,0
89,-3.5423533336491e-11,0.01475,0.00075,0
90,-3.5423533336232e-11,0.01525,0.00075,0
91,-2.9394011913311e-11,0.01575,0.00075,0
92,-1.4304768183293e-12,0.01625,0.00075,0
93,1.3628481087746e-12,0.01675,0.00075,0
94,1.0763269562587e-11,0.01725,0.00075,0
95,2.4138516298068e-11,0.01775,0.00075,0
96,3.7064334525489e-11,0.01825,0.00075,0
97,4.414693171239e-11,0.01875,0.00075,0
98,4.4394895424564e-11,0.01925,0.00075,0
99,3.959960556718e-11,0.01975,0.00075,0
100,3.3242928965734e-11,0.02025,0.00075,0
101,2.7344585612197e-11,0.02075,0.00075,0
102,2.2591457612407e-11,0.02125,0.00075,0
103,1.7865011837012e-11,0.02175,0.00075,0
104,1.2470320826495e-11,0.02225,0.00075,0
105,6.3281326832355e-12,0.02275,0.00075,0
106,8.5274182157885e-13,0.02325,0.00075,0
107,-2.7739940840665e-12,0.02375,0.00075,0
108,-3.734328244893e-12,0.02425,0.00075,0
109,-2.8924101318903e-12,0.02475,0.00075,0
110,-1.7241458821619e-12,0.02525,0.00075,0
111,-2.1315137628474e-12,0.02575,0.00075,0
112,-5.0952685488123e-12,0.02625,0.00075,0
113,-9.9532624979544e-12,0.02675,0.00075,0
114,-1.4864194045114e-11,0.02725,0.00075,0
115,-1.6399308820926e-11,0.02775,0.00075,0
116,-1.4266215817632e-11,0.02825,0.00075,0
117,-7.4872957426517e-12,0.02875,0.00075,0
118,-3.230029463057e-12,0.02925,0.00075,0
119,-1.1757094180172e-12,0.02975,0.00075,0
120,-2.3141660541286e-12,0.00025,0.00125,0
121,-1.0224041553545e-11,0.00075,0.00125,0
122,-1.5789473829206e-11,0.00125,0.00125,0
123,-1.7712091481901e-11,0.00175,0.00125,0
124,-1.4021799014922e-11,0.00225,0.00125,0
125,-4.915247127202e-12,0.00275,0.00125,0
126,3.3428761806238e-12,0.00325,0.00125,0
127,5.7941274471692e-12,0.00375,0.00125,0
128,1.0666191756585e-12,0.00425,0.00125,0
129,-8.0246505005178e-12,0.00475,0.00125,0
130,-1.6213144886547e-11,0.00525,0.00125,0
131,-1.8969977018536e-11,0.00575,0.00125,0
132,-1.408204400227e-11,0.00625,0.00125,0
133,-2.6826894156456e-12,0.00675,0.00125,0
134,1.1429754927402e-11,0.00725,0.00125,0
135,2.3346637406655e-11,0.00775,0.00125,0
136,2.9037088864e-11,0.00825,0.00125,0
137,2.7598178224778e-11,0.00875,0.00125,0
138,2.131044947705e-11,0.00925,0.00125,0
139,1.4498863984681e-11,0.00975,0.00125,0
140,1.047198150849e-11,0.01025,0.00125,0
141,9.1949358559367e-12,0.01075,0.00125,0
142,7.1969110770624e-12,0.01125,0.00125,0
143,-5.9079721635367e-13,0.01175,0.00125,0
144,-1.6496571108048e-11,0.01225,0.00125,0
145,-3.8597702364137e-11,0.01275,0.00125,0
146,-6.069066720928e-11,0.01325,0.00125,0
147,-8.2687272217866e-11,0.01375,0.00125,0
148,-8.7205310989894e-11,0.01425,0.00125,0
149,-5.5355454040689e-11,0.01475,0.00125,0
150,-5.535545403876e-11,0.01525,0.00125,0
151,-8.7205310985199e-11,0.01575,0.00125,0
152,-8.2687272213129e-11,0.01625,0.00125,0
153,-6.0690667206041e-11,0.01675,0.00125,0
154,-3.8597702362721e-11,0.01725,0.00125,0
155,-1.6496571108119e-11,0.01775,0.00125,0
156,-5.9079721718036e-13,0.01825,0.00125,0
157,7.1969110761204e-12,0.01875,0.00125,0
158,9.1949358551946e-12,0.01925,0.00125,0
159,1.0471981508015e-11,0.01975,0.00125,0
160,1.4498863984413e-11,0.02025,0.00125,0
161,2.1310449476897e-11,0.02075,0.00125,0
162,2.7598178224664e-11,0.02125,0.00125,0
163,2.9037088863852e-11,0.02175,0.00125,0
164,2.3346637406434e-11,0.02225,0.00125,0
165,1.1429754927148e-11,0.02275,0.00125,0
166,-2.6826894157496e-12,0.02325,0.00125,0
167,-1.4082044001947e-11,0.02375,0.00125,0
168,-1.8969977017573e-11,0.02425,0.00125,0
169,-1.6213144884989e-11,0.02475,0.00125,0
170,-8.024650498728e-12,0.02525,0.00125,0
171,1.0666191771559e-12,0.02575,0.00125,0
172,5.7941274480235e-12,0.02625,0.00125,0
173,3.3428761808791e-12,0.02675,0.00125,0
174,-4.9152471271224e-12,0.02725,0.00125,0
175,-1.4021799014542e-11,0.02775,0.00125,0
176,-1.7712091481074e-11,0.02825,0.00125,0
177,-1.5789473828124e-11,0.02875,0.00125,0
178,-1.0224041552614e-11,0.02925,0.00125,0
179,-2.3141660539729e-12,0.02975,0.00125,0
180,-6.9330734336701e-12,0.00025,0.00175,0
181,-1.4641653343596e-11,0.00075,0.00175,0
182,-1.9872800818924e-11,0.00125,0.00175,0
183,-1.6327851251564e-11,0.00175,0.00175,0
184,-7.9201519837123e-12,0.00225,0.00175,0
185,4.1214511748336e-13,0.00275,0.00175,0
186,3.7780482055446e-12,0.00325,0.00175,0
187,8.281815936542e-14,0.00375,0.00175,0
188,-8.0905386264287e-12,0.00425,0.00175,0
189,-1.5141683347335e-11,0.00475,0.00175,0
190,-1.6531585817088e-11,0.00525,0.00175,0
191,-1.080823348522e-11,0.00575,0.00175,0
192,-8.7860322676859e-14,0.00625,0.00175,0
193,1.1435873011156e-11,0.00675,0.00175,0
194,1.9325520831494e-11,0.00725,0.00175,0
195,1.9407836785431e-11,0.00775,0.00175,0
196,9.7704915483514e-12,0.00825,0.00175,0
197,-8.7941207348395e-12,0.00875,0.00175,0
198,-3.0282179076466e-11,0.00925,0.00175,0
199,-4.492435395183e-11,0.00975,0.00175,0
200,-4.1566653388242e-11,0.01025,0.00175,0
201,-1.343711646394e-11,0.01075,0.00175,0
202,3.6940121904392e-11,0.01125,0.00175,0
203,9.7141628297361e-11,0.01175,0.00175,0
204,1.4847670173915e-10,0.01225,0.00175,0
205,1.7503167076538e-10,0.01275,0.00175,0
206,1.7143523540438e-10,0.01325,0.00175,0
207,1.5168738842438e-10,0.01375,0.00175,0
208,1.4281590237556e-10,0.01425,0.00175,0
209,1.8297053898961e-10,0.01475,0.00175,0
210,1.8297053899112e-10,0.01525,0.00175,0
211,1.4281590237871e-10,0.01575,0.00175,0
212,1.5168738842667e-10,0.01625,0.00175,0
213,1.7143523540482e-10,0.01675,0.00175,0
214,1.7503167076437e-10,0.01725,0.00175,0
215,1.4847670173761e-10,0.01775,0.00175,0
