id,strain_stress,x,y,z
0,0.029928831349563,0.00025,0.00025,0
1,0.046657508863725,0.00075,0.00025,0
2,0.059670787817994,0.00125,0.00025,0
3,0.064033697145041,0.00175,0.00025,0
4,0.062935500662945,0.00225,0.00025,0
5,0.056237327497885,0.00275,0.00025,0
6,0.045055354784704,0.00325,0.00025,0
7,0.029937019413334,0.00375,0.00025,0
8,0.01179710942591,0.00425,0.00025,0
9,-0.0084902736915213,0.00475,0.00025,0
10,-0.029903673630136,0.00525,0.00025,0
11,-0.05140792479335,0.00575,0.00025,0
12,-0.07192983284804,0.00625,0.00025,0
13,-0.090470084334557,0.00675,0.00025,0
14,-0.10608261781283,0.00725,0.00025,0
15,-0.11803350804545,0.00775,0.00025,0
16,-0.12571371679875,0.00825,0.00025,0
17,-0.12886558474616,0.00875,0.00025,0
18,-0.12738506426272,0.00925,0.00025,0
19,-0.12161765368338,0.00975,0.00025,0
20,-0.1120136673659,0.01025,0.00025,0
21,-0.099499383658641,0.01075,0.00025,0
22,-0.084923668544391,0.01125,0.00025,0
23,-0.069576938793168,0.01175,0.00025,0
24,-0.054252150353701,0.01225,0.00025,0
25,-0.040239800046303,0.01275,0.00025,0
26,-0.027339360929533,0.01325,0.00025,0
27,-0.016928336083057,0.01375,0.00025,0
28,-0.0025972616743209,0.01425,0.00025,0
29,-0.0082243398700836,0.01475,0.00025,0
30,-0.0082243398700594,0.01525,0.00025,0
31,-0.0025972616743958,0.01575,0.00025,0
32,-0.016928336083021,0.01625,0.00025,0
33,-0.027339360929575,0.01675,0.00025,0
34,-0.040239800046292,0.01725,0.00025,0
35,-0.05425215035354,0.01775,0.00025,0
36,-0.069576938793111,0.01825,0.00025,0
37,-0.084923668544273,0.01875,0.00025,0
38,-0.099499383658451,0.01925,0.00025,0
39,-0.11201366736584,0.01975,0.00025,0
40,-0.12161765368327,0.02025,0.00025,0
41,-0.1273850642626,0.02075,0.00025,0
42,-0.12886558474617,0.02125,0.00025,0
43,-0.12571371679869,0.02175,0.00025,0
44,-0.11803350804543,0.02225,0.00025,0
45,-0.10608261781274,0.02275,0.00025,0
46,-0.09047008433444,0.02325,0.00025,0
47,-0.071929832847963,0.02375,0.00025,0
48,-0.051407924793268,0.02425,0.00025,0
49,-0.029903673630066,0.02475,0.00025,0
50,-0.0084902736914707,0.02525,0.00025,0
51,0.011797109425926,0.02575,0.00025,0
52,0.029937019413326,0.02625,0.00025,0
53,0.045055354784693,0.02675,0.00025,0
54,0.056237327497874,0.02725,0.00025,0
55,0.062935500662931,0.02775,0.00025,0
56,0.064033697144991,0.02825,0.00025,0
57,0.059670787817922,0.02875,0.00025,0
58,0.046657508863624,0.02925,0.00025,0
59,0.029928831349442,0.02975,0.00025,0
60,0.046461956164796,0.00025,0.00075,0
61,0.035841032364323,0.00075,0.00075,0
62,0.037299946599891,0.00125,0.00075,0
63,0.036574399220508,0.00175,0.00075,0
64,0.03106397552736,0.00225,0.00075,0
65,0.021633919861789,0.00275,0.00075,0
66,0.0087684834591664,0.00325,0.00075,0
67,-0.0065889661125644,0.00375,0.00075,0
68,-0.02363676825821,0.00425,0.00075,0
69,-0.041474463168622,0.00475,0.00075,0
70,-0.059252811460866,0.00525,0.00075,0
71,-0.076134246292086,0.00575,0.00075,0
72,-0.091379947619304,0.00625,0.00075,0
73,-0.10430769539763,0.00675,0.00075,0
74,-0.1144354251761,0.00725,0.00075,0
75,-0.12132885093007,0.00775,0.00075,0
76,-0.12485906936369,0.00825,0.00075,0
77,-0.12487116502769,0.00875,0.00075,0
78,-0.12158940023583,0.00925,0.00075,0
79,-0.11506657025195,0.00975,0.00075,0
80,-0.1057716060257,0.01025,0.00075,0
81,-0.093783824862426,0.01075,0.00075,0
82,-0.079671183234043,0.01125,0.00075,0
83,-0.063307738618276,0.01175,0.00075,0
84,-0.045411966513353,0.01225,0.00075,0
85,-0.025539392385887,0.01275,0.00075,0
86,-0.0055857674750603,0.01325,0.00075,0
87,0.014782317668395,0.01375,0.00075,0
88,0.020348997717121,0.01425,0.00075,0
89,-0.013266656415585,0.01475,0.00075,0
90,-0.013266656415651,0.01525,0.00075,0
91,0.020348997717068,0.01575,0.00075,0
92,0.014782317668312,0.01625,0.00075,0
93,-0.0055857674751331,0.01675,0.00075,0
94,-0.025539392385982,0.01725,0.00075,0
95,-0.045411966513323,0.01775,0.00075,0
96,-0.063307738618256,0.01825,0.00075,0
97,-0.07967118323379,0.01875,0.00075,0
98,-0.09378382486226,0.01925,0.00075,0
99,-0.10577160602575,0.01975,0.00075,0
100,-0.11506657025196,0.02025,0.00075,0
101,-0.1215894002358,0.02075,0.00075,0
102,-0.12487116502771,0.02125,0.00075,0
103,-0.12485906936374,0.02175,0.00075,0
104,-0.12132885093009,0.02225,0.00075,0
105,-0.11443542517608,0.02275,0.00075,0
106,-0.10430769539755,0.02325,0.00075,0
107,-0.0913799476192,0.02375,0.00075,0
108,-0.076134246292005,0.02425,0.00075,0
109,-0.059252811460809,0.02475,0.00075,0
110,-0.041474463168587,0.02525,0.00075,0
111,-0.023636768258195,0.02575,0.00075,0
112,-0.0065889661125752,0.02625,0.00075,0
113,0.0087684834591923,0.02675,0.00075,0
114,0.021633919861803,0.02725,0.00075,0
115,0.031063975527366,0.02775,0.00075,0
116,0.036574399220516,0.02825,0.00075,0
117,0.037299946599873,0.02875,0.00075,0
118,0.035841032364301,0.02925,0.00075,0
119,0.046461956164711,0.02975,0.00075,0
120,0.059764716439404,0.00025,0.00125,0
121,0.037219783420821,0.00075,0.00125,0
122,0.020996531083308,0.00125,0.00125,0
123,0.010712469267813,0.00175,0.00125,0
124,0.00015779997485039,0.00225,0.00125,0
125,-0.01192355918911,0.00275,0.00125,0
126,-0.025419010305677,0.00325,0.00125,0
127,-0.0398739150219,0.00375,0.00125,0
128,-0.054620357524845,0.00425,0.00125,0
129,-0.068995611524151,0.00475,0.00125,0
130,-0.082375560992315,0.00525,0.00125,0
131,-0.094204307883243,0.00575,0.00125,0
132,-0.10403622031713,0.00625,0.00125,0
133,-0.11155237692739,0.00675,0.00125,0
134,-0.11652464496451,0.00725,0.00125,0
135,-0.11890750654176,0.00775,0.00125,0
136,-0.11864561075939,0.00825,0.00125,0
137,-0.11589760726449,0.00875,0.00125,0
138,-0.11065210321544,0.00925,0.00125,0
139,-0.10310877600749,0.00975,0.00125,0
140,-0.093138077938804,0.01025,0.00125,0
141,-0.080822539575997,0.01075,0.00125,0
142,-0.065870403684176,0.01125,0.00125,0
143,-0.048343505221174,0.01175,0.00125,0
144,-0.028198881015587,0.01225,0.00125,0
