id,integral_strain_stress_param1,x,y,z
0,9.0935210220215e-11,0.0005,0.0005,0
1,2.5524214170987e-10,0.0015,0.0005,0
2,2.5723101424631e-12,0.0025,0.0005,0
3,-4.11362855915e-10,0.0035,0.0005,0
4,5.6751403498514e-10,0.0045,0.0005,0
5,1.6972862384331e-09,0.0055,0.0005,0
6,-1.0798168384787e-09,0.0065,0.0005,0
7,-5.2421740408749e-09,0.0075,0.0005,0
8,-1.6100269756595e-09,0.0085,0.0005,0
9,9.3595750423266e-09,0.0095,0.0005,0
10,1.3702917863382e-08,0.0105,0.0005,0
11,7.5293143574187e-09,0.0115,0.0005,0
12,5.5972190601136e-09,0.0125,0.0005,0
13,-2.3954248028755e-08,0.0135,0.0005,0
14,-2.1530227532068e-07,0.0145,0.0005,0
15,-2.1530227532068e-07,0.0155,0.0005,0
16,-2.3954248028754e-08,0.0165,0.0005,0
17,5.5972190601135e-09,0.0175,0.0005,0
18,7.5293143574186e-09,0.0185,0.0005,0
19,1.3702917863382e-08,0.0195,0.0005,0
20,9.3595750423268e-09,0.0205,0.0005,0
21,-1.6100269756594e-09,0.0215,0.0005,0
22,-5.2421740408749e-09,0.0225,0.0005,0
23,-1.0798168384787e-09,0.0235,0.0005,0
24,1.6972862384331e-09,0.0245,0.0005,0
25,5.6751403498514e-10,0.0255,0.0005,0
26,-4.11362855915e-10,0.0265,0.0005,0
27,2.5723101424616e-12,0.0275,0.0005,0
28,2.5524214170987e-10,0.0285,0.0005,0
29,9.0935210220216e-11,0.0295,0.0005,0
30,2.4263210004458e-10,0.0005,0.0015,0
31,-1.5785737479219e-10,0.0015,0.0015,0
32,-4.0736314725298e-11,0.0025,0.0015,0
33,1.0651209231835e-09,0.0035,0.0015,0
34,-4.5745225836558e-10,0.0045,0.0015,0
35,-2.7890153046814e-09,0.0055,0.0015,0
36,2.4528954296987e-09,0.0065,0.0015,0
37,7.4940137179509e-09,0.0075,0.0015,0
38,-3.1951300651986e-09,0.0085,0.0015,0
39,-1.8156117917523e-08,0.0095,0.0015,0
40,-1.1919026579229e-08,0.0105,0.0015,0
41,2.1254463185778e-08,0.0115,0.0015,0
42,6.9050747361345e-08,0.0125,0.0015,0
43,5.9331371311946e-08,0.0135,0.0015,0
44,-2.1625607173303e-07,0.0145,0.0015,0
45,-2.1625607173303e-07,0.0155,0.0015,0
46,5.9331371311947e-08,0.0165,0.0015,0
47,6.9050747361346e-08,0.0175,0.0015,0
48,2.1254463185778e-08,0.0185,0.0015,0
49,-1.1919026579229e-08,0.0195,0.0015,0
50,-1.8156117917523e-08,0.0205,0.0015,0
51,-3.1951300651988e-09,0.0215,0.0015,0
52,7.4940137179509e-09,0.0225,0.0015,0
53,2.4528954296988e-09,0.0235,0.0015,0
54,-2.7890153046815e-09,0.0245,0.0015,0
55,-4.5745225836558e-10,0.0255,0.0015,0
56,1.0651209231835e-09,0.0265,0.0015,0
57,-4.0736314725299e-11,0.0275,0.0015,0
58,-1.5785737479219e-10,0.0285,0.0015,0
59,2.4263210004458e-10,0.0295,0.0015,0
60,-2.2453791885131e-11,0.0005,0.0025,0
61,-1.693537862701e-12,0.0015,0.0025,0
62,1.0973730713314e-09,0.0025,0.0025,0
63,-1.3730220865386e-09,0.0035,0.0025,0
64,-2.6145549321242e-09,0.0045,0.0025,0
65,8.0676675279812e-09,0.0055,0.0025,0
66,6.4038132973498e-09,0.0065,0.0025,0
67,-2.4274040876864e-08,0.0075,0.0025,0
68,-2.4668241402001e-08,0.0085,0.0025,0
69,3.7751078508848e-08,0.0095,0.0025,0
70,7.7315674485537e-08,0.0105,0.0025,0
71,4.1650581303295e-08,0.0115,0.0025,0
72,1.6234542885873e-08,0.0125,0.0025,0
73,-1.3715931951733e-07,0.0135,0.0025,0
74,-1.1461020072943e-06,0.0145,0.0025,0
75,-1.1461020072943e-06,0.0155,0.0025,0
76,-1.3715931951733e-07,0.0165,0.0025,0
77,1.6234542885874e-08,0.0175,0.0025,0
78,4.1650581303294e-08,0.0185,0.0025,0
79,7.7315674485536e-08,0.0195,0.0025,0
80,3.7751078508849e-08,0.0205,0.0025,0
81,-2.4668241402e-08,0.0215,0.0025,0
82,-2.4274040876864e-08,0.0225,0.0025,0
83,6.4038132973497e-09,0.0235,0.0025,0
84,8.0676675279812e-09,0.0245,0.0025,0
85,-2.6145549321242e-09,0.0255,0.0025,0
86,-1.3730220865386e-09,0.0265,0.0025,0
87,1.0973730713314e-09,0.0275,0.0025,0
88,-1.6935378627e-12,0.0285,0.0025,0
89,-2.2453791885131e-11,0.0295,0.0025,0
90,-3.3555091085561e-10,0.0005,0.0035,0
91,1.0787318701e-09,0.0015,0.0035,0
92,-1.3589121595858e-09,0.0025,0.0035,0
93,-2.1336334789327e-09,0.0035,0.0035,0
94,8.8288787692378e-09,0.0045,0.0035,0
95,-1.6873291867522e-09,0.0055,0.0035,0
96,-3.0720352454617e-08,0.0065,0.0035,0
97,1.5782404320391e-08,0.0075,0.0035,0
98,8.3630142901845e-08,0.0085,0.0035,0
99,-9.331860627502e-09,0.0095,0.0035,0
100,-1.9237795405052e-07,0.0105,0.0035,0
101,-1.4890454410216e-07,0.0115,0.0035,0
102,2.532377282178e-07,0.0125,0.0035,0
103,3.4756380494426e-07,0.0135,0.0035,0
104,-1.6158104750655e-06,0.0145,0.0035,0
105,-1.6158104750655e-06,0.0155,0.0035,0
106,3.4756380494426e-07,0.0165,0.0035,0
107,2.532377282178e-07,0.0175,0.0035,0
108,-1.4890454410216e-07,0.0185,0.0035,0
109,-1.9237795405052e-07,0.0195,0.0035,0
110,-9.3318606275055e-09,0.0205,0.0035,0
111,8.3630142901845e-08,0.0215,0.0035,0
112,1.5782404320391e-08,0.0225,0.0035,0
113,-3.0720352454617e-08,0.0235,0.0035,0
114,-1.6873291867522e-09,0.0245,0.0035,0
115,8.8288787692378e-09,0.0255,0.0035,0
116,-2.1336334789327e-09,0.0265,0.0035,0
117,-1.3589121595858e-09,0.0275,0.0035,0
118,1.0787318701e-09,0.0285,0.0035,0
