id,ur,x,y,z
0,8.2822507654043e-10,0.015,0.0005,0
0.0005,2.3778513100811e-09,0.015,0.001,0
0.001,4.2492513649996e-09,0.015,0.0015,0
0.0015,5.2139605227974e-09,0.015,0.002,0
0.002,3.603935831125e-09,0.015,0.0025,0
0.0025,-1.5239027142082e-09,0.015,0.003,0
0.003,-9.102148488917e-09,0.015,0.0035,0
0.0035,-1.548447609462e-08,0.015,0.004,0
0.004,-1.5402828664945e-08,0.015,0.0045,0
0.0045,-4.7020254851266e-09,0.015,0.005,0
0.005,1.594825867468e-08,0.015,0.0055,0
0.0055,3.8335237534522e-08,0.015,0.006,0
0.006,4.7534793300508e-08,0.015,0.0065,0
0.0065,2.8066518603655e-08,0.015,0.007,0
0.007,-2.5323083669096e-08,0.015,0.0075,0
0.0075,-9.6550936787687e-08,0.015,0.008,0
0.008,-1.0408046305512e-07,0.015,0.0085,0
0.0085,-9.8440962968336e-08,0.015,0.009,0
0.009,-7.922071762671e-08,0.015,0.0095,0
0.0095,-4.5291939214679e-08,0.015,0.01,0
0.01,-6.290152904031e-09,0.015,0.0105,0
0.0105,3.9276380800758e-08,0.015,0.011,0
0.011,8.8079745646377e-08,0.015,0.0115,0
0.0115,1.2920814437086e-07,0.015,0.012,0
0.012,1.6694314634341e-07,0.015,0.0125,0
0.0125,1.7511438399266e-07,0.015,0.013,0
0.013,1.5832352474075e-07,0.015,0.0135,0
0.0135,8.4208550847745e-08,0.015,0.014,0
0.014,-5.2691805856741e-08,0.015,0.0145,0
0.0145,-2.6487296632449e-07,0.015,0.015,0
0.015,-5.6948633810291e-07,0.015,0.0155,0
0.0155,-8.7721593939537e-07,0.015,0.016,0
0.016,-1.0323809037887e-06,0.015,0.0165,0
0.0165,-9.227526867087e-07,0.015,0.017,0
0.017,-3.9017623971591e-07,0.015,0.0175,0
0.0175,4.6543227799043e-07,0.015,0.018,0
0.018,1.4165563647287e-06,0.015,0.0185,0
0.0185,2.3842824837854e-06,0.015,0.019,0
0.019,3.1887374761971e-06,0.015,0.0195,0
0.0195,3.5200719062062e-06,0.015,0.02,0
