id,strain_stress,x,y,z
0,-0.011068093524048,0.00025,0.00025,0
1,-0.024372256842585,0.00075,0.00025,0
2,-0.032116340686816,0.00125,0.00025,0
3,-0.034013684742857,0.00175,0.00025,0
4,-0.031019623632575,0.00225,0.00025,0
5,-0.02322963756012,0.00275,0.00025,0
6,-0.011435729967272,0.00325,0.00025,0
7,0.0036808733876866,0.00375,0.00025,0
8,0.021121699230979,0.00425,0.00025,0
9,0.039847849622913,0.00475,0.00025,0
10,0.058689167967946,0.00525,0.00025,0
11,0.076517780452305,0.00575,0.00025,0
12,0.092232394213617,0.00625,0.00025,0
13,0.10492020022088,0.00675,0.00025,0
14,0.11381702277297,0.00725,0.00025,0
15,0.11846637222679,0.00775,0.00025,0
16,0.1186051282294,0.00825,0.00025,0
17,0.11432650954572,0.00875,0.00025,0
18,0.10586269351724,0.00925,0.00025,0
19,0.09378967859278,0.00975,0.00025,0
20,0.07868027280106,0.01025,0.00025,0
21,0.061440137352848,0.01075,0.00025,0
22,0.042764406242459,0.01125,0.00025,0
23,0.023768282743951,0.01175,0.00025,0
24,0.0050376238665435,0.01225,0.00025,0
25,-0.012157379710697,0.01275,0.00025,0
26,-0.027857728911179,0.01325,0.00025,0
27,-0.041158165106042,0.01375,0.00025,0
28,-0.056322115352781,0.01425,0.00025,0
29,-0.077998020586685,0.01475,0.00025,0
30,-0.07799802058655,0.01525,0.00025,0
31,-0.056322115352562,0.01575,0.00025,0
32,-0.041158165106077,0.01625,0.00025,0
33,-0.027857728911167,0.01675,0.00025,0
34,-0.012157379710755,0.01725,0.00025,0
35,0.0050376238662721,0.01775,0.00025,0
36,0.023768282743816,0.01825,0.00025,0
37,0.042764406242149,0.01875,0.00025,0
38,0.061440137352508,0.01925,0.00025,0
39,0.07868027280095,0.01975,0.00025,0
40,0.093789678592654,0.02025,0.00025,0
41,0.10586269351717,0.02075,0.00025,0
42,0.11432650954585,0.02125,0.00025,0
43,0.11860512822949,0.02175,0.00025,0
44,0.11846637222699,0.02225,0.00025,0
45,0.11381702277301,0.02275,0.00025,0
46,0.10492020022083,0.02325,0.00025,0
47,0.092232394213567,0.02375,0.00025,0
48,0.07651778045223,0.02425,0.00025,0
49,0.058689167967872,0.02475,0.00025,0
50,0.03984784962282,0.02525,0.00025,0
51,0.021121699230879,0.02575,0.00025,0
52,0.0036808733875975,0.02625,0.00025,0
53,-0.011435729967381,0.02675,0.00025,0
54,-0.02322963756019,0.02725,0.00025,0
55,-0.031019623632646,0.02775,0.00025,0
56,-0.034013684742903,0.02825,0.00025,0
57,-0.032116340686819,0.02875,0.00025,0
58,-0.024372256842542,0.02925,0.00025,0
59,-0.011068093523974,0.02975,0.00025,0
60,-0.022148735194298,0.00025,0.00075,0
61,-0.020367625579273,0.00075,0.00075,0
62,-0.019897426752239,0.00125,0.00075,0
63,-0.016019120329819,0.00175,0.00075,0
64,-0.0080572261584482,0.00225,0.00075,0
65,0.0032003128922575,0.00275,0.00075,0
