x,y,z,value
0,0,0.015,2.12658937950864e-07
0.001,0,0.015,1.44010883403246e-07
0.001,0.001,0.015,9.79886741189759e-08
0,0.001,0.015,2.87121297817377e-07
0.002,0,0.015,-5.5498553873517e-08
0.002,0.001,0.015,3.02706013150759e-08
0.003,0,0.015,-1.40000139851532e-07
0.003,0.001,0.015,-3.28210917301851e-08
0.004,0,0.015,-3.19797618097602e-07
0.004,0.001,0.015,2.48219722530157e-07
0.005,0,0.015,-1.57683465636655e-07
0.005,0.001,0.015,5.62241012592783e-07
0.006,0,0.015,-7.94749806913188e-08
0.006,0.001,0.015,1.36988078382013e-06
0.007,0,0.015,5.42490548023313e-07
0.007,0.001,0.015,1.99097133170958e-06
0.008,0,0.015,9.50955258213822e-07
0.008,0.001,0.015,3.03619073489754e-06
0.009,0,0.015,1.92945883410788e-06
0.009,0.001,0.015,3.51778606164397e-06
0.01,0,0.015,2.41422578638553e-06
0.01,0.001,0.015,4.33445318260395e-06
0.011,0,0.015,3.40296518403012e-06
0.011,0.001,0.015,4.33734494602683e-06
0.012,0,0.015,3.63438687989813e-06
0.012,0.001,0.015,4.78163534370447e-06
0.013,0,0.015,4.38388733504756e-06
0.013,0.001,0.015,4.4053681734632e-06
0.014,0,0.015,4.2599398233805e-06
0.014,0.001,0.015,4.71129553477148e-06
0.015,0,0.015,4.69433123323623e-06
0.015,0.001,0.015,4.31584007606613e-06
0.016,0,0.015,4.25993982321543e-06
0.016,0.001,0.015,4.71129553474163e-06
0.017,0,0.015,4.38388733504778e-06
0.017,0.001,0.015,4.40536817332835e-06
0.018,0,0.015,3.63438687983849e-06
0.018,0.001,0.015,4.78163534358445e-06
0.019,0,0.015,3.40296518392519e-06
0.019,0.001,0.015,4.33734494595178e-06
0.02,0,0.015,2.41422578625049e-06
0.02,0.001,0.015,4.33445318266399e-06
0.021,0,0.015,1.92945883413044e-06
0.021,0.001,0.015,3.51778606156903e-06
0.022,0,0.015,9.5095525811501e-07
0.022,0.001,0.015,3.0361907349276e-06
0.023,0,0.015,5.42490548043263e-07
0.023,0.001,0.015,1.99097133171874e-06
0.024,0,0.015,-7.94749806172178e-08
0.024,0.001,0.015,1.36988078379802e-06
0.025,0,0.015,-1.57683465614576e-07
0.025,0.001,0.015,5.62241012590303e-07
0.026,0,0.015,-3.19797618058469e-07
0.026,0.001,0.015,2.48219722485325e-07
0.027,0,0.015,-1.40000139869557e-07
0.027,0.001,0.015,-3.28210917200274e-08
0.028,0,0.015,-5.54985538899901e-08
0.028,0.001,0.015,3.02706013167801e-08
0.029,0,0.015,1.4401088338682e-07
0.029,0.001,0.015,9.79886741129247e-08
0.03,0,0.015,2.12658937920086e-07
0.03,0.001,0.015,2.87121297821904e-07
0.001,0.002,0.015,2.90520074454408e-07
0,0.002,0.015,4.1501524945519e-07
0.002,0.002,0.015,2.04347962663689e-07
0.003,0.002,0.015,3.61812483703938e-07
0.004,0.002,0.015,6.05731955409015e-07
0.005,0.002,0.015,1.32203697256699e-06
0.006,0.002,0.015,1.98928281119331e-06
0.007,0.002,0.015,3.06431089722739e-06
0.008,0.002,0.015,3.63787876235438e-06
0.009,0.002,0.015,4.43060942508335e-06
0.01,0.002,0.015,4.32906385170622e-06
0.011,0.002,0.015,4.50168863986078e-06
0.012,0.002,0.015,3.76372798145596e-06
0.013,0.002,0.015,3.66903703704214e-06
0.014,0.002,0.015,2.92221403283655e-06
0.015,0.002,0.015,3.16260440313626e-06
0.016,0.002,0.015,2.92221403275082e-06
0.017,0.002,0.015,3.66903703690719e-06
0.018,0.002,0.015,3.76372798127549e-06
0.019,0.002,0.015,4.50168863966527e-06
0.02,0.002,0.015,4.32906385158617e-06
0.021,0.002,0.015,4.43060942514298e-06
0.022,0.002,0.015,3.63787876236923e-06
0.023,0.002,0.015,3.06431089728773e-06
0.024,0.002,0.015,1.98928281121773e-06
0.025,0.002,0.015,1.32203697251188e-06
0.026,0.002,0.015,6.05731955408256e-07
0.027,0.002,0.015,3.61812483704351e-07
0.028,0.002,0.015,2.04347962686119e-07
0.029,0.002,0.015,2.9052007448156e-07
0.03,0.002,0.015,4.15015249476305e-07
0.001,0.003,0.015,5.36680788059234e-07
0,0.003,0.015,7.03194071986925e-07
0.002,0.003,0.015,4.97432772024758e-07
0.003,0.003,0.015,5.11680870865184e-07
0.004,0.003,0.015,9.08133930732511e-07
0.005,0.003,0.015,1.38288191481984e-06
0.006,0.003,0.015,2.3001011987048e-06
0.007,0.003,0.015,2.90927735597962e-06
0.008,0.003,0.015,3.72889148330961e-06
0.009,0.003,0.015,3.68643317662415e-06
0.01,0.003,0.015,3.78241367447502e-06
0.011,0.003,0.015,2.81304544746943e-06
0.012,0.003,0.015,2.32955090809036e-06
0.013,0.003,0.015,1.06372110088389e-06
0.014,0.003,0.015,8.19986508193645e-07
0.015,0.003,0.015,1.86907883684357e-07
0.016,0.003,0.015,8.19986508198922e-07
0.017,0.003,0.015,1.06372110073576e-06
0.018,0.003,0.015,2.32955090791971e-06
0.019,0.003,0.015,2.81304544735022e-06
0.02,0.003,0.015,3.78241367428055e-06
0.021,0.003,0.015,3.68643317642563e-06
0.022,0.003,0.015,3.72889148332419e-06
0.023,0.003,0.015,2.90927735603944e-06
0.024,0.003,0.015,2.30010119874993e-06
0.025,0.003,0.015,1.38288191485474e-06
0.026,0.003,0.015,9.08133930731413e-07
0.027,0.003,0.015,5.11680870886577e-07
0.028,0.003,0.015,4.97432772046151e-07
0.029,0.003,0.015,5.36680788086931e-07
0.03,0.003,0.015,7.03194072013969e-07
0.001,0.004,0.015,8.18822106461443e-07
0,0.004,0.015,9.82093127687165e-07
0.002,0.004,0.015,5.89240157152246e-07
0.003,0.004,0.015,5.7199215017436e-07
0.004,0.004,0.015,6.80871203208465e-07
0.005,0.004,0.015,1.24322903272952e-06
0.006,0.004,0.015,1.74897736057046e-06
0.007,0.004,0.015,2.5346212829227e-06
0.008,0.004,0.015,2.66786103794515e-06
0.009,0.004,0.015,2.88332756837947e-06
0.01,0.004,0.015,1.96918431958795e-06
0.011,0.004,0.015,1.39368261607658e-06
0.012,0.004,0.015,-2.30807334906084e-07
0.013,0.004,0.015,-9.49563952732719e-07
0.014,0.004,0.015,-2.20533089736097e-06
0.015,0.004,0.015,-2.09679838712284e-06
0.016,0.004,0.015,-2.20533089731624e-06
0.017,0.004,0.015,-9.49563952777795e-07
0.018,0.004,0.015,-2.30807335027975e-07
0.019,0.004,0.015,1.39368261592619e-06
0.02,0.004,0.015,1.96918431949004e-06
0.021,0.004,0.015,2.88332756832616e-06
0.022,0.004,0.015,2.66786103785174e-06
0.023,0.004,0.015,2.5346212828971e-06
0.024,0.004,0.015,1.74897736062749e-06
0.025,0.004,0.015,1.2432290328075e-06
0.026,0.004,0.015,6.80871203297194e-07
0.027,0.004,0.015,5.71992150225764e-07
0.028,0.004,0.015,5.89240157208035e-07
0.029,0.004,0.015,8.18822106514119e-07
0.03,0.004,0.015,9.82093127732961e-07
0.001,0.005,0.015,9.20290752216382e-07
