x,y,z,value
0,0,0.015,-3.1190645136181e-07
0.001,0,0.015,-3.3041300368719e-07
0.001,0.001,0.015,-3.18609733389633e-07
0,0.001,0.015,-2.9305957102345e-07
0.002,0,0.015,-3.53076395795866e-07
0.002,0.001,0.015,-3.44382635989415e-07
0.003,0,0.015,-3.72030057840839e-07
0.003,0.001,0.015,-3.73736254851144e-07
0.004,0,0.015,-3.98116590679811e-07
0.004,0.001,0.015,-4.00367659660823e-07
0.005,0,0.015,-4.19216028222136e-07
0.005,0.001,0.015,-4.39353768043641e-07
0.006,0,0.015,-4.55873784698115e-07
0.006,0.001,0.015,-4.74659982357308e-07
0.007,0,0.015,-4.87151641860998e-07
0.007,0.001,0.015,-5.29350494071477e-07
0.008,0,0.015,-5.40631508920764e-07
0.008,0.001,0.015,-5.76557156111601e-07
0.009,0,0.015,-5.8534962854356e-07
0.009,0.001,0.015,-6.45388250945003e-07
0.01,0,0.015,-6.52148707423782e-07
0.01,0.001,0.015,-6.99133108801624e-07
0.011,0,0.015,-7.00679750667311e-07
0.011,0.001,0.015,-7.71410132132137e-07
0.012,0,0.015,-7.68087257657673e-07
0.012,0.001,0.015,-8.13721555463823e-07
0.013,0,0.015,-7.97578150590282e-07
0.013,0.001,0.015,-8.73017832001043e-07
0.014,0,0.015,-8.41086397882461e-07
0.014,0.001,0.015,-8.86909657048517e-07
0.015,0,0.015,-8.37339572601136e-07
0.015,0.001,0.015,-9.11087305851546e-07
0.016,0,0.015,-8.41086397858473e-07
0.016,0.001,0.015,-8.86909657114707e-07
0.017,0,0.015,-7.97578150584237e-07
0.017,0.001,0.015,-8.7301783194087e-07
0.018,0,0.015,-7.68087257579502e-07
0.018,0.001,0.015,-8.13721555319516e-07
0.019,0,0.015,-7.00679750709378e-07
0.019,0.001,0.015,-7.71410131909713e-07
0.02,0,0.015,-6.52148707369843e-07
0.02,0.001,0.015,-6.99133108735461e-07
0.021,0,0.015,-5.85349628447364e-07
0.021,0.001,0.015,-6.45388250824873e-07
0.022,0,0.015,-5.40631508818551e-07
0.022,0.001,0.015,-5.76557156033565e-07
0.023,0,0.015,-4.87151641800947e-07
0.023,0.001,0.015,-5.29350494023434e-07
0.024,0,0.015,-4.55873784644041e-07
0.024,0.001,0.015,-4.74659982345355e-07
0.025,0,0.015,-4.19216028187347e-07
0.025,0.001,0.015,-4.39353768013649e-07
0.026,0,0.015,-3.98116590665442e-07
0.026,0.001,0.015,-4.00367659615198e-07
0.027,0,0.015,-3.72030057809775e-07
0.027,0.001,0.015,-3.73736254828972e-07
0.028,0,0.015,-3.53076395774907e-07
0.028,0.001,0.015,-3.44382635961182e-07
0.029,0,0.015,-3.30413003674668e-07
0.029,0.001,0.015,-3.18609733356011e-07
0.03,0,0.015,-3.1190645128433e-07
0.03,0.001,0.015,-2.93059570997673e-07
0.001,0.002,0.015,-3.15124813289911e-07
0,0.002,0.015,-2.89980304922694e-07
0.002,0.002,0.015,-3.43315246494904e-07
0.003,0.002,0.015,-3.6893805841007e-07
0.004,0.002,0.015,-4.01758135422955e-07
0.005,0.002,0.015,-4.32200693382335e-07
0.006,0.002,0.015,-4.7860321854394e-07
0.007,0.002,0.015,-5.20573860248466e-07
0.008,0.002,0.015,-5.8413882024773e-07
0.009,0.002,0.015,-6.37238433209592e-07
0.01,0.002,0.015,-7.11986710013582e-07
