x,y,z,value
0,0,0.016,1.28651269379226e-06
0.002,0,0.016,2.17920877554307e-06
0.002,0.002,0.016,2.05409623271527e-06
0,0.002,0.016,2.88256639605681e-06
0.004,0,0.016,1.81459415757714e-06
0.004,0.002,0.016,5.4554521873953e-07
0.006,0,0.016,1.96928452372256e-06
0.006,0.002,0.016,-1.57842492785063e-06
0.008,0,0.016,7.25788852385355e-07
0.008,0.002,0.016,-1.19180950026304e-06
0.01,0,0.016,3.56140200301639e-07
0.01,0.002,0.016,-1.17777390075055e-06
0.012,0,0.016,-1.45449491182129e-06
0.012,0.002,0.016,1.24447372628722e-06
0.014,0,0.016,-2.475138604625e-06
0.014,0.002,0.016,2.29110260927228e-06
0.016,0,0.016,-3.26568362566835e-06
0.016,0.002,0.016,2.20141572080377e-06
0.018,0,0.016,-3.19856709290567e-06
0.018,0.002,0.016,5.43701590925857e-07
0.02,0,0.016,-1.39279677404585e-06
0.02,0.002,0.016,-2.53734354099659e-06
0.022,0,0.016,4.51555850881653e-07
0.022,0.002,0.016,-3.36427424953894e-06
0.024,0,0.016,2.48261903564237e-06
0.024,0.002,0.016,-2.45292751796565e-06
0.026,0,0.016,2.71495530612085e-06
0.026,0.002,0.016,4.01963357054311e-07
0.028,0,0.016,1.64702043490092e-06
0.028,0.002,0.016,2.81069858015874e-06
0.03,0,0.016,1.32657155700413e-07
0.03,0.002,0.016,2.53144931206814e-06
0.002,0.004,0.016,2.50344886716766e-07
0,0.004,0.016,1.84740706166825e-06
0.004,0.004,0.016,-1.94560621269186e-06
0.006,0.004,0.016,-1.63775838685464e-06
0.008,0.004,0.016,-1.74173509341006e-06
0.01,0.004,0.016,1.7790813367721e-06
0.012,0.004,0.016,3.75749987804787e-06
0.014,0.004,0.016,7.58902018334492e-06
0.016,0.004,0.016,8.37011891902041e-06
0.018,0.004,0.016,4.93819719153254e-06
0.02,0.004,0.016,9.81692335011745e-07
0.022,0.004,0.016,-3.57798625617953e-06
0.024,0.004,0.016,-4.5543725662085e-06
0.026,0.004,0.016,-2.30657377208138e-06
0.028,0.004,0.016,7.83150572993875e-07
0.03,0.004,0.016,2.56956288705148e-06
0.002,0.006,0.016,-2.59776850650303e-06
0,0.006,0.016,-4.79280495420842e-07
0.004,0.006,0.016,-1.69612234479153e-06
0.006,0.006,0.016,8.8639887255756e-07
0.008,0.006,0.016,3.91647894873969e-06
0.01,0.006,0.016,1.48568712284827e-06
0.012,0.006,0.016,4.50382439918812e-06
0.014,0.006,0.016,3.1167222728631e-06
0.016,0.006,0.016,4.54806782131242e-06
0.018,0.006,0.016,7.00331949785417e-06
0.02,0.006,0.016,2.95946721377231e-06
0.022,0.006,0.016,4.72124605025142e-08
0.024,0.006,0.016,-1.80670789380648e-06
0.026,0.006,0.016,-3.44103087771054e-06
0.028,0.006,0.016,-1.63771373638794e-06
0.03,0.006,0.016,3.56184071995298e-07
0.002,0.008,0.016,-3.94903810073478e-06
0,0.008,0.016,-2.70976150163393e-06
0.004,0.008,0.016,-2.32024171247652e-07
0.006,0.008,0.016,4.42341162249708e-06
0.008,0.008,0.016,4.97989276187442e-06
0.01,0.008,0.016,1.08499231623932e-06
0.012,0.008,0.016,-9.32943694391136e-06
0.014,0.008,0.016,-1.4685869512674e-06
0.016,0.008,0.016,-1.72713069349664e-06
0.018,0.008,0.016,-2.91622814770336e-06
0.02,0.008,0.016,7.57753136287811e-07
0.022,0.008,0.016,4.48526159787057e-06
0.024,0.008,0.016,1.3576451219654e-06
0.026,0.008,0.016,-1.1533108536217e-06
0.028,0.008,0.016,-3.34047747516455e-06
0.03,0.008,0.016,-1.2562781086767e-06
0.002,0.01,0.016,-3.60330892128094e-06
0,0.01,0.016,-2.29029954167181e-06
0.004,0.01,0.016,-2.41333064659945e-07
0.006,0.01,0.016,2.40886023573206e-06
0.008,0.01,0.016,6.6707046609616e-07
0.01,0.01,0.016,-3.21147611204446e-06
0.012,0.01,0.016,2.32580990164842e-06
0.014,0.01,0.016,-5.03191988200299e-06
0.016,0.01,0.016,2.30421632257168e-06
0.018,0.01,0.016,-3.83384064355104e-06
0.02,0.01,0.016,1.32611712982901e-06
0.022,0.01,0.016,2.94193302417218e-06
0.024,0.01,0.016,2.49317738340745e-06
0.026,0.01,0.016,1.35124067558159e-07
0.028,0.01,0.016,-2.54159650655529e-06
