x,y,z,value
0,0,0.016,1.28472489844554e-06
0.002,0,0.016,8.4168411733067e-07
0.002,0.002,0.016,-1.69264770491419e-06
0,0.002,0.016,-4.52949529143804e-07
0.004,0,0.016,-8.0730436572145e-07
0.004,0.002,0.016,-2.18774865797346e-06
0.006,0,0.016,-1.95719758475045e-06
0.006,0.002,0.016,-2.42454662937298e-06
0.008,0,0.016,-2.33796698063189e-06
0.008,0.002,0.016,-1.63840852740297e-06
0.01,0,0.016,-1.31134118645023e-06
0.01,0.002,0.016,-2.41190712910091e-07
0.012,0,0.016,8.06936392910184e-07
0.012,0.002,0.016,1.71377072973847e-06
0.014,0,0.016,1.93498198747674e-06
0.014,0.002,0.016,4.64223810674831e-06
0.016,0,0.016,2.53036945119094e-06
0.016,0.002,0.016,5.29209439506669e-06
0.018,0,0.016,9.75588445140552e-07
0.018,0.002,0.016,4.50221350719064e-06
0.02,0,0.016,-1.52284091348284e-06
0.02,0.002,0.016,1.81875028600585e-06
0.022,0,0.016,-2.75212670750415e-06
0.022,0.002,0.016,-2.12049778512387e-06
0.024,0,0.016,-2.78966092630674e-06
0.024,0.002,0.016,-3.97015872543216e-06
0.026,0,0.016,-6.11558681009304e-07
0.026,0.002,0.016,-4.27568655090899e-06
0.028,0,0.016,1.03841903603401e-06
0.028,0.002,0.016,-1.7008474956148e-06
0.03,0,0.016,1.33147664555289e-06
0.03,0.002,0.016,4.18797888808973e-07
0.002,0.004,0.016,-2.49118718475885e-06
0,0.004,0.016,-2.69079839943642e-06
0.004,0.004,0.016,-1.19222168578199e-06
0.006,0.004,0.016,6.3903703785128e-07
0.008,0.004,0.016,6.9544114153627e-07
0.01,0.004,0.016,4.10493370071093e-07
0.012,0.004,0.016,6.10413190173763e-07
0.014,0.004,0.016,6.6606613828785e-08
0.016,0.004,0.016,1.92807204819944e-06
0.018,0.004,0.016,2.92189039766805e-06
0.02,0.004,0.016,2.62463827810215e-06
0.022,0.004,0.016,1.65183920257535e-06
0.024,0.004,0.016,-1.53014917983734e-06
0.026,0.004,0.016,-2.83049732778021e-06
0.028,0.004,0.016,-3.13798493274372e-06
0.03,0.004,0.016,-1.51132232620592e-06
0.002,0.006,0.016,-1.67377884104493e-06
0,0.006,0.016,-3.75060894379405e-06
0.004,0.006,0.016,2.45658071520028e-06
0.006,0.006,0.016,2.90841751608565e-06
0.008,0.006,0.016,1.50838230315013e-06
0.01,0.006,0.016,-1.97398532444639e-06
0.012,0.006,0.016,-6.4292148715154e-06
0.014,0.006,0.016,-7.93582151983364e-06
0.016,0.006,0.016,-8.87883064675681e-06
0.018,0.006,0.016,-4.46274615237009e-06
0.02,0.006,0.016,1.10145996823889e-06
0.022,0.006,0.016,2.54266317137883e-06
0.024,0.006,0.016,3.68130044609526e-06
0.026,0.006,0.016,9.12338761603995e-07
0.028,0.006,0.016,-1.93162817900581e-06
0.03,0.006,0.016,-2.80166795576533e-06
0.002,0.008,0.016,4.12153056475353e-07
0,0.008,0.016,-3.84055524172062e-06
0.004,0.008,0.016,4.31314579399015e-06
0.006,0.008,0.016,4.05168955203681e-06
0.008,0.008,0.016,-3.81259015510378e-06
0.01,0.008,0.016,-4.5957300999675e-06
0.012,0.008,0.016,-1.75377905536856e-06
0.014,0.008,0.016,-6.59996588698751e-06
0.016,0.008,0.016,-8.65013305292872e-06
0.018,0.008,0.016,-5.82850057949868e-06
0.02,0.008,0.016,-3.3124072624667e-06
0.022,0.008,0.016,2.43737723608416e-06
0.024,0.008,0.016,5.3771034872042e-06
0.026,0.008,0.016,4.45104125009984e-06
0.028,0.008,0.016,2.76925052219079e-07
0.03,0.008,0.016,-2.76191122370006e-06
0.002,0.01,0.016,4.9185324786042e-07
0,0.01,0.016,-2.88917884898668e-06
0.004,0.01,0.016,3.62445790969164e-06
0.006,0.01,0.016,3.64528831805827e-06
0.008,0.01,0.016,-1.98191788675604e-06
0.01,0.01,0.016,-9.23288024291336e-06
0.012,0.01,0.016,4.95676737766637e-06
0.014,0.01,0.016,1.1702623629034e-05
0.016,0.01,0.016,1.27970424723999e-05
0.018,0.01,0.016,1.08938763569138e-05
0.02,0.01,0.016,3.29124409746261e-07
0.022,0.01,0.016,-3.72906712761516e-07
0.024,0.01,0.016,4.86560957698964e-06
0.026,0.01,0.016,4.45615799958454e-06
0.028,0.01,0.016,9.11366446568489e-07
0.03,0.01,0.016,-1.79746340328514e-06
0.002,0.012,0.016,-2.22992660762561e-06
0,0.012,0.016,-1.71323036512506e-06
0.004,0.012,0.016,-1.10352894532072e-06
0.006,0.012,0.016,3.47328110448543e-06
0.008,0.012,0.016,6.6359418998635e-06
0.01,0.012,0.016,1.22903094586942e-05
0.012,0.012,0.016,1.93302027601329e-06
0.014,0.012,0.016,-4.36654326801757e-06
0.016,0.012,0.016,1.5524624675054e-06
0.018,0.012,0.016,9.42990757876169e-06
0.02,0.012,0.016,1.74584793017143e-06
