id,integral_strain_stress_param2,x,y,z
0,-1.6982752284519e-06,0.0005,0.0005,0
1,-1.0982979522196e-06,0.0015,0.0005,0
2,6.5613032436453e-06,0.0025,0.0005,0
3,2.4931704919025e-05,0.0035,0.0005,0
4,4.9786722821678e-05,0.0045,0.0005,0
5,6.7167459793403e-05,0.0055,0.0005,0
6,5.8423246067328e-05,0.0065,0.0005,0
7,9.9097820942821e-06,0.0075,0.0005,0
8,-7.7906725432227e-05,0.0085,0.0005,0
9,-0.00018685987860028,0.0095,0.0005,0
10,-0.00028500525294534,0.0105,0.0005,0
11,-0.00033684958881708,0.0115,0.0005,0
12,-0.00031699328153092,0.0125,0.0005,0
13,-0.00022404139549565,0.0135,0.0005,0
14,-8.9477350917764e-05,0.0145,0.0005,0
15,-8.9477350917652e-05,0.0155,0.0005,0
16,-0.00022404139549533,0.0165,0.0005,0
17,-0.00031699328153042,0.0175,0.0005,0
18,-0.00033684958881646,0.0185,0.0005,0
19,-0.0002850052529447,0.0195,0.0005,0
20,-0.00018685987859973,0.0205,0.0005,0
21,-7.7906725431871e-05,0.0215,0.0005,0
22,9.9097820944069e-06,0.0225,0.0005,0
23,5.8423246067247e-05,0.0235,0.0005,0
24,6.7167459793193e-05,0.0245,0.0005,0
25,4.9786722821434e-05,0.0255,0.0005,0
26,2.4931704918822e-05,0.0265,0.0005,0
27,6.5613032435195e-06,0.0275,0.0005,0
28,-1.0982979522727e-06,0.0285,0.0005,0
29,-1.6982752284639e-06,0.0295,0.0005,0
30,-3.3491594112077e-06,0.0005,0.0015,0
31,5.8695130765864e-07,0.0015,0.0015,0
32,9.0490214351606e-06,0.0025,0.0015,0
33,2.0237943660441e-05,0.0035,0.0015,0
34,2.9139037766173e-05,0.0045,0.0015,0
35,2.8016538496993e-05,0.0055,0.0015,0
36,9.2879197828907e-06,0.0065,0.0015,0
37,-3.0256027551741e-05,0.0075,0.0015,0
38,-8.600773490283e-05,0.0085,0.0015,0
