id,ui,x,y,z
0,2.0234554532211e-06,0.015,0.0005,0
0.0005,3.5085804960809e-06,0.015,0.001,0
0.001,4.6921141314975e-06,0.015,0.0015,0
0.0015,5.4637657138094e-06,0.015,0.002,0
0.002,5.7462439884246e-06,0.015,0.0025,0
0.0025,5.5020556637511e-06,0.015,0.003,0
0.003,4.7373372784838e-06,0.015,0.0035,0
0.0035,3.5023757072419e-06,0.015,0.004,0
0.004,1.8886910980739e-06,0.015,0.0045,0
0.0045,2.277630663168e-08,0.015,0.005,0
0.005,-1.9432169833921e-06,0.015,0.0055,0
0.0055,-3.8434147390124e-06,0.015,0.006,0
0.006,-5.5123987029152e-06,0.015,0.0065,0
0.0065,-6.8012844253494e-06,0.015,0.007,0
0.007,-7.6029354097161e-06,0.015,0.0075,0
0.0075,-7.8668044540057e-06,0.015,0.008,0
0.008,-7.8168058193499e-06,0.015,0.0085,0
0.0085,-7.3211852852656e-06,0.015,0.009,0
0.009,-6.9989786555538e-06,0.015,0.0095,0
0.0095,-6.5408735085742e-06,0.015,0.01,0
0.01,-5.8408305768171e-06,0.015,0.0105,0
0.0105,-5.0594216052136e-06,0.015,0.011,0
0.011,-4.0089008408245e-06,0.015,0.0115,0
0.0115,-2.9672548682907e-06,0.015,0.012,0
0.012,-1.6109796326951e-06,0.015,0.0125,0
0.0125,-2.6242281743785e-07,0.015,0.013,0
0.013,1.4398785574887e-06,0.015,0.0135,0
0.0135,3.1489082660793e-06,0.015,0.014,0
0.014,4.8879274136765e-06,0.015,0.0145,0
0.0145,6.5674058339794e-06,0.015,0.015,0
0.015,7.8274627078926e-06,0.015,0.0155,0
0.0155,8.8167660967844e-06,0.015,0.016,0
0.016,9.0220535193023e-06,0.015,0.0165,0
0.0165,8.8334536050067e-06,0.015,0.017,0
0.017,8.1036226894063e-06,0.015,0.0175,0
0.0175,7.0123464072387e-06,0.015,0.018,0
0.018,5.4881299991362e-06,0.015,0.0185,0
0.0185,3.5830022416371e-06,0.015,0.019,0
0.019,1.2896294700479e-06,0.015,0.0195,0
0.0195,-1.2247360295312e-06,0.015,0.02,0
