id,integral_strain_stress_param2,x,y,z
0,3.2259556169598e-07,0.0005,0.0005,0
1,4.1953083207403e-07,0.0015,0.0005,0
2,-1.2833554036975e-07,0.0025,0.0005,0
3,-1.4751210167796e-06,0.0035,0.0005,0
4,-3.0497568743137e-06,0.0045,0.0005,0
5,-4.0433799876077e-06,0.0055,0.0005,0
6,-3.971116210565e-06,0.0065,0.0005,0
7,-2.3558646398583e-06,0.0075,0.0005,0
8,2.2223099568644e-06,0.0085,0.0005,0
9,1.2361651682018e-05,0.0095,0.0005,0
10,3.0499421301352e-05,0.0105,0.0005,0
11,5.6697367526823e-05,0.0115,0.0005,0
12,8.6902487912921e-05,0.0125,0.0005,0
13,0.00011186635591041,0.0135,0.0005,0
14,0.00011640493952851,0.0145,0.0005,0
15,0.00011640493952852,0.0155,0.0005,0
16,0.00011186635591042,0.0165,0.0005,0
17,8.6902487912912e-05,0.0175,0.0005,0
18,5.6697367526775e-05,0.0185,0.0005,0
19,3.049942130127e-05,0.0195,0.0005,0
20,1.2361651681923e-05,0.0205,0.0005,0
21,2.2223099567825e-06,0.0215,0.0005,0
22,-2.3558646399027e-06,0.0225,0.0005,0
23,-3.9711162105633e-06,0.0235,0.0005,0
24,-4.04337998757e-06,0.0245,0.0005,0
25,-3.0497568742626e-06,0.0255,0.0005,0
26,-1.475121016737e-06,0.0265,0.0005,0
27,-1.2833554034584e-07,0.0275,0.0005,0
28,4.195308320819e-07,0.0285,0.0005,0
29,3.2259556169659e-07,0.0295,0.0005,0
30,2.5910462393809e-07,0.0005,0.0015,0
31,-5.6154413434155e-07,0.0015,0.0015,0
32,-1.5208566100845e-06,0.0025,0.0015,0
33,-1.8327452490831e-06,0.0035,0.0015,0
34,-1.2366445788065e-06,0.0045,0.0015,0
35,-6.2940359155541e-08,0.0055,0.0015,0
36,1.2688651158517e-06,0.0065,0.0015,0
37,2.7748546667676e-06,0.0075,0.0015,0
38,4.9750698957354e-06,0.0085,0.0015,0
39,8.5567226924795e-06,0.0095,0.0015,0
40,1.3990465659197e-05,0.0105,0.0015,0
41,2.1212986054371e-05,0.0115,0.0015,0
42,2.9162220966661e-05,0.0125,0.0015,0
43,3.5143985036748e-05,0.0135,0.0015,0
44,3.4715953355489e-05,0.0145,0.0015,0
45,3.4715953355476e-05,0.0155,0.0015,0
46,3.5143985036754e-05,0.0165,0.0015,0
47,2.9162220966676e-05,0.0175,0.0015,0
48,2.1212986054381e-05,0.0185,0.0015,0
49,1.3990465659193e-05,0.0195,0.0015,0
50,8.5567226924608e-06,0.0205,0.0015,0
51,4.9750698957077e-06,0.0215,0.0015,0
52,2.7748546667413e-06,0.0225,0.0015,0
53,1.2688651158369e-06,0.0235,0.0015,0
54,-6.2940359152837e-08,0.0245,0.0015,0
55,-1.2366445787872e-06,0.0255,0.0015,0
56,-1.8327452490553e-06,0.0265,0.0015,0
57,-1.5208566100591e-06,0.0275,0.0015,0
58,-5.6154413432582e-07,0.0285,0.0015,0
59,2.5910462394545e-07,0.0295,0.0015,0
60,-9.9819364122489e-07,0.0005,0.0025,0
61,-1.9478684979166e-06,0.0015,0.0025,0
62,-2.1056688575324e-06,0.0025,0.0025,0
63,-6.5557128112042e-07,0.0035,0.0025,0
64,1.4132652398111e-06,0.0045,0.0025,0
65,2.4204836872392e-06,0.0055,0.0025,0
66,2.0081017782239e-06,0.0065,0.0025,0
67,1.51702748135e-06,0.0075,0.0025,0
68,2.2994652025506e-06,0.0085,0.0025,0
69,4.233138588891e-06,0.0095,0.0025,0
70,6.3223628681026e-06,0.0105,0.0025,0
71,8.3105795661805e-06,0.0115,0.0025,0
72,1.0869422070899e-05,0.0125,0.0025,0
73,1.3915678159182e-05,0.0135,0.0025,0
74,1.51098503904e-05,0.0145,0.0025,0
75,1.5109850390369e-05,0.0155,0.0025,0
76,1.3915678159155e-05,0.0165,0.0025,0
77,1.0869422070889e-05,0.0175,0.0025,0
78,8.3105795661941e-06,0.0185,0.0025,0
79,6.3223628681356e-06,0.0195,0.0025,0
80,4.2331385889325e-06,0.0205,0.0025,0
81,2.2994652025868e-06,0.0215,0.0025,0
82,1.5170274813681e-06,0.0225,0.0025,0
83,2.0081017782189e-06,0.0235,0.0025,0
84,2.4204836872205e-06,0.0245,0.0025,0
85,1.4132652397974e-06,0.0255,0.0025,0
86,-6.5557128111562e-07,0.0265,0.0025,0
87,-2.1056688575111e-06,0.0275,0.0025,0
88,-1.9478684978908e-06,0.0285,0.0025,0
