id,ui,x,y,z
0,-2.7721242020759e-08,0.015,0.0005,0
0.0005,-3.0235107910292e-08,0.015,0.001,0
0.001,-6.0211466351214e-09,0.015,0.0015,0
0.0015,4.363108386457e-08,0.015,0.002,0
0.002,1.0577741147003e-07,0.015,0.0025,0
0.0025,1.5830553068376e-07,0.015,0.003,0
0.003,1.7582130230822e-07,0.015,0.0035,0
0.0035,1.3772409461386e-07,0.015,0.004,0
0.004,3.6447005724842e-08,0.015,0.0045,0
0.0045,-1.1661126374385e-07,0.015,0.005,0
0.005,-2.8982721769484e-07,0.015,0.0055,0
0.0055,-4.3635644463793e-07,0.015,0.006,0
0.006,-5.0567718461068e-07,0.015,0.0065,0
0.0065,-4.6009114355923e-07,0.015,0.007,0
0.007,-2.9966636951564e-07,0.015,0.0075,0
0.0075,-5.9583597801287e-08,0.015,0.008,0
0.008,1.2018369631581e-07,0.015,0.0085,0
0.0085,3.218628447145e-07,0.015,0.009,0
0.009,3.9878403476835e-07,0.015,0.0095,0
0.0095,4.8763789636305e-07,0.015,0.01,0
0.01,5.8236855209823e-07,0.015,0.0105,0
0.0105,6.4473423195666e-07,0.015,0.011,0
0.011,6.3977935054992e-07,0.015,0.0115,0
0.0115,5.4414038385558e-07,0.015,0.012,0
0.012,4.4063275722983e-07,0.015,0.0125,0
0.0125,2.3151338675671e-07,0.015,0.013,0
0.013,-1.6825539390174e-07,0.015,0.0135,0
0.0135,-6.8951835345354e-07,0.015,0.014,0
0.014,-1.3475963996275e-06,0.015,0.0145,0
0.0145,-2.0796906443554e-06,0.015,0.015,0
0.015,-2.7224654538746e-06,0.015,0.0155,0
0.0155,-3.2287747813301e-06,0.015,0.016,0
0.016,-3.189975952628e-06,0.015,0.0165,0
0.0165,-2.7698103734277e-06,0.015,0.017,0
0.017,-1.7735375904863e-06,0.015,0.0175,0
0.0175,-4.5503442129486e-07,0.015,0.018,0
0.018,1.1850077346179e-06,0.015,0.0185,0
0.0185,2.9679968546933e-06,0.015,0.019,0
0.019,4.8265572025349e-06,0.015,0.0195,0
0.0195,6.4153202487393e-06,0.015,0.02,0
