id,ur,x,y,z
0,8.3450116806938e-08,0.015,0.0005,0
0.0005,1.4895794040965e-07,0.015,0.001,0
0.001,1.8255566681805e-07,0.015,0.0015,0
0.0015,1.7292514202264e-07,0.015,0.002,0
0.002,1.1571113743359e-07,0.015,0.0025,0
0.0025,1.6183030624091e-08,0.015,0.003,0
0.003,-1.0922221100963e-07,0.015,0.0035,0
0.0035,-2.3359282138552e-07,0.015,0.004,0
0.004,-3.2333677867168e-07,0.015,0.0045,0
0.0045,-3.4522731340513e-07,0.015,0.005,0
0.005,-2.7577469688893e-07,0.015,0.0055,0
0.0055,-1.1083124503991e-07,0.015,0.006,0
0.006,1.2755330874817e-07,0.015,0.0065,0
0.0065,3.9022093942214e-07,0.015,0.007,0
0.007,6.0814345037088e-07,0.015,0.0075,0
0.0075,7.1183680034283e-07,0.015,0.008,0
0.008,7.1431478805385e-07,0.015,0.0085,0
0.0085,5.9656226666885e-07,0.015,0.009,0
0.009,5.0672663305769e-07,0.015,0.0095,0
0.0095,3.7590095196375e-07,0.015,0.01,0
0.01,1.6852749965646e-07,0.015,0.0105,0
0.0105,-5.9584557277388e-08,0.015,0.011,0
0.011,-3.6815096537109e-07,0.015,0.0115,0
0.0115,-6.5943060697049e-07,0.015,0.012,0
0.012,-9.7431421786442e-07,0.015,0.0125,0
0.0125,-1.2521001838894e-06,0.015,0.013,0
0.013,-1.5246307782062e-06,0.015,0.0135,0
0.0135,-1.6746349306979e-06,0.015,0.014,0
0.014,-1.6324664573875e-06,0.015,0.0145,0
0.0145,-1.3273309763527e-06,0.015,0.015,0
0.015,-6.6100073491813e-07,0.015,0.0155,0
0.0155,3.8080885748407e-07,0.015,0.016,0
0.016,1.6117598555795e-06,0.015,0.0165,0
0.0165,3.0104368220847e-06,0.015,0.017,0
0.017,4.0561965480788e-06,0.015,0.0175,0
0.0175,4.87115495226e-06,0.015,0.018,0
0.018,5.2489873766999e-06,0.015,0.0185,0
0.0185,5.045227268e-06,0.015,0.019,0
0.019,4.3164792678611e-06,0.015,0.0195,0
0.0195,2.9313640952064e-06,0.015,0.02,0
