id,integral_strain_stress_param2,x,y,z
0,2.6299358989304e-08,0.0005,0.0005,0
1,7.4502420120198e-08,0.0015,0.0005,0
2,9.2579551528303e-08,0.0025,0.0005,0
3,1.523587836086e-08,0.0035,0.0005,0
4,-1.0357526345015e-07,0.0045,0.0005,0
5,-9.3671025242934e-08,0.0055,0.0005,0
6,1.6747486771877e-07,0.0065,0.0005,0
7,5.6102971825652e-07,0.0075,0.0005,0
8,7.0516773119329e-07,0.0085,0.0005,0
9,1.8374137649981e-07,0.0095,0.0005,0
10,-1.0305092649272e-06,0.0105,0.0005,0
11,-2.1067568150096e-06,0.0115,0.0005,0
12,-1.30008193157e-06,0.0125,0.0005,0
13,2.8611468530101e-06,0.0135,0.0005,0
14,8.8915761645536e-06,0.0145,0.0005,0
15,8.8915761645536e-06,0.0155,0.0005,0
16,2.8611468530116e-06,0.0165,0.0005,0
17,-1.300081931566e-06,0.0175,0.0005,0
18,-2.1067568150023e-06,0.0185,0.0005,0
19,-1.0305092649191e-06,0.0195,0.0005,0
20,1.8374137650474e-07,0.0205,0.0005,0
21,7.0516773119332e-07,0.0215,0.0005,0
22,5.6102971825341e-07,0.0225,0.0005,0
23,1.6747486771586e-07,0.0235,0.0005,0
24,-9.3671025243694e-08,0.0245,0.0005,0
25,-1.0357526344945e-07,0.0255,0.0005,0
26,1.5235878361318e-08,0.0265,0.0005,0
27,9.2579551527897e-08,0.0275,0.0005,0
28,7.4502420119589e-08,0.0285,0.0005,0
29,2.6299358989026e-08,0.0295,0.0005,0
30,6.3905213142767e-08,0.0005,0.0015,0
31,2.7711103855703e-08,0.0015,0.0015,0
32,-1.4938046443906e-08,0.0025,0.0015,0
33,-5.0048344947267e-09,0.0035,0.0015,0
34,8.0496414223446e-08,0.0045,0.0015,0
35,1.638121290718e-07,0.0055,0.0015,0
36,1.206864596463e-07,0.0065,0.0015,0
37,-7.7862646813517e-08,0.0075,0.0015,0
38,-3.13830794462e-07,0.0085,0.0015,0
39,-4.116328536699e-07,0.0095,0.0015,0
40,-2.3119465516044e-07,0.0105,0.0015,0
41,2.9085443349673e-07,0.0115,0.0015,0
42,1.0659351212632e-06,0.0125,0.0015,0
43,1.9407741738196e-06,0.0135,0.0015,0
44,3.1510267088055e-06,0.0145,0.0015,0
45,3.1510267088011e-06,0.0155,0.0015,0
46,1.9407741738178e-06,0.0165,0.0015,0
47,1.065935121261e-06,0.0175,0.0015,0
48,2.9085443349331e-07,0.0185,0.0015,0
49,-2.3119465516331e-07,0.0195,0.0015,0
50,-4.1163285367043e-07,0.0205,0.0015,0
51,-3.1383079446029e-07,0.0215,0.0015,0
52,-7.7862646811342e-08,0.0225,0.0015,0
53,1.2068645964709e-07,0.0235,0.0015,0
54,1.6381212907094e-07,0.0245,0.0015,0
55,8.0496414222226e-08,0.0255,0.0015,0
56,-5.0048344951265e-09,0.0265,0.0015,0
57,-1.493804644369e-08,0.0275,0.0015,0
58,2.7711103855636e-08,0.0285,0.0015,0
59,6.390521314214e-08,0.0295,0.0015,0
60,5.8411770917713e-08,0.0005,0.0025,0
61,1.4936947944116e-09,0.0015,0.0025,0
62,1.1283101599974e-08,0.0025,0.0025,0
63,1.014434911659e-07,0.0035,0.0025,0
64,1.0352034913462e-07,0.0045,0.0025,0
65,-8.269638655502e-08,0.0055,0.0025,0
66,-2.3229172062477e-07,0.0065,0.0025,0
67,2.1246729497202e-08,0.0075,0.0025,0
68,6.4140952317161e-07,0.0085,0.0025,0
69,9.9539689878494e-07,0.0095,0.0025,0
70,5.1126571096936e-07,0.0105,0.0025,0
71,-2.6738229732798e-07,0.0115,0.0025,0
72,7.4994211963838e-07,0.0125,0.0025,0
73,6.2083529950198e-06,0.0135,0.0025,0
74,1.602107243403e-05,0.0145,0.0025,0
75,1.6021072434029e-05,0.0155,0.0025,0
76,6.2083529950279e-06,0.0165,0.0025,0
77,7.4994211965034e-07,0.0175,0.0025,0
78,-2.6738229731881e-07,0.0185,0.0025,0
79,5.1126571097054e-07,0.0195,0.0025,0
80,9.9539689877888e-07,0.0205,0.0025,0
81,6.4140952316433e-07,0.0215,0.0025,0
82,2.1246729494352e-08,0.0225,0.0025,0
83,-2.3229172062317e-07,0.0235,0.0025,0
84,-8.2696386553233e-08,0.0245,0.0025,0
85,1.0352034913412e-07,0.0255,0.0025,0
86,1.0144349116468e-07,0.0265,0.0025,0
87,1.1283101599806e-08,0.0275,0.0025,0
88,1.4936947946056e-09,0.0285,0.0025,0
89,5.8411770917201e-08,0.0295,0.0025,0
90,-6.396648919756e-09,0.0005,0.0035,0
91,5.7048196784654e-08,0.0015,0.0035,0
92,1.4850266103628e-07,0.0025,0.0035,0
93,9.2300424463254e-08,0.0035,0.0035,0
94,-1.9279967935047e-07,0.0045,0.0035,0
95,-3.6187056630082e-07,0.0055,0.0035,0
96,1.1205378143892e-07,0.0065,0.0035,0
97,1.1157408139168e-06,0.0075,0.0035,0
98,1.5267975466063e-06,0.0085,0.0035,0
99,1.0939404060419e-07,0.0095,0.0035,0
100,-3.0291977504168e-06,0.0105,0.0035,0
101,-5.6265254680138e-06,0.0115,0.0035,0
102,-3.6109811518891e-06,0.0125,0.0035,0
103,6.5668734176389e-06,0.0135,0.0035,0
104,2.3035894401283e-05,0.0145,0.0035,0
105,2.3035894401276e-05,0.0155,0.0035,0
106,6.5668734176369e-06,0.0165,0.0035,0
107,-3.6109811518805e-06,0.0175,0.0035,0
108,-5.626525467992e-06,0.0185,0.0035,0
109,-3.0291977503922e-06,0.0195,0.0035,0
110,1.0939404061756e-07,0.0205,0.0035,0
111,1.5267975466039e-06,0.0215,0.0035,0
112,1.1157408139071e-06,0.0225,0.0035,0
113,1.1205378143378e-07,0.0235,0.0035,0
114,-3.6187056629926e-07,0.0245,0.0035,0
115,-1.92799679348e-07,0.0255,0.0035,0
116,9.2300424463126e-08,0.0265,0.0035,0
117,1.4850266103518e-07,0.0275,0.0035,0
118,5.7048196784368e-08,0.0285,0.0035,0
119,-6.3966489195071e-09,0.0295,0.0035,0
120,-1.7723553775272e-08,0.0005,0.0045,0
121,1.2692627149927e-07,0.0015,0.0045,0
122,9.8501544267165e-08,0.0025,0.0045,0
123,-1.6085801744113e-07,0.0035,0.0045,0
124,-2.4631866540581e-07,0.0045,0.0045,0
125,1.8243326727316e-07,0.0055,0.0045,0
126,7.8642416997881e-07,0.0065,0.0045,0
127,6.1991881446557e-07,0.0075,0.0045,0
128,-8.9179390950161e-07,0.0085,0.0045,0
129,-2.9029301246417e-06,0.0095,0.0045,0
130,-3.5772734670463e-06,0.0105,0.0045,0
131,-1.0943262371853e-06,0.0115,0.0045,0
132,6.763309325717e-06,0.0125,0.0045,0
133,2.1716427084594e-05,0.0135,0.0045,0
134,4.2983405990407e-05,0.0145,0.0045,0
135,4.2983405990379e-05,0.0155,0.0045,0
136,2.1716427084555e-05,0.0165,0.0045,0
137,6.7633093256714e-06,0.0175,0.0045,0
138,-1.0943262372189e-06,0.0185,0.0045,0
139,-3.5772734670537e-06,0.0195,0.0045,0
140,-2.9029301246266e-06,0.0205,0.0045,0
141,-8.9179390948384e-07,0.0215,0.0045,0
142,6.1991881446947e-07,0.0225,0.0045,0
143,7.8642416997208e-07,0.0235,0.0045,0
144,1.8243326726876e-07,0.0245,0.0045,0
145,-2.4631866540408e-07,0.0255,0.0045,0
146,-1.6085801743891e-07,0.0265,0.0045,0
147,9.8501544266647e-08,0.0275,0.0045,0
148,1.2692627149837e-07,0.0285,0.0045,0
149,-1.7723553774608e-08,0.0295,0.0045,0
150,1.0717057846255e-07,0.0005,0.0055,0
151,7.1208761219077e-08,0.0015,0.0055,0
152,-1.2156480498409e-07,0.0025,0.0055,0
153,-1.2049283440762e-07,0.0035,0.0055,0
154,2.8529206493133e-07,0.0045,0.0055,0
155,4.750162361365e-07,0.0055,0.0055,0
156,-1.3561863304317e-07,0.0065,0.0055,0
157,-1.0234808608923e-06,0.0075,0.0055,0
158,-9.8318595438597e-07,0.0085,0.0055,0
159,6.3569239372677e-07,0.0095,0.0055,0
160,2.881347117606e-06,0.0105,0.0055,0
161,5.1232293005314e-06,0.0115,0.0055,0
162,1.2033280091729e-05,0.0125,0.0055,0
163,3.0666903430786e-05,0.0135,0.0055,0
164,7.0525635754409e-05,0.0145,0.0055,0
165,7.0525635754406e-05,0.0155,0.0055,0
166,3.0666903430823e-05,0.0165,0.0055,0
167,1.2033280091756e-05,0.0175,0.0055,0
168,5.1232293005184e-06,0.0185,0.0055,0
169,2.8813471175617e-06,0.0195,0.0055,0
170,6.3569239369026e-07,0.0205,0.0055,0
